#Position (bp)	Coverage
4011823.0	10.390456955660426
1.2035468E7	5.702830072865885
2.0059113E7	2.1468797535284776
2.8082758E7	0.0031544266975919296
3.6106403E7	8.177081613157112E-4
4.4130048E7	3.8710586024182276E-4
5.2153693E7	2.759344412670301E-4
6.0177338E7	1.4183080133779597E-4
6.8200983E7	1.2089268655330589E-4
7.6224628E7	1.545432281712364E-4
8.4248273E7	1.4260862737571265
9.2271918E7	6.27271022085349E-4
1.00295563E8	5.508718294490845E-5
1.08319208E8	2.0501904059813214E-4
1.16342853E8	1.4594364531332081E-4
1.24366498E8	8.724214493537538E-6
1.32390143E8	0.0
1.40413788E8	1.8591271174135944
1.48437433E8	1.3376669830233017
1.56461078E8	5.077492835238848E-4
1.64484723E8	4.282567586178103
1.72508368E8	1.0606152191429207E-4
1.80532013E8	3.4772226338528186E-4
1.88555658E8	1.5703586088367568E-4
1.96579303E8	1.662586019197011E-4
2.04602948E8	9.261376843068207E-4
2.12626593E8	7.739624572124016E-5
2.20650238E8	5.152271816612026E-4
2.28673883E8	6.670285138487558E-4
2.36697528E8	6.568087197277546E-5
2.44721173E8	1.2525479380007465E-4
2.48844709E8	5.415639112551303E-4
2.528565315E8	4.7049967065023054E-4
2.60768463E8	2.1461567654102343E-4
2.68792108E8	5.475067752872915E-4
2.76815753E8	5.089955998801044E-4
2.84839398E8	0.5281731681797985
2.92863043E8	5.293105564864847E-4
3.00886688E8	2.0103082825822927E-4
3.08910333E8	1.3547458792107577E-4
3.16933978E8	1.2525479380007465E-4
3.24957623E8	0.0012293664537750611
3.32981268E8	3.416153132398056E-4
3.41004913E8	5.077385278137306
3.49028558E8	9.685124404182887E-4
3.57052203E8	5.551093050602313E-4
3.65075848E8	0.0018365717825252737
3.73099493E8	0.922695358530942
3.81123138E8	5.542368836108776E-4
3.89146783E8	1.7697692258319007E-4
3.97170428E8	2.129954652779379E-4
4.05194073E8	5.542368836108776E-4
4.13217718E8	4.408220951948896E-4
4.21241363E8	0.0014350086525513031
4.29265008E8	1.3422827156485612E-4
4.37288653E8	7.166319048262977E-5
4.45312298E8	2.5375001012632037E-4
4.53335943E8	2.875251833798729E-4
4.61359588E8	6.63040301508853E-5
4.69383233E8	5.978579560785653E-4
4.77406878E8	0.0021197348586583778
4.85430523E8	0.001148231258985162
4.902961485E8	8.427002481837145E-4
4.94307971E8	5.655443229530407E-4
5.01477813E8	7.808171971716096E-4
5.09501458E8	2.1287083364231592E-4
5.17525103E8	1.9691798428270443E-4
5.25548748E8	4.8668653710377265E-4
5.33572393E8	4.952861199616882E-4
5.41596038E8	1.3707349963763351
5.49619683E8	6.106950145476277E-5
5.57643328E8	3.4236310305353737E-4
5.65666973E8	1.2176510800265964E-4
5.73690618E8	1.0556299537180422E-4
5.81714263E8	1.38216483904759E-4
5.89737908E8	8.661898675726555E-5
5.97761553E8	7.577603445815462E-5
6.05785198E8	2.3866958221606266E-4
6.13808843E8	2.485154814301979E-4
6.21832488E8	3.3486421694878077
6.29856133E8	8.524803876542394E-5
6.37879778E8	2.2196894304271937E-4
6.45903423E8	2.825026530959433
6.53927068E8	2.5599337956751575E-4
6.61950713E8	7.752087735686212E-5
6.69974358E8	1.2699963669878217E-4
6.77998003E8	1.9828893227454605E-4
6.85727668E8	0.0012838090908907519
6.897394905E8	2.1940268045445268E-4
6.94045293E8	6.465751039583631
7.02068938E8	2.5001106105766144E-4
7.10092583E8	0.0011993302295901676
7.18116228E8	4.542823118420618E-4
7.26139873E8	5.720592075048186E-5
7.34163518E8	1.7373650005701898E-4
7.42187163E8	5.309307677495702E-4
7.50210808E8	1.6463839065661553E-4
7.58234453E8	4.5440694347768376E-4
7.66258098E8	1.4831164639013815E-4
7.74281743E8	4.4169451664424335E-4
7.82305388E8	6.331287089595814E-5
7.90329033E8	1.1204384042414638E-4
7.98352678E8	2.771807576232498E-4
8.06376323E8	1.9990914353763158E-4
8.14399968E8	1.2313605599450125E-4
8.22423613E8	5.412751935061933E-4
8.30447258E8	7.465434973755693E-5
8.38470903E8	7.568879231321925E-4
8.46494548E8	3.5021489609772115E-4
8.54518193E8	1.8196218800806864E-4
8.62541838E8	1.651369171991034E-4
8.70565483E8	9.870825541259615E-5
8.771186855E8	6.649930352800447E-4
8.81130508E8	5.440539157430501E-4
8.86612773E8	0.8406969650327252
8.94636418E8	1.580329139686514E-4
9.02660063E8	7.290950683884943E-5
9.10683708E8	1.7086997243771377E-4
9.18707353E8	7.066613739765406E-5
9.26730998E8	3.302738343982068E-5
9.34754643E8	0.0010059019311048781
9.42778288E8	3.1968014537033976E-4
9.50801933E8	1.1840005384086658E-4
9.58825578E8	1.810897665587149E-4
9.66849223E8	1.3522532464983183E-4
9.74872868E8	3.8137280500321236E-4
9.82896513E8	1.1142068224603656E-4
9.90920158E8	9.758657069199846E-5
9.98943803E8	1.332312184798804E-4
1.006967448E9	3.621795331174298E-4
1.014991093E9	5.255716074178257E-4
1.023014738E9	2.4789232325208807E-4
1.031038383E9	2.1424178163415754E-4
1.039062028E9	4.1277997717994753E-4
1.047085673E9	3.5769279423503907E-4
1.055109318E9	8.770328198717665E-4
1.0601597325E9	1.2179951318708405E-4
1.064171555E9	1.0947688045040572E-4
1.071156608E9	1.8208681964369062E-4
1.079180253E9	5.719345758691966E-4
1.087203898E9	8.204191486537603
1.095227543E9	0.0015499190205947547
1.103251188E9	8.870033507215237E-4
1.111274833E9	1.0955120771170708E-4
1.119298478E9	2.6559001551040704E-4
1.127322123E9	2.9824350404336186E-4
1.135345768E9	7.47789813731789E-5
1.143369413E9	2.4926327124392968E-5
1.151393058E9	1.0469057392245046E-4
1.159416703E9	6.3811397438446E-5
1.167440348E9	1.4220469624466188E-4
1.175463993E9	2.105028325654986E-4
1.183487638E9	6.617939851526333E-5
1.191511283E9	1.1229310369539032E-4
1.199534928E9	0.53296562846437
1.207558573E9	13.874978890516717
1.215582218E9	2.65714647146029E-4
1.223605863E9	5.858933190588567E-4
1.2298109945E9	0.004646404131839152
1.233822817E9	0.005968061276421649
1.239653153E9	3.05424791351063
1.247676798E9	1.776000807612999E-4
1.255700443E9	8.063666824741124E-5
1.263724088E9	3.1319930031799764E-4
1.271747733E9	2.55120958118162E-4
1.279771378E9	7.642411896338884E-4
1.287795023E9	4.869358003750166E-4
1.295818668E9	8.64818919580814E-4
1.303842313E9	0.0021780624641294572
1.311865958E9	2.5124644721943703
1.319889603E9	0.021130047503347918
1.327913248E9	2.2982073608690315E-4
1.335936893E9	0.0016360394808095323
1.343960538E9	3.0160855820515487E-4
1.351984183E9	28.32989133990848
1.360007828E9	0.0016647047570025842
1.368031473E9	9.873318173972054E-4
1.376055118E9	6.39622665259991
1.384078763E9	7.894167800295253E-4
1.389720431E9	0.03152967566557689
1.3937322535E9	0.0028161480988271505
1.400126053E9	0.0026947852254181237
1.408149698E9	1.4943333111073584E-4
1.416173343E9	1.5691122924805373E-4
1.424196988E9	0.0018924067552839139
1.432220633E9	1.974165108251923E-4
1.440244278E9	2.685811747653342E-4
1.448267923E9	2.4377947927656322E-4
1.456291568E9	5.42147614955547E-4
1.464315213E9	3.611824800324541E-4
1.472338858E9	2.916380273553977E-4
1.480362503E9	4.200086120460215E-5
1.488386148E9	6.409805020037651E-4
1.496409793E9	5.2274831451291774
1.504433438E9	2.306931575362569E-4
1.512457083E9	1.5541564962059015E-4
1.520480728E9	2.391681087585505E-4
1.528504373E9	8.441300680675678E-4
1.534502554E9	0.003045522749292235
1.5385143765E9	3.0832441356647166E-4
1.544551663E9	0.0013309412368069625
1.552575308E9	1.2114194982454982E-4
1.560598953E9	8.674361839288752E-5
1.568622598E9	2.5998159190741864E-4
1.576646243E9	0.03138386606087383
1.584669888E9	0.0
1.592693533E9	0.0
1.600717178E9	2.8465865576056767E-4
1.608740823E9	9.484467470831523E-5
1.616764468E9	1.5207856279783065
1.624788113E9	0.0028722606745438016
1.632811758E9	2.257078921113783E-4
1.640835403E9	7.639919263626444E-5
1.648859048E9	3.0073613675580114E-4
1.656882693E9	0.0020718763105795433
1.664906338E9	6.121845495407636
1.671900895E9	0.0036411219302287883
1.6759127175E9	0.01648158369352281
1.680953628E9	2.3418284333367193E-4
1.688977273E9	3.518351073608067E-4
1.697000918E9	2.664624369597608E-4
1.705024563E9	0.001045784054503907
1.713048208E9	7.47789813731789E-5
1.721071853E9	0.002973212299397593
1.729095498E9	4.486738882390734E-5
1.737119143E9	4.025601830589464E-5
1.745142788E9	8.246875329105413E-4
1.753166433E9	0.0010885327055222408
1.761190078E9	4.840692727557114E-4
1.769213723E9	3.697995860983381
1.777237368E9	7.413089686794469E-4
1.785261013E9	9.085646236841236E-4
1.793284658E9	1.824607145505565E-4
1.801308303E9	0.0014095837988844222
