#Coverage	Number of genomic locations
0.0	3.209249513E9
1.0	20692.0
2.0	15999.0
3.0	3131.0
4.0	5466.0
5.0	656.0
6.0	2945.0
7.0	665.0
8.0	2328.0
9.0	657.0
10.0	1525.0
11.0	372.0
12.0	1493.0
13.0	609.0
14.0	453.0
15.0	376.0
16.0	754.0
17.0	513.0
18.0	618.0
19.0	275.0
20.0	463.0
21.0	405.0
22.0	239.0
23.0	478.0
24.0	264.0
25.0	257.0
26.0	454.0
27.0	525.0
28.0	219.0
29.0	213.0
30.0	12.0
31.0	264.0
32.0	164.0
33.0	238.0
34.0	122.0
35.0	269.0
36.0	270.0
37.0	127.0
38.0	427.0
39.0	311.0
40.0	697.0
41.0	151.0
42.0	118.0
43.0	104.0
44.0	248.0
45.0	324.0
46.0	204.0
47.0	346.0
48.0	471.0
49.0	201.0
50.0	367.0
51.0	206.0
52.0	169.0
53.0	130.0
54.0	295.0
55.0	121.0
56.0	168.0
57.0	218.0
58.0	526.0
59.0	335.0
60.0	323.0
61.0	48.0
62.0	10.0
63.0	191.0
64.0	108.0
65.0	154.0
66.0	60.0
67.0	355.0
68.0	220.0
69.0	143.0
70.0	235.0
71.0	216.0
72.0	347.0
73.0	78.0
74.0	424.0
75.0	403.0
76.0	396.0
77.0	249.0
78.0	531.0
79.0	406.0
80.0	272.0
81.0	306.0
82.0	294.0
83.0	258.0
84.0	280.0
85.0	140.0
86.0	299.0
87.0	259.0
88.0	250.0
89.0	233.0
90.0	197.0
91.0	116.0
92.0	323.0
93.0	341.0
94.0	191.0
95.0	226.0
96.0	140.0
97.0	618.0
98.0	275.0
99.0	68.0
100.0	326.0
101.0	198.0
102.0	137.0
103.0	303.0
104.0	198.0
105.0	144.0
106.0	193.0
107.0	245.0
108.0	108.0
109.0	132.0
110.0	358.0
111.0	260.0
112.0	20.0
113.0	110.0
114.0	566.0
115.0	85.0
116.0	77.0
117.0	56.0
118.0	219.0
119.0	406.0
120.0	251.0
121.0	148.0
122.0	197.0
123.0	215.0
124.0	433.0
125.0	194.0
126.0	192.0
127.0	193.0
128.0	80.0
129.0	200.0
130.0	18.0
131.0	139.0
132.0	218.0
133.0	309.0
134.0	128.0
135.0	281.0
136.0	154.0
137.0	108.0
138.0	234.0
139.0	153.0
140.0	150.0
141.0	409.0
142.0	227.0
143.0	264.0
144.0	42.0
145.0	295.0
146.0	134.0
147.0	349.0
148.0	332.0
149.0	170.0
150.0	264.0
151.0	189.0
152.0	367.0
153.0	392.0
154.0	259.0
155.0	363.0
156.0	231.0
157.0	270.0
158.0	330.0
159.0	221.0
160.0	478.0
161.0	123.0
162.0	174.0
163.0	236.0
164.0	102.0
165.0	84.0
166.0	502.0
167.0	174.0
168.0	688.0
169.0	178.0
170.0	55.0
171.0	174.0
172.0	159.0
173.0	74.0
174.0	247.0
175.0	208.0
176.0	108.0
177.0	197.0
178.0	417.0
179.0	408.0
180.0	118.0
181.0	125.0
182.0	196.0
183.0	340.0
184.0	193.0
185.0	343.0
186.0	204.0
187.0	83.0
188.0	50.0
189.0	8.0
190.0	184.0
191.0	497.0
192.0	277.0
193.0	290.0
194.0	153.0
195.0	203.0
196.0	116.0
197.0	45.0
198.0	81.0
199.0	81.0
200.0	306.0
201.0	373.0
202.0	300.0
203.0	266.0
204.0	301.0
205.0	213.0
206.0	341.0
207.0	123.0
208.0	65.0
209.0	113.0
210.0	251.0
211.0	418.0
212.0	580.0
213.0	79.0
214.0	129.0
215.0	210.0
216.0	155.0
217.0	133.0
218.0	215.0
219.0	163.0
220.0	110.0
221.0	265.0
222.0	302.0
223.0	245.0
224.0	163.0
225.0	82.0
226.0	227.0
227.0	91.0
228.0	84.0
229.0	177.0
230.0	299.0
231.0	198.0
232.0	152.0
233.0	307.0
234.0	185.0
235.0	170.0
236.0	281.0
237.0	193.0
238.0	270.0
239.0	260.0
240.0	243.0
241.0	16.0
242.0	138.0
243.0	99.0
244.0	110.0
245.0	238.0
246.0	249.0
247.0	372.0
248.0	118.0
249.0	313.0
250.0	191.0
251.0	226.0
252.0	248.0
253.0	285.0
254.0	424.0
255.0	136.0
256.0	195.0
257.0	177.0
258.0	145.0
259.0	307.0
260.0	187.0
261.0	401.0
262.0	106.0
263.0	296.0
264.0	286.0
265.0	196.0
266.0	151.0
267.0	129.0
268.0	309.0
269.0	204.0
270.0	154.0
271.0	51.0
272.0	40.0
273.0	137.0
274.0	138.0
275.0	90.0
276.0	94.0
277.0	57.0
278.0	165.0
279.0	165.0
280.0	88.0
281.0	98.0
282.0	151.0
283.0	210.0
284.0	292.0
285.0	120.0
286.0	77.0
287.0	190.0
288.0	264.0
289.0	82.0
290.0	273.0
291.0	383.0
292.0	179.0
293.0	292.0
294.0	165.0
295.0	220.0
296.0	122.0
297.0	283.0
298.0	309.0
299.0	191.0
300.0	163.0
301.0	292.0
302.0	449.0
303.0	490.0
304.0	328.0
305.0	252.0
306.0	451.0
307.0	288.0
308.0	114.0
309.0	327.0
310.0	196.0
311.0	223.0
312.0	136.0
313.0	244.0
314.0	131.0
315.0	331.0
316.0	331.0
317.0	113.0
318.0	505.0
319.0	335.0
320.0	142.0
321.0	214.0
322.0	387.0
323.0	199.0
324.0	379.0
325.0	278.0
326.0	187.0
327.0	281.0
328.0	339.0
329.0	212.0
330.0	48.0
331.0	152.0
332.0	188.0
333.0	208.0
334.0	258.0
335.0	485.0
336.0	187.0
337.0	145.0
338.0	164.0
339.0	53.0
340.0	90.0
341.0	276.0
342.0	256.0
343.0	195.0
344.0	149.0
345.0	219.0
346.0	245.0
347.0	111.0
348.0	119.0
349.0	139.0
350.0	240.0
351.0	81.0
352.0	28.0
353.0	119.0
354.0	25.0
355.0	64.0
356.0	20.0
357.0	138.0
358.0	79.0
359.0	66.0
360.0	136.0
361.0	224.0
362.0	126.0
363.0	140.0
364.0	179.0
365.0	161.0
366.0	15.0
367.0	79.0
368.0	66.0
369.0	205.0
370.0	47.0
371.0	132.0
372.0	118.0
373.0	56.0
374.0	214.0
375.0	253.0
376.0	108.0
377.0	57.0
378.0	141.0
379.0	176.0
380.0	216.0
381.0	279.0
382.0	87.0
383.0	139.0
384.0	226.0
385.0	202.0
386.0	188.0
387.0	164.0
388.0	346.0
389.0	230.0
390.0	111.0
391.0	104.0
392.0	73.0
393.0	127.0
394.0	144.0
395.0	115.0
396.0	217.0
397.0	226.0
398.0	188.0
399.0	261.0
400.0	47.0
401.0	6.0
402.0	41.0
403.0	23.0
404.0	21.0
405.0	62.0
406.0	77.0
407.0	229.0
408.0	81.0
409.0	102.0
410.0	135.0
411.0	202.0
412.0	230.0
413.0	100.0
414.0	95.0
415.0	56.0
416.0	150.0
417.0	21.0
418.0	14.0
419.0	77.0
420.0	60.0
421.0	131.0
422.0	147.0
423.0	63.0
424.0	27.0
425.0	67.0
426.0	70.0
427.0	51.0
428.0	50.0
429.0	95.0
430.0	138.0
431.0	68.0
432.0	123.0
433.0	50.0
434.0	125.0
435.0	32.0
436.0	28.0
437.0	129.0
438.0	104.0
439.0	139.0
440.0	261.0
441.0	265.0
442.0	158.0
443.0	78.0
444.0	89.0
445.0	64.0
446.0	94.0
447.0	90.0
448.0	230.0
449.0	172.0
450.0	243.0
451.0	325.0
452.0	249.0
453.0	169.0
454.0	107.0
455.0	186.0
456.0	200.0
457.0	128.0
458.0	220.0
459.0	34.0
460.0	135.0
461.0	136.0
462.0	101.0
463.0	150.0
464.0	137.0
465.0	164.0
466.0	150.0
467.0	312.0
468.0	188.0
469.0	166.0
470.0	102.0
471.0	117.0
472.0	57.0
473.0	107.0
474.0	184.0
475.0	103.0
476.0	68.0
