#Mapping quality	mapping quality
0.0	85744.0
1.0	2971.0
2.0	2547.0
3.0	5213.0
4.0	2112.0
5.0	3429.0
6.0	2043.0
7.0	1060.0
8.0	1064.0
9.0	819.0
10.0	914.0
11.0	846.0
12.0	757.0
13.0	737.0
14.0	872.0
15.0	802.0
16.0	670.0
17.0	1049.0
18.0	898.0
19.0	810.0
20.0	104.0
21.0	587.0
22.0	379.0
23.0	116.0
24.0	865.0
25.0	510.0
26.0	731.0
27.0	619.0
28.0	323.0
29.0	358.0
30.0	326.0
31.0	104.0
32.0	151.0
33.0	216.0
34.0	103.0
35.0	330.0
36.0	132.0
37.0	85.0
38.0	313.0
39.0	106.0
40.0	557.0
41.0	687.0
42.0	589.0
43.0	683.0
44.0	494.0
45.0	1956.0
46.0	161.0
47.0	21.0
48.0	570.0
49.0	285.0
50.0	294.0
51.0	239.0
52.0	599.0
53.0	515.0
54.0	651.0
55.0	699.0
56.0	985.0
57.0	689.0
58.0	1078.0
59.0	88815.0
60.0	172104.0
