#Coverage	Number of genomic locations
0.0	3.209178424E9
1.0	58299.0
2.0	32041.0
3.0	3807.0
4.0	10535.0
5.0	1629.0
6.0	4781.0
7.0	835.0
8.0	2421.0
9.0	884.0
10.0	1405.0
11.0	585.0
12.0	730.0
13.0	761.0
14.0	1953.0
15.0	730.0
16.0	527.0
17.0	841.0
18.0	640.0
19.0	571.0
20.0	1176.0
21.0	409.0
22.0	1495.0
23.0	413.0
24.0	536.0
25.0	414.0
26.0	44.0
27.0	145.0
28.0	692.0
29.0	268.0
30.0	251.0
31.0	357.0
32.0	514.0
33.0	108.0
34.0	158.0
35.0	175.0
36.0	115.0
37.0	217.0
38.0	35.0
39.0	160.0
40.0	461.0
41.0	14.0
42.0	387.0
43.0	367.0
44.0	216.0
45.0	197.0
46.0	61.0
47.0	167.0
48.0	236.0
49.0	324.0
50.0	208.0
51.0	14.0
52.0	22.0
53.0	73.0
54.0	387.0
55.0	21.0
56.0	475.0
57.0	138.0
58.0	150.0
59.0	273.0
60.0	738.0
61.0	103.0
62.0	34.0
63.0	51.0
64.0	178.0
65.0	219.0
66.0	137.0
67.0	160.0
68.0	5.0
69.0	80.0
70.0	33.0
71.0	83.0
72.0	405.0
73.0	265.0
74.0	317.0
75.0	67.0
76.0	252.0
77.0	195.0
78.0	22.0
79.0	252.0
80.0	295.0
81.0	55.0
82.0	226.0
83.0	541.0
84.0	505.0
85.0	302.0
86.0	65.0
87.0	35.0
88.0	197.0
89.0	146.0
90.0	269.0
91.0	233.0
92.0	37.0
93.0	39.0
94.0	11.0
95.0	114.0
96.0	173.0
97.0	125.0
98.0	749.0
99.0	188.0
100.0	163.0
101.0	51.0
102.0	21.0
103.0	350.0
104.0	230.0
105.0	100.0
106.0	109.0
107.0	111.0
108.0	414.0
109.0	94.0
110.0	241.0
111.0	286.0
112.0	143.0
113.0	183.0
114.0	146.0
115.0	22.0
116.0	288.0
117.0	175.0
118.0	530.0
119.0	10.0
120.0	302.0
121.0	229.0
122.0	12.0
123.0	19.0
124.0	46.0
125.0	77.0
126.0	68.0
127.0	292.0
128.0	443.0
129.0	206.0
130.0	121.0
131.0	213.0
132.0	249.0
133.0	272.0
134.0	356.0
135.0	38.0
136.0	113.0
137.0	77.0
139.0	34.0
140.0	40.0
141.0	54.0
142.0	287.0
143.0	365.0
144.0	406.0
145.0	185.0
146.0	64.0
147.0	52.0
148.0	45.0
149.0	69.0
150.0	126.0
151.0	412.0
152.0	174.0
153.0	161.0
154.0	60.0
155.0	130.0
156.0	182.0
157.0	262.0
158.0	192.0
159.0	272.0
160.0	85.0
161.0	204.0
162.0	33.0
163.0	522.0
164.0	197.0
165.0	267.0
166.0	67.0
167.0	441.0
168.0	294.0
169.0	81.0
170.0	85.0
171.0	125.0
172.0	99.0
173.0	28.0
174.0	153.0
175.0	174.0
176.0	182.0
177.0	40.0
178.0	72.0
179.0	232.0
180.0	10.0
181.0	26.0
183.0	4.0
184.0	9.0
185.0	14.0
186.0	7.0
187.0	67.0
188.0	28.0
189.0	133.0
190.0	5.0
191.0	37.0
192.0	26.0
193.0	16.0
194.0	90.0
195.0	160.0
196.0	147.0
197.0	244.0
198.0	130.0
199.0	190.0
200.0	250.0
201.0	88.0
202.0	78.0
203.0	6.0
204.0	9.0
205.0	113.0
206.0	118.0
207.0	66.0
208.0	115.0
209.0	45.0
210.0	83.0
211.0	225.0
212.0	98.0
213.0	34.0
214.0	273.0
215.0	225.0
216.0	138.0
217.0	102.0
218.0	150.0
219.0	79.0
220.0	93.0
221.0	6.0
222.0	24.0
223.0	48.0
224.0	139.0
225.0	57.0
226.0	87.0
227.0	262.0
228.0	160.0
229.0	98.0
230.0	139.0
231.0	106.0
232.0	123.0
233.0	26.0
234.0	57.0
235.0	212.0
236.0	92.0
237.0	18.0
238.0	101.0
239.0	34.0
240.0	52.0
241.0	125.0
242.0	388.0
243.0	96.0
244.0	23.0
245.0	197.0
246.0	27.0
247.0	159.0
248.0	7.0
249.0	69.0
250.0	87.0
251.0	74.0
252.0	311.0
253.0	122.0
254.0	220.0
255.0	14.0
256.0	43.0
257.0	339.0
258.0	109.0
259.0	20.0
260.0	63.0
261.0	43.0
