#Mapping quality	mapping quality
0.0	46599.0
1.0	1165.0
2.0	1280.0
3.0	4168.0
4.0	1105.0
5.0	1918.0
6.0	840.0
7.0	758.0
8.0	826.0
9.0	743.0
10.0	661.0
11.0	235.0
12.0	279.0
13.0	351.0
14.0	820.0
15.0	382.0
16.0	691.0
17.0	591.0
18.0	576.0
19.0	109.0
20.0	256.0
21.0	223.0
22.0	148.0
23.0	57.0
24.0	76.0
25.0	270.0
26.0	168.0
27.0	1026.0
28.0	370.0
29.0	82.0
30.0	49.0
31.0	251.0
32.0	143.0
33.0	243.0
34.0	229.0
35.0	149.0
36.0	97.0
37.0	149.0
38.0	259.0
39.0	84.0
40.0	293.0
41.0	515.0
42.0	742.0
43.0	285.0
44.0	787.0
45.0	1852.0
46.0	176.0
47.0	362.0
48.0	103.0
49.0	515.0
50.0	625.0
51.0	288.0
52.0	39.0
53.0	277.0
54.0	231.0
55.0	408.0
56.0	239.0
57.0	801.0
58.0	2339.0
59.0	56420.0
60.0	143781.0
