#Mapping quality	mapping quality
0.0	57976.0
1.0	1904.0
2.0	1373.0
3.0	4070.0
4.0	1124.0
5.0	1791.0
6.0	1021.0
7.0	568.0
8.0	833.0
9.0	699.0
10.0	733.0
11.0	317.0
12.0	297.0
13.0	403.0
14.0	452.0
15.0	658.0
16.0	702.0
17.0	821.0
18.0	119.0
19.0	314.0
20.0	256.0
21.0	477.0
22.0	287.0
23.0	104.0
24.0	64.0
25.0	601.0
26.0	680.0
27.0	579.0
28.0	147.0
29.0	198.0
30.0	515.0
31.0	123.0
32.0	179.0
33.0	59.0
34.0	92.0
35.0	215.0
36.0	215.0
37.0	162.0
38.0	186.0
39.0	19.0
40.0	256.0
41.0	269.0
42.0	358.0
43.0	1061.0
44.0	169.0
45.0	1374.0
46.0	122.0
47.0	73.0
48.0	45.0
49.0	150.0
50.0	62.0
51.0	272.0
52.0	197.0
53.0	184.0
54.0	159.0
55.0	461.0
56.0	1292.0
57.0	1289.0
58.0	1701.0
59.0	41135.0
60.0	157182.0
