#Position (bp)	insert size
4011823.0	6668.70872354133
1.2035468E7	12216.034763004309
2.0059113E7	14792.80266800906
2.8082758E7	235.1451612903226
3.6106403E7	204.47619047619048
4.4130048E7	293.6923076923077
5.2153693E7	176.66666666666666
6.0177338E7	245.42857142857142
6.8200983E7	239.5
7.6224628E7	60.25
8.4248273E7	7139.013176387913
9.2271918E7	313.3333333333333
1.00295563E8	196.0
1.08319208E8	310.77777777777777
1.16342853E8	237.57142857142858
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	235.56448405109768
1.48437433E8	2371.655158155882
1.56461078E8	261.5
1.64484723E8	1061.4590356033825
1.72508368E8	332.0
1.80532013E8	279.4
1.88555658E8	184.66666666666666
1.96579303E8	380.0
2.04602948E8	227.37142857142857
2.12626593E8	140.0
2.20650238E8	215.45
2.28673883E8	220.2962962962963
2.36697528E8	216.0
2.44721173E8	243.0
2.48844709E8	0.0
2.528565315E8	246.66666666666666
2.60768463E8	238.73684210526315
2.68792108E8	217.96428571428572
2.76815753E8	213.85
2.84839398E8	6.6120408278745644E7
2.92863043E8	211.14285714285714
3.00886688E8	304.5
3.08910333E8	307.6666666666667
3.16933978E8	1766383.9333333333
3.24957623E8	243.0
3.32981268E8	3321576.0
3.41004913E8	266.90525419989285
3.49028558E8	352.25
3.57052203E8	276.0
3.65075848E8	291.5652173913044
3.73099493E8	3172.471643825244
3.81123138E8	252.8095238095238
3.89146783E8	0.0
3.97170428E8	354.0
4.05194073E8	238.66666666666666
4.13217718E8	256.0
4.21241363E8	525.5652173913044
4.29265008E8	0.0
4.37288653E8	272.0
4.45312298E8	379.0
4.53335943E8	244.0
4.61359588E8	498.0
4.69383233E8	226.66666666666666
4.77406878E8	215.4903846153846
4.85430523E8	227.6086956521739
4.902961485E8	327.36842105263156
4.94307971E8	6.2583635E7
5.01477813E8	237.225
5.09501458E8	251.57142857142858
5.17525103E8	255.0
5.25548748E8	221.4
5.33572393E8	193.58823529411765
5.41596038E8	8111.9898855806305
5.49619683E8	196.9
5.57643328E8	2.1336335E7
5.65666973E8	356.8333333333333
5.73690618E8	89.66666666666667
5.81714263E8	285.0
5.89737908E8	367.0
5.97761553E8	293.52941176470586
6.05785198E8	401.5
6.13808843E8	316.1666666666667
6.21832488E8	1397.3403607402201
6.29856133E8	260.25
6.37879778E8	260.42857142857144
6.45903423E8	453.2085580529471
6.53927068E8	150.0
6.61950713E8	252.5
6.69974358E8	463.5
6.77998003E8	261.5
6.85727668E8	260.26666666666665
6.897394905E8	310.25
6.94045293E8	21242.43811756584
7.02068938E8	282.6
7.10092583E8	0.0
7.18116228E8	264.75
7.26139873E8	0.0
7.34163518E8	102.0
7.42187163E8	194.0
7.50210808E8	273.0
7.58234453E8	221.0
7.66258098E8	166.0
7.74281743E8	286.5
7.82305388E8	0.0
7.90329033E8	203.0
7.98352678E8	372.6666666666667
8.06376323E8	0.0
8.14399968E8	0.0
8.22423613E8	0.0
8.30447258E8	143.5
8.38470903E8	164.94444444444446
8.46494548E8	151.6315789473684
8.54518193E8	173.0
8.62541838E8	264.125
8.70565483E8	303.5
8.771186855E8	265.85
8.81130508E8	302.4
8.86612773E8	334.14357788522176
8.94636418E8	219.28571428571428
9.02660063E8	0.0
9.10683708E8	158.28571428571428
9.18707353E8	211.5
9.26730998E8	303.0
9.34754643E8	290.0
9.42778288E8	153.0
9.50801933E8	157.0
9.58825578E8	219.33333333333334
9.66849223E8	161.0
9.74872868E8	0.0
9.82896513E8	0.0
9.90920158E8	205.1
9.98943803E8	0.0
1.006967448E9	191.42857142857142
1.014991093E9	271.875
1.023014738E9	282.75
1.031038383E9	189.33333333333334
1.039062028E9	222.0
1.047085673E9	300.6666666666667
1.055109318E9	296.57142857142856
1.0601597325E9	155.0
1.064171555E9	234.5
1.071156608E9	279.0
1.079180253E9	277.8
1.087203898E9	4106.329589853337
1.095227543E9	837.5315315315315
1.103251188E9	4588731.886363637
1.111274833E9	155.25
1.119298478E9	186.66666666666666
1.127322123E9	187.33333333333334
1.135345768E9	0.0
1.143369413E9	163.0
1.151393058E9	255.5
1.159416703E9	0.0
1.167440348E9	188.0
1.175463993E9	147.33333333333334
1.183487638E9	208.33333333333334
1.191511283E9	292.0
1.199534928E9	2444.30803165953
1.207558573E9	1055.6358188817017
1.215582218E9	319.0
1.223605863E9	352.8333333333333
1.2298109945E9	133.90740740740742
1.233822817E9	2828245.4054054054
1.239653153E9	40491.32119214319
1.247676798E9	1.04090562E7
1.255700443E9	209.83333333333334
1.263724088E9	1.63698824E7
1.271747733E9	4928962.2
1.279771378E9	2053507.6764705882
1.287795023E9	352.4516129032258
1.295818668E9	292.0
1.303842313E9	434.29761904761904
1.311865958E9	6237.450646801228
1.319889603E9	195.1378640776699
1.327913248E9	0.0
1.335936893E9	949159.0333333333
1.343960538E9	0.0
1.351984183E9	2159.701514278598
1.360007828E9	332.7674418604651
1.368031473E9	243.9090909090909
1.376055118E9	461.0322416598861
1.384078763E9	289.1666666666667
1.389720431E9	244.5
1.3937322535E9	213.05357142857142
1.400126053E9	251.59459459459458
1.408149698E9	234.0
1.416173343E9	170.57142857142858
1.424196988E9	211.25
1.432220633E9	318.6666666666667
1.440244278E9	228.0
1.448267923E9	239.13333333333333
1.456291568E9	364.1333333333333
1.464315213E9	396.0
1.472338858E9	351.7692307692308
1.480362503E9	369.57142857142856
1.488386148E9	256.53333333333336
1.496409793E9	2206.122092768284
1.504433438E9	387.5
1.512457083E9	193.66666666666666
1.520480728E9	311.4166666666667
1.528504373E9	174.41509433962264
1.534502554E9	257.40425531914894
1.5385143765E9	328.0
1.544551663E9	224.64705882352942
1.552575308E9	379.3333333333333
1.560598953E9	2.6259853833333332E7
1.568622598E9	189.41666666666666
1.576646243E9	330.0625
1.584669888E9	0.0
1.592693533E9	0.0
1.600717178E9	1948800.625
1.608740823E9	162.0
1.616764468E9	4299.350479689732
1.624788113E9	501.6434782608696
1.632811758E9	249.45454545454547
1.640835403E9	0.0
1.648859048E9	268.2
1.656882693E9	289.61290322580646
1.664906338E9	273.8644101817817
1.671900895E9	209.06299212598427
1.6759127175E9	204.7875
1.680953628E9	275.875
1.688977273E9	159.5
1.697000918E9	194.53846153846155
1.705024563E9	296.92
1.713048208E9	0.0
1.721071853E9	194.6
1.729095498E9	0.0
1.737119143E9	268.75
1.745142788E9	292.1020408163265
1.753166433E9	259.83870967741933
1.761190078E9	288.7692307692308
1.769213723E9	338.6446208664124
1.777237368E9	220.0
1.785261013E9	233.05882352941177
1.793284658E9	186.3
1.801308303E9	249.5
1.8070005885E9	281.35897435897436
