#Coverage	Number of genomic locations
0.0	3.209201008E9
1.0	43108.0
2.0	30114.0
3.0	3409.0
4.0	9290.0
5.0	2172.0
6.0	3341.0
7.0	991.0
8.0	1613.0
9.0	529.0
10.0	1840.0
11.0	180.0
12.0	1249.0
13.0	570.0
14.0	725.0
15.0	256.0
16.0	454.0
17.0	1098.0
18.0	1053.0
19.0	849.0
20.0	791.0
21.0	773.0
22.0	887.0
23.0	14.0
24.0	570.0
25.0	313.0
26.0	438.0
27.0	178.0
28.0	690.0
29.0	497.0
30.0	769.0
31.0	82.0
32.0	468.0
33.0	347.0
34.0	445.0
35.0	218.0
36.0	341.0
37.0	86.0
38.0	559.0
39.0	447.0
40.0	507.0
41.0	85.0
42.0	421.0
43.0	478.0
44.0	839.0
45.0	178.0
46.0	14.0
47.0	203.0
48.0	375.0
49.0	172.0
50.0	352.0
51.0	41.0
52.0	371.0
53.0	7.0
54.0	235.0
55.0	163.0
56.0	430.0
57.0	419.0
58.0	286.0
59.0	328.0
60.0	167.0
61.0	66.0
62.0	48.0
63.0	338.0
64.0	650.0
65.0	385.0
66.0	131.0
67.0	206.0
68.0	270.0
69.0	174.0
70.0	247.0
71.0	320.0
72.0	505.0
73.0	162.0
74.0	263.0
75.0	123.0
76.0	581.0
77.0	340.0
78.0	580.0
79.0	355.0
80.0	328.0
81.0	288.0
82.0	340.0
83.0	111.0
84.0	223.0
85.0	204.0
86.0	432.0
87.0	281.0
88.0	176.0
89.0	256.0
90.0	530.0
91.0	129.0
92.0	162.0
93.0	462.0
94.0	46.0
95.0	20.0
96.0	120.0
97.0	533.0
98.0	645.0
99.0	299.0
100.0	636.0
101.0	115.0
102.0	133.0
103.0	170.0
104.0	425.0
105.0	157.0
106.0	365.0
107.0	141.0
108.0	241.0
109.0	22.0
110.0	328.0
111.0	644.0
112.0	250.0
113.0	225.0
114.0	182.0
115.0	117.0
116.0	248.0
117.0	238.0
118.0	117.0
119.0	94.0
120.0	298.0
121.0	229.0
122.0	323.0
123.0	73.0
124.0	323.0
125.0	431.0
126.0	138.0
127.0	260.0
128.0	155.0
129.0	216.0
130.0	235.0
131.0	489.0
132.0	747.0
133.0	12.0
134.0	143.0
135.0	212.0
136.0	431.0
137.0	478.0
138.0	419.0
139.0	83.0
140.0	434.0
141.0	511.0
142.0	100.0
143.0	227.0
144.0	266.0
145.0	260.0
146.0	291.0
147.0	292.0
148.0	30.0
149.0	155.0
150.0	344.0
151.0	288.0
152.0	340.0
153.0	262.0
154.0	353.0
155.0	232.0
156.0	170.0
157.0	439.0
158.0	387.0
159.0	423.0
160.0	341.0
161.0	212.0
162.0	457.0
163.0	408.0
164.0	259.0
165.0	164.0
166.0	127.0
167.0	223.0
168.0	442.0
169.0	379.0
170.0	558.0
171.0	164.0
172.0	414.0
173.0	333.0
174.0	195.0
175.0	254.0
176.0	227.0
177.0	387.0
178.0	408.0
179.0	279.0
180.0	107.0
181.0	123.0
182.0	571.0
183.0	331.0
184.0	306.0
185.0	160.0
186.0	217.0
187.0	60.0
188.0	282.0
189.0	64.0
190.0	93.0
191.0	132.0
192.0	381.0
193.0	535.0
194.0	223.0
195.0	299.0
196.0	409.0
197.0	445.0
198.0	618.0
199.0	231.0
200.0	202.0
201.0	172.0
202.0	321.0
203.0	95.0
204.0	408.0
205.0	256.0
206.0	211.0
207.0	232.0
208.0	637.0
209.0	107.0
210.0	211.0
211.0	477.0
212.0	191.0
213.0	163.0
214.0	18.0
215.0	171.0
216.0	260.0
217.0	98.0
218.0	131.0
219.0	176.0
220.0	132.0
221.0	472.0
222.0	501.0
223.0	52.0
224.0	207.0
225.0	145.0
226.0	428.0
227.0	203.0
228.0	200.0
229.0	208.0
230.0	211.0
231.0	163.0
232.0	486.0
233.0	293.0
234.0	289.0
235.0	263.0
236.0	229.0
237.0	103.0
238.0	59.0
239.0	171.0
240.0	94.0
241.0	156.0
242.0	210.0
243.0	287.0
244.0	171.0
245.0	288.0
246.0	272.0
247.0	142.0
248.0	238.0
249.0	325.0
250.0	15.0
251.0	78.0
252.0	67.0
253.0	134.0
254.0	184.0
255.0	111.0
256.0	174.0
257.0	209.0
258.0	276.0
259.0	207.0
260.0	317.0
261.0	200.0
262.0	272.0
263.0	411.0
264.0	73.0
265.0	193.0
266.0	26.0
267.0	305.0
268.0	63.0
269.0	27.0
270.0	127.0
271.0	160.0
272.0	457.0
273.0	200.0
274.0	719.0
275.0	299.0
276.0	217.0
277.0	245.0
278.0	222.0
279.0	172.0
280.0	373.0
281.0	287.0
282.0	174.0
283.0	265.0
284.0	454.0
285.0	67.0
286.0	42.0
287.0	71.0
288.0	261.0
289.0	302.0
290.0	273.0
291.0	575.0
292.0	363.0
293.0	320.0
294.0	61.0
295.0	45.0
296.0	24.0
297.0	192.0
298.0	302.0
299.0	227.0
300.0	205.0
301.0	44.0
302.0	137.0
303.0	123.0
304.0	257.0
305.0	300.0
306.0	161.0
307.0	275.0
308.0	306.0
309.0	95.0
310.0	150.0
311.0	88.0
312.0	324.0
313.0	262.0
314.0	57.0
315.0	62.0
316.0	124.0
317.0	456.0
318.0	133.0
319.0	170.0
320.0	79.0
321.0	54.0
322.0	188.0
323.0	105.0
324.0	109.0
325.0	17.0
326.0	97.0
327.0	59.0
328.0	45.0
329.0	65.0
330.0	143.0
331.0	137.0
332.0	468.0
333.0	290.0
334.0	252.0
335.0	53.0
336.0	81.0
337.0	275.0
338.0	432.0
339.0	384.0
340.0	114.0
341.0	144.0
342.0	26.0
343.0	192.0
344.0	44.0
345.0	130.0
346.0	109.0
347.0	205.0
348.0	250.0
349.0	353.0
350.0	377.0
351.0	182.0
352.0	65.0
353.0	85.0
354.0	249.0
355.0	106.0
356.0	108.0
357.0	105.0
358.0	280.0
359.0	236.0
360.0	255.0
361.0	135.0
362.0	170.0
363.0	113.0
364.0	22.0
365.0	46.0
366.0	208.0
367.0	2.0
368.0	52.0
369.0	99.0
370.0	60.0
371.0	62.0
372.0	78.0
373.0	149.0
374.0	118.0
375.0	335.0
376.0	376.0
377.0	428.0
378.0	84.0
379.0	43.0
380.0	59.0
381.0	48.0
382.0	68.0
383.0	150.0
384.0	96.0
385.0	234.0
386.0	146.0
387.0	190.0
388.0	45.0
389.0	202.0
390.0	157.0
391.0	84.0
392.0	91.0
393.0	150.0
394.0	73.0
395.0	44.0
396.0	19.0
397.0	41.0
398.0	67.0
399.0	143.0
400.0	327.0
401.0	345.0
402.0	170.0
403.0	335.0
404.0	251.0
405.0	157.0
406.0	90.0
407.0	184.0
408.0	22.0
409.0	103.0
410.0	205.0
411.0	130.0
412.0	98.0
413.0	379.0
414.0	106.0
415.0	397.0
416.0	64.0
417.0	60.0
418.0	51.0
419.0	19.0
420.0	24.0
421.0	196.0
422.0	17.0
423.0	25.0
424.0	62.0
425.0	327.0
426.0	316.0
427.0	71.0
428.0	53.0
429.0	207.0
430.0	190.0
431.0	166.0
432.0	245.0
433.0	190.0
434.0	67.0
435.0	29.0
436.0	188.0
437.0	174.0
438.0	154.0
439.0	160.0
440.0	149.0
441.0	100.0
442.0	317.0
443.0	194.0
444.0	74.0
445.0	84.0
446.0	17.0
447.0	79.0
448.0	118.0
449.0	134.0
450.0	139.0
451.0	155.0
