#Coverage (X)	Coverage
1.0	0.01723876780478406
2.0	0.011139887420895889
3.0	0.008306885648025286
4.0	0.007865066489827655
5.0	0.0070875831714687365
6.0	0.006900698029667751
7.0	0.006422268327696656
8.0	0.006334403022606239
9.0	0.006133746084756808
10.0	0.006092679959891711
11.0	0.00597144453361409
12.0	0.0059013392369990925
13.0	0.005792598132472904
14.0	0.0057613779070493365
15.0	0.005684012817496864
16.0	0.005668153441504842
17.0	0.005606367306754123
18.0	0.0055976742499694865
19.0	0.005538474221722822
20.0	0.005523767688387693
21.0	0.005494977779918031
22.0	0.005469397136138809
23.0	0.005427894800547506
24.0	0.005421569744896715
25.0	0.00539168930959022
26.0	0.005388137307889451
27.0	0.0053587553991292225
28.0	0.005347943604490979
29.0	0.005328532226812399
30.0	0.005319808012117733
31.0	0.005278492623986608
32.0	0.005270422725402568
33.0	0.005242972607035767
34.0	0.005236741025115066
35.0	0.005232378917767733
36.0	0.0052216917547696085
37.0	0.005217173857872126
38.0	0.005208044590361283
39.0	0.0051873557383856905
40.0	0.005185517421722352
41.0	0.005155792775966006
42.0	0.005149810457325543
43.0	0.005129869395176456
44.0	0.005124759498002618
45.0	0.005120553180205434
46.0	0.00511475780902515
47.0	0.005103042435010252
48.0	0.005096405800259163
49.0	0.005083257162411314
50.0	0.005082976741221046
51.0	0.005069485366362869
