#Mapping quality	mapping quality
0.0	158003.0
1.0	5137.0
2.0	4120.0
3.0	7312.0
4.0	3122.0
5.0	5180.0
6.0	2893.0
7.0	1863.0
8.0	2160.0
9.0	2025.0
10.0	1285.0
11.0	1490.0
12.0	1492.0
13.0	1310.0
14.0	1166.0
15.0	905.0
16.0	1521.0
17.0	1395.0
18.0	1224.0
19.0	788.0
20.0	766.0
21.0	677.0
22.0	384.0
23.0	611.0
24.0	2009.0
25.0	1176.0
26.0	1345.0
27.0	697.0
28.0	690.0
29.0	318.0
30.0	1015.0
31.0	299.0
32.0	97.0
33.0	378.0
34.0	650.0
35.0	268.0
36.0	609.0
37.0	384.0
38.0	135.0
39.0	401.0
40.0	2002.0
41.0	803.0
42.0	1847.0
43.0	1409.0
44.0	772.0
45.0	2230.0
46.0	1068.0
47.0	580.0
48.0	1262.0
49.0	467.0
50.0	358.0
51.0	795.0
52.0	560.0
53.0	262.0
54.0	1167.0
55.0	572.0
56.0	1638.0
57.0	2188.0
58.0	2448.0
59.0	109586.0
60.0	510728.0
