#Mapping quality	mapping quality
0.0	90002.0
1.0	2237.0
2.0	2767.0
3.0	5220.0
4.0	2227.0
5.0	2702.0
6.0	1578.0
7.0	821.0
8.0	1330.0
9.0	1334.0
10.0	1167.0
11.0	827.0
12.0	624.0
13.0	1215.0
14.0	749.0
15.0	510.0
16.0	879.0
17.0	978.0
18.0	616.0
19.0	218.0
20.0	326.0
21.0	244.0
22.0	356.0
23.0	380.0
24.0	502.0
25.0	250.0
26.0	395.0
27.0	235.0
28.0	125.0
29.0	334.0
30.0	511.0
31.0	200.0
32.0	215.0
33.0	222.0
34.0	106.0
35.0	38.0
36.0	52.0
37.0	213.0
38.0	3.0
39.0	36.0
40.0	383.0
41.0	168.0
42.0	555.0
43.0	756.0
44.0	320.0
45.0	1787.0
46.0	73.0
47.0	45.0
48.0	333.0
49.0	72.0
50.0	595.0
51.0	123.0
52.0	117.0
53.0	128.0
54.0	1011.0
55.0	1030.0
56.0	794.0
57.0	654.0
58.0	932.0
59.0	87504.0
60.0	133157.0
