#Mapping quality	mapping quality
0.0	84635.0
1.0	2933.0
2.0	2294.0
3.0	5163.0
4.0	2205.0
5.0	2352.0
6.0	2500.0
7.0	1123.0
8.0	1338.0
9.0	1519.0
10.0	724.0
11.0	705.0
12.0	984.0
13.0	618.0
14.0	925.0
15.0	524.0
16.0	925.0
17.0	790.0
18.0	690.0
19.0	256.0
20.0	198.0
21.0	144.0
22.0	330.0
23.0	344.0
24.0	802.0
25.0	957.0
26.0	1045.0
27.0	815.0
28.0	115.0
29.0	69.0
30.0	549.0
31.0	197.0
32.0	19.0
33.0	79.0
34.0	217.0
35.0	455.0
36.0	336.0
37.0	430.0
38.0	331.0
39.0	1021.0
40.0	852.0
41.0	443.0
42.0	1238.0
43.0	229.0
44.0	658.0
45.0	2357.0
46.0	344.0
47.0	692.0
48.0	402.0
49.0	247.0
50.0	316.0
51.0	517.0
52.0	236.0
53.0	355.0
54.0	255.0
55.0	875.0
56.0	1112.0
57.0	509.0
58.0	1975.0
59.0	83501.0
60.0	277356.0
