#Mapping quality	mapping quality
0.0	61509.0
1.0	1376.0
2.0	1518.0
3.0	4129.0
4.0	2109.0
5.0	2336.0
6.0	1607.0
7.0	436.0
8.0	1274.0
9.0	985.0
10.0	482.0
11.0	511.0
12.0	747.0
13.0	353.0
14.0	344.0
15.0	534.0
16.0	795.0
17.0	1171.0
18.0	433.0
19.0	228.0
20.0	320.0
21.0	363.0
22.0	140.0
23.0	84.0
24.0	130.0
25.0	680.0
26.0	458.0
27.0	858.0
28.0	159.0
29.0	529.0
30.0	347.0
31.0	241.0
32.0	99.0
33.0	121.0
34.0	117.0
35.0	114.0
37.0	122.0
38.0	61.0
39.0	120.0
40.0	419.0
41.0	705.0
42.0	578.0
43.0	715.0
44.0	597.0
45.0	2089.0
46.0	79.0
47.0	248.0
48.0	299.0
49.0	5.0
50.0	306.0
51.0	303.0
52.0	314.0
53.0	272.0
54.0	619.0
55.0	607.0
56.0	684.0
57.0	570.0
58.0	1613.0
59.0	59736.0
60.0	197840.0
