#Coverage	Number of genomic locations
0.0	3.209210554E9
1.0	43815.0
2.0	24394.0
3.0	2404.0
4.0	8131.0
5.0	1149.0
6.0	3776.0
7.0	1068.0
8.0	2947.0
9.0	664.0
10.0	1586.0
11.0	902.0
12.0	1531.0
13.0	630.0
14.0	1891.0
15.0	352.0
16.0	1488.0
17.0	773.0
18.0	1096.0
19.0	567.0
20.0	1006.0
21.0	185.0
22.0	463.0
23.0	338.0
24.0	767.0
25.0	312.0
26.0	1647.0
27.0	314.0
28.0	1174.0
29.0	541.0
30.0	1450.0
31.0	333.0
32.0	520.0
33.0	465.0
34.0	737.0
35.0	371.0
36.0	623.0
37.0	246.0
38.0	1201.0
39.0	794.0
40.0	674.0
41.0	1090.0
42.0	611.0
43.0	234.0
44.0	744.0
45.0	727.0
46.0	323.0
47.0	905.0
48.0	769.0
49.0	440.0
50.0	979.0
51.0	542.0
52.0	1220.0
53.0	566.0
54.0	741.0
55.0	889.0
56.0	917.0
57.0	712.0
58.0	663.0
59.0	686.0
60.0	1695.0
61.0	739.0
62.0	839.0
63.0	560.0
64.0	820.0
65.0	340.0
66.0	543.0
67.0	515.0
68.0	914.0
69.0	286.0
70.0	448.0
71.0	621.0
72.0	590.0
73.0	539.0
74.0	176.0
75.0	343.0
76.0	814.0
77.0	449.0
78.0	790.0
79.0	433.0
80.0	791.0
81.0	604.0
82.0	1191.0
83.0	606.0
84.0	1031.0
85.0	274.0
86.0	343.0
87.0	277.0
88.0	1031.0
89.0	679.0
90.0	704.0
91.0	588.0
92.0	453.0
93.0	429.0
94.0	1190.0
95.0	556.0
96.0	808.0
97.0	247.0
98.0	580.0
99.0	717.0
100.0	649.0
101.0	434.0
102.0	864.0
103.0	530.0
104.0	605.0
105.0	484.0
106.0	356.0
107.0	522.0
108.0	275.0
109.0	369.0
110.0	628.0
111.0	549.0
112.0	683.0
113.0	437.0
114.0	440.0
115.0	176.0
116.0	222.0
117.0	450.0
118.0	245.0
119.0	475.0
120.0	593.0
121.0	389.0
122.0	672.0
123.0	413.0
124.0	717.0
125.0	595.0
126.0	285.0
127.0	263.0
128.0	553.0
129.0	271.0
130.0	449.0
131.0	608.0
132.0	388.0
133.0	394.0
134.0	559.0
135.0	368.0
136.0	409.0
137.0	43.0
138.0	328.0
139.0	371.0
140.0	197.0
141.0	145.0
142.0	484.0
143.0	372.0
144.0	454.0
145.0	317.0
146.0	617.0
147.0	471.0
148.0	276.0
149.0	225.0
150.0	431.0
151.0	272.0
152.0	779.0
153.0	525.0
154.0	487.0
155.0	530.0
156.0	285.0
157.0	437.0
158.0	407.0
159.0	404.0
160.0	688.0
161.0	73.0
162.0	148.0
163.0	382.0
164.0	467.0
165.0	460.0
166.0	429.0
167.0	225.0
168.0	495.0
169.0	108.0
170.0	34.0
171.0	216.0
172.0	600.0
173.0	169.0
174.0	239.0
175.0	370.0
176.0	528.0
177.0	259.0
178.0	361.0
179.0	370.0
180.0	179.0
181.0	80.0
182.0	403.0
183.0	286.0
184.0	200.0
185.0	243.0
186.0	393.0
187.0	355.0
188.0	345.0
189.0	194.0
190.0	387.0
191.0	213.0
192.0	739.0
193.0	109.0
194.0	76.0
195.0	388.0
196.0	450.0
197.0	85.0
198.0	90.0
199.0	138.0
