#GC Content (%)	Sample	HUMAN (hg19)
1.0	4.339157205495976E-5	0.0
2.0	2.8204521835723846E-5	3.0E-6
3.0	4.1221993452211775E-5	3.0E-6
4.0	3.905241484946379E-5	1.0E-5
5.0	6.942651528793562E-5	8.0E-6
6.0	6.508735808243964E-5	1.2000000000000002E-5
7.0	7.810482969892757E-5	6.999999999999999E-6
8.0	4.339157205495976E-5	9.999999999999999E-6
9.0	4.1221993452211775E-5	1.6E-5
10.0	2.169578602747988E-5	1.5000000000000002E-5
11.0	1.7356628821983905E-5	1.9999999999999998E-5
12.0	1.084789301373994E-5	1.6E-5
13.0	6.5087358082439645E-6	1.6E-5
14.0	1.084789301373994E-5	2.4999999999999998E-5
15.0	4.339157205495976E-6	2.2000000000000003E-5
16.0	1.5187050219235917E-5	2.6999999999999996E-5
17.0	8.678314410991953E-6	3.3E-5
18.0	4.339157205495976E-6	3.7000000000000005E-5
19.0	6.5087358082439645E-6	4.7000000000000004E-5
20.0	2.169578602747988E-6	5.4999999999999995E-5
21.0	2.169578602747988E-6	6.400000000000001E-5
22.0	8.678314410991953E-6	9.3E-5
23.0	2.386536463022787E-5	1.66E-4
24.0	4.339157205495976E-5	3.03E-4
25.0	2.2346659608304278E-4	7.059999999999999E-4
26.0	0.0010761109869630021	0.0016020000000000001
27.0	0.002026386414966621	0.0033690000000000005
28.0	0.003351998941245642	0.006167999999999999
29.0	0.0015056875503071036	0.010352
30.0	0.006246216797311457	0.015647
31.0	0.01102145930195978	0.022148
32.0	0.011416322607659915	0.028808
33.0	0.019183414005497713	0.035106000000000005
34.0	0.022561447889976327	0.041161
35.0	0.025880903152180754	0.047408
36.0	0.03064963692102083	0.052698999999999996
37.0	0.03897864917697036	0.057517000000000006
38.0	0.03325963998012666	0.061487999999999994
39.0	0.0405537632425654	0.063321
40.0	0.05074644351827545	0.060248
41.0	0.044422121891265064	0.055508
42.0	0.04114388862251284	0.051446000000000006
43.0	0.04203124627103678	0.048194
44.0	0.02428626287916098	0.044423
45.0	0.012025974195032098	0.040655000000000004
46.0	0.013156324647063802	0.03652
47.0	0.014438545601287862	0.032315
48.0	0.013837572328326667	0.028137999999999996
49.0	0.023726511599651997	0.02458
50.0	0.024143070691379612	0.020810000000000002
51.0	0.02501741086828705	0.017532
52.0	0.03679171394540039	0.014506999999999997
53.0	0.029156966842330215	0.012007
54.0	0.016916204365626065	0.010018
55.0	0.021149052219587388	0.008414999999999999
56.0	0.021415910387725397	0.007258
57.0	0.030276469401348177	0.006174999999999999
58.0	0.03920645493025889	0.005363000000000001
59.0	0.024932797302779884	0.0046159999999999994
60.0	0.03181253105209375	0.003946
61.0	0.03125928850839301	0.0034579999999999993
62.0	0.026349532130374317	0.002915
63.0	0.01642587960140502	0.0024610000000000005
64.0	0.019474137538265938	0.0019950000000000002
65.0	0.012245101633909647	0.0016779999999999998
66.0	0.013811537385093694	0.0013500000000000003
67.0	0.011459714179714874	0.001069
68.0	0.012904653529145032	8.119999999999999E-4
69.0	0.0095982157385571	6.4E-4
70.0	0.006181129439229018	5.05E-4
71.0	0.005285093476294099	4.0299999999999993E-4
72.0	0.001451448085238404	3.2E-4
73.0	6.877564170711122E-4	2.79E-4
74.0	1.4319218778136722E-4	2.0700000000000002E-4
75.0	4.773072926045574E-5	2.0099999999999998E-4
76.0	2.8204521835723846E-5	1.54E-4
77.0	1.9526207424731893E-5	1.12E-4
78.0	4.339157205495976E-6	7.699999999999999E-5
79.0	1.084789301373994E-5	6.3E-5
80.0	6.5087358082439645E-6	3.7E-5
81.0	4.339157205495976E-6	2.8000000000000003E-5
82.0	2.169578602747988E-6	1.6E-5
83.0	2.169578602747988E-6	9.0E-6
84.0	2.169578602747988E-6	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	2.169578602747988E-6	0.0
90.0	0.0	0.0
91.0	2.169578602747988E-6	0.0
92.0	0.0	0.0
93.0	8.678314410991953E-6	0.0
94.0	2.169578602747988E-6	0.0
95.0	1.9526207424731893E-5	0.0
96.0	3.254367904121982E-5	0.0
97.0	1.4102260917861923E-4	0.0
98.0	3.3628468342593814E-4	0.0
99.0	4.7730729260455745E-4	0.0
100.0	0.002369179834200803	0.0
