#Mapping quality	mapping quality
0.0	62579.0
1.0	2160.0
2.0	1775.0
3.0	5179.0
4.0	877.0
5.0	2392.0
6.0	1540.0
7.0	843.0
8.0	789.0
9.0	1208.0
10.0	621.0
11.0	655.0
12.0	703.0
13.0	575.0
14.0	506.0
15.0	286.0
16.0	753.0
17.0	987.0
18.0	604.0
19.0	433.0
20.0	347.0
21.0	203.0
22.0	191.0
23.0	90.0
24.0	85.0
25.0	658.0
26.0	525.0
27.0	3.0
28.0	174.0
29.0	51.0
30.0	151.0
31.0	140.0
32.0	2.0
33.0	489.0
34.0	184.0
35.0	533.0
36.0	450.0
37.0	172.0
38.0	30.0
39.0	62.0
40.0	833.0
41.0	430.0
42.0	699.0
43.0	538.0
44.0	274.0
45.0	1906.0
46.0	478.0
47.0	198.0
48.0	292.0
49.0	207.0
50.0	470.0
51.0	223.0
52.0	345.0
53.0	333.0
54.0	484.0
55.0	492.0
56.0	1084.0
57.0	798.0
58.0	1699.0
59.0	79164.0
60.0	183219.0
