Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0096---TSP200X.BS_146_R2	NS.2150.TSP0096---TSP200X.BS_146_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1329897.0	0.0	251.0	47.0	6.381321260217897	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0097---TSP200X.BS_147_R1	NS.2150.TSP0097---TSP200X.BS_147_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	959997.0	0.0	251.0	48.0	7.370960534251669	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0097---TSP200X.BS_147_R2	NS.2150.TSP0097---TSP200X.BS_147_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	959997.0	0.0	251.0	48.0	7.911274722733509	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0098---TSP200X.BS_148_R1	NS.2150.TSP0098---TSP200X.BS_148_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2553002.0	0.0	251.0	48.0	5.020377194302697	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0098---TSP200X.BS_148_R2	NS.2150.TSP0098---TSP200X.BS_148_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2553002.0	0.0	251.0	48.0	6.592427255139685	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0099---TSP200X.BS_149_R1	NS.2150.TSP0099---TSP200X.BS_149_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1966043.0	0.0	251.0	46.0	5.206328386890705	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0099---TSP200X.BS_149_R2	NS.2150.TSP0099---TSP200X.BS_149_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1966043.0	0.0	251.0	46.0	6.573995452901073	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0100---TSP200X.BS_150_R1	NS.2150.TSP0100---TSP200X.BS_150_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2819035.0	0.0	251.0	48.0	5.161793210609588	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0100---TSP200X.BS_150_R2	NS.2150.TSP0100---TSP200X.BS_150_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2819035.0	0.0	251.0	48.0	5.9992604000841405	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0101---TSP200X.BS_151_R1	NS.2150.TSP0101---TSP200X.BS_151_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2531349.0	0.0	251.0	47.0	5.236215254862986	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0101---TSP200X.BS_151_R2	NS.2150.TSP0101---TSP200X.BS_151_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2531349.0	0.0	251.0	47.0	6.083654190468292	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0102---TSP200X.BS_152_R1	NS.2150.TSP0102---TSP200X.BS_152_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1555396.0	0.0	251.0	48.0	6.218930741753226	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0102---TSP200X.BS_152_R2	NS.2150.TSP0102---TSP200X.BS_152_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1555396.0	0.0	251.0	48.0	7.321963088606556	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0103---TSP200X.BS_153_R1	NS.2150.TSP0103---TSP200X.BS_153_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	814428.0	0.0	251.0	48.0	7.688954701950326	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0103---TSP200X.BS_153_R2	NS.2150.TSP0103---TSP200X.BS_153_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	814428.0	0.0	251.0	48.0	8.798076686950841	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0104---TSP200X.BS_154_R1	NS.2150.TSP0104---TSP200X.BS_154_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	918156.0	0.0	251.0	47.0	7.317601801872449	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0104---TSP200X.BS_154_R2	NS.2150.TSP0104---TSP200X.BS_154_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	918156.0	0.0	251.0	47.0	7.274036220424415	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0105---TSP200X.BS_155_R1	NS.2150.TSP0105---TSP200X.BS_155_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1454852.0	0.0	251.0	47.0	6.137119102149223	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0105---TSP200X.BS_155_R2	NS.2150.TSP0105---TSP200X.BS_155_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1454852.0	0.0	251.0	47.0	6.885445470258629	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0106---TSP200X.BS_156_R1	NS.2150.TSP0106---TSP200X.BS_156_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1486321.0	0.0	251.0	48.0	6.238625438246516	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0106---TSP200X.BS_156_R2	NS.2150.TSP0106---TSP200X.BS_156_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1486321.0	0.0	251.0	48.0	6.99450110050804	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0107---TSP200X.BS_157_R1	NS.2150.TSP0107---TSP200X.BS_157_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1703447.0	0.0	251.0	47.0	6.278569730218718	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0107---TSP200X.BS_157_R2	NS.2150.TSP0107---TSP200X.BS_157_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1703447.0	0.0	251.0	47.0	6.464664641244989	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0108---TSP200X.BS_158_R1	NS.2150.TSP0108---TSP200X.BS_158_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3146468.0	0.0	251.0	48.0	4.798603839644329	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0108---TSP200X.BS_158_R2	NS.2150.TSP0108---TSP200X.BS_158_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3146468.0	0.0	251.0	48.0	6.506087447005561	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0109---TSP200X.BS_159_R1	NS.2150.TSP0109---TSP200X.BS_159_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746320.0	0.0	251.0	48.0	7.695626540893986	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0109---TSP200X.BS_159_R2	NS.2150.TSP0109---TSP200X.BS_159_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	746320.0	0.0	251.0	48.0	8.272322864186945	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0110---TSP200X.BS_160_R1	NS.2150.TSP0110---TSP200X.BS_160_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2667713.0	0.0	251.0	48.0	5.611967620711665	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0110---TSP200X.BS_160_R2	NS.2150.TSP0110---TSP200X.BS_160_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2667713.0	0.0	251.0	48.0	5.9175320934686235	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0111---TSP200X.BS_161_R1	NS.2150.TSP0111---TSP200X.BS_161_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1499340.0	0.0	251.0	47.0	6.476382941827738	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0111---TSP200X.BS_161_R2	NS.2150.TSP0111---TSP200X.BS_161_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1499340.0	0.0	251.0	48.0	6.67397365235996	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0112---TSP200X.BS_162_R1	NS.2150.TSP0112---TSP200X.BS_162_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2766108.0	0.0	251.0	47.0	5.007343129292388	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0112---TSP200X.BS_162_R2	NS.2150.TSP0112---TSP200X.BS_162_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2766108.0	0.0	251.0	47.0	5.802633612717954	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0113---TSP200X.BS_163_R1	NS.2150.TSP0113---TSP200X.BS_163_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44380.0	0.0	251.0	50.0	12.965299684542586	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0113---TSP200X.BS_163_R2	NS.2150.TSP0113---TSP200X.BS_163_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44380.0	0.0	251.0	50.0	12.381703470031544	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0114---TSP200X.BS_164_R1	NS.2150.TSP0114---TSP200X.BS_164_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1511616.0	0.0	251.0	48.0	6.21222585630213	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0114---TSP200X.BS_164_R2	NS.2150.TSP0114---TSP200X.BS_164_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1511616.0	0.0	251.0	48.0	7.288196551552427	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0115---TSP200X.BS_165_R1	NS.2150.TSP0115---TSP200X.BS_165_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21520.0	0.0	251.0	49.0	16.984200743494423	251.0	251	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0115---TSP200X.BS_165_R2	NS.2150.TSP0115---TSP200X.BS_165_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21520.0	0.0	251.0	49.0	15.21375464684015	251.0	251	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0116---TSP200X.BS_166_R1	NS.2150.TSP0116---TSP200X.BS_166_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	805436.0	0.0	251.0	47.0	7.37848817286538	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0116---TSP200X.BS_166_R2	NS.2150.TSP0116---TSP200X.BS_166_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	805436.0	0.0	251.0	48.0	8.411469067685081	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0117---TSP200X.BS_167_R1	NS.2150.TSP0117---TSP200X.BS_167_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	803122.0	0.0	251.0	47.0	7.730456891979051	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0117---TSP200X.BS_167_R2	NS.2150.TSP0117---TSP200X.BS_167_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	803122.0	0.0	251.0	48.0	8.204731037127608	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0118---TSP200X.BS_168_R1	NS.2150.TSP0118---TSP200X.BS_168_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2288114.0	0.0	251.0	47.0	5.416338547770226	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0118---TSP200X.BS_168_R2	NS.2150.TSP0118---TSP200X.BS_168_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2288114.0	0.0	251.0	47.0	6.797862264101487	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0119---TSP200X.BS_169_R1	NS.2150.TSP0119---TSP200X.BS_169_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2082996.0	0.0	251.0	47.0	5.6139196109388925	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0119---TSP200X.BS_169_R2	NS.2150.TSP0119---TSP200X.BS_169_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2082996.0	0.0	251.0	48.0	6.2153483696868195	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0120---TSP200X.BS_170_R1	NS.2150.TSP0120---TSP200X.BS_170_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859238.0	0.0	251.0	47.0	7.092912557405515	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0120---TSP200X.BS_170_R2	NS.2150.TSP0120---TSP200X.BS_170_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859238.0	0.0	251.0	47.0	8.01768543756212	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0121---TSP200X.BS_171_R1	NS.2150.TSP0121---TSP200X.BS_171_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2093464.0	0.0	251.0	48.0	5.715331337335149	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0121---TSP200X.BS_171_R2	NS.2150.TSP0121---TSP200X.BS_171_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2093464.0	0.0	251.0	48.0	6.604299733995032	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0122---TSP200X.BS_172_R1	NS.2150.TSP0122---TSP200X.BS_172_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1390215.0	0.0	251.0	47.0	6.470150300493089	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
NS.2150.TSP0122---TSP200X.BS_172_R2	NS.2150.TSP0122---TSP200X.BS_172_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1390215.0	0.0	251.0	47.0	7.07789802296767	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0123---TSP200X.BS_173_R1	NS.2150.TSP0123---TSP200X.BS_173_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1671837.0	0.0	251.0	47.0	6.237710871653293	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0123---TSP200X.BS_173_R2	NS.2150.TSP0123---TSP200X.BS_173_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1671837.0	0.0	251.0	47.0	7.180857041750455	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0124---TSP200X.BS_174_R1	NS.2150.TSP0124---TSP200X.BS_174_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1226140.0	0.0	251.0	48.0	6.499176276771005	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0124---TSP200X.BS_174_R2	NS.2150.TSP0124---TSP200X.BS_174_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1226140.0	0.0	251.0	48.0	7.2984324791622495	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0125---TSP200X.BS_175_R1	NS.2150.TSP0125---TSP200X.BS_175_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	309343.0	0.0	251.0	49.0	8.839055676061847	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0125---TSP200X.BS_175_R2	NS.2150.TSP0125---TSP200X.BS_175_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	309343.0	0.0	251.0	49.0	8.957370944226959	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0126---TSP200X.BS_176_R1	NS.2150.TSP0126---TSP200X.BS_176_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1662192.0	0.0	251.0	47.0	5.805225870416895	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0126---TSP200X.BS_176_R2	NS.2150.TSP0126---TSP200X.BS_176_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1662192.0	0.0	251.0	47.0	6.672388641833289	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0127---TSP200X.BS_177_R1	NS.2150.TSP0127---TSP200X.BS_177_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521510.0	0.0	251.0	48.0	5.404367116420393	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0127---TSP200X.BS_177_R2	NS.2150.TSP0127---TSP200X.BS_177_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521510.0	0.0	251.0	48.0	6.402657620586321	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0128---TSP200X.BS_178_R1	NS.2150.TSP0128---TSP200X.BS_178_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	784713.0	0.0	251.0	48.0	7.6180718300831005	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0128---TSP200X.BS_178_R2	NS.2150.TSP0128---TSP200X.BS_178_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	784713.0	0.0	251.0	48.0	7.6434314201497875	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0129---TSP200X.BS_179_R1	NS.2150.TSP0129---TSP200X.BS_179_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1398997.0	0.0	251.0	48.0	6.067418300396641	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0129---TSP200X.BS_179_R2	NS.2150.TSP0129---TSP200X.BS_179_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1398997.0	0.0	251.0	48.0	7.659167405784341	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0130---TSP200X.BS_180_R1	NS.2150.TSP0130---TSP200X.BS_180_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2120205.0	0.0	251.0	48.0	5.6298074516300405	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0130---TSP200X.BS_180_R2	NS.2150.TSP0130---TSP200X.BS_180_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2120205.0	0.0	251.0	48.0	6.276903022225025	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0131---TSP200X.BS_181_R1	NS.2150.TSP0131---TSP200X.BS_181_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1531930.0	0.0	251.0	47.0	6.397224416259228	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0131---TSP200X.BS_181_R2	NS.2150.TSP0131---TSP200X.BS_181_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1531930.0	0.0	251.0	48.0	6.831729085245569	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0132---TSP200X.BS_182_R1	NS.2150.TSP0132---TSP200X.BS_182_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266203.0	0.0	251.0	48.0	7.961968873378587	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
NS.2150.TSP0132---TSP200X.BS_182_R2	NS.2150.TSP0132---TSP200X.BS_182_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	266203.0	0.0	251.0	48.0	8.082929193134563	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0133---TSP200X.BS_183_R1	NS.2150.TSP0133---TSP200X.BS_183_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	419965.0	0.0	251.0	46.0	8.553569940352173	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0133---TSP200X.BS_183_R2	NS.2150.TSP0133---TSP200X.BS_183_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	419965.0	0.0	251.0	47.0	9.000750062505208	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0134---TSP200X.BS_184_R1	NS.2150.TSP0134---TSP200X.BS_184_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	306770.0	0.0	251.0	46.0	9.083352348665123	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0134---TSP200X.BS_184_R2	NS.2150.TSP0134---TSP200X.BS_184_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	306770.0	0.0	251.0	47.0	9.42497636665906	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0135---TSP200X.BS_185_R1	NS.2150.TSP0135---TSP200X.BS_185_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2047954.0	0.0	251.0	48.0	5.726007623753522	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0135---TSP200X.BS_185_R2	NS.2150.TSP0135---TSP200X.BS_185_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2047954.0	0.0	251.0	48.0	6.4196594814113235	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0136---TSP200X.BS_186_R1	NS.2150.TSP0136---TSP200X.BS_186_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711864.0	0.0	251.0	47.0	8.101687962869313	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0136---TSP200X.BS_186_R2	NS.2150.TSP0136---TSP200X.BS_186_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	711864.0	0.0	251.0	48.0	8.14607846442579	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0137---TSP200X.BS_187_R1	NS.2150.TSP0137---TSP200X.BS_187_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2926358.0	0.0	251.0	47.0	4.6030830650915835	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0137---TSP200X.BS_187_R2	NS.2150.TSP0137---TSP200X.BS_187_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2926358.0	0.0	251.0	47.0	6.314030598073749	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0138---TSP200X.BS_188_R1	NS.2150.TSP0138---TSP200X.BS_188_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1406105.0	0.0	251.0	48.0	6.544176999583957	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0138---TSP200X.BS_188_R2	NS.2150.TSP0138---TSP200X.BS_188_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1406105.0	0.0	251.0	48.0	6.986747077920924	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0139---TSP200X.BS_189_R1	NS.2150.TSP0139---TSP200X.BS_189_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2581744.0	0.0	251.0	47.0	5.345182033897317	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0139---TSP200X.BS_189_R2	NS.2150.TSP0139---TSP200X.BS_189_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2581744.0	0.0	251.0	47.0	6.004528610397944	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0140---TSP200X.BS_190_R1	NS.2150.TSP0140---TSP200X.BS_190_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3666625.0	0.0	251.0	48.0	4.7332434721037275	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0140---TSP200X.BS_190_R2	NS.2150.TSP0140---TSP200X.BS_190_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3666625.0	0.0	251.0	48.0	5.666968427955813	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0141---TSP200X.BS_191_R1	NS.2150.TSP0141---TSP200X.BS_191_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1946522.0	0.0	251.0	48.0	5.808795215750082	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0141---TSP200X.BS_191_R2	NS.2150.TSP0141---TSP200X.BS_191_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1946522.0	0.0	251.0	48.0	6.878241146383606	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0142---TSP200X.BS_192_R1	NS.2150.TSP0142---TSP200X.BS_192_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4866345.0	0.0	251.0	48.0	4.208418536785065	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0142---TSP200X.BS_192_R2	NS.2150.TSP0142---TSP200X.BS_192_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4866345.0	0.0	251.0	48.0	5.354526693806813	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0143---TSP200X.BS_193_R1	NS.2150.TSP0143---TSP200X.BS_193_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1335256.0	0.0	251.0	48.0	6.388437872587728	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
