Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
NS.2150.TSP0192---TSP200X.BS_290_R2	NS.2150.TSP0192---TSP200X.BS_290_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1959273.0	0.0	251.0	47.0	6.421356755071879	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0193---TSP200X.BS_291_R1	NS.2150.TSP0193---TSP200X.BS_291_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2432634.0	0.0	251.0	48.0	5.088949461493502	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0193---TSP200X.BS_291_R2	NS.2150.TSP0193---TSP200X.BS_291_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2432634.0	0.0	251.0	48.0	6.618481181084864	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0194---TSP200X.BS_292_R1	NS.2150.TSP0194---TSP200X.BS_292_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2860230.0	0.0	251.0	48.0	5.392062776489042	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0194---TSP200X.BS_292_R2	NS.2150.TSP0194---TSP200X.BS_292_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2860230.0	0.0	251.0	48.0	7.425496483576674	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0195---TSP200X.BS_293_R1	NS.2150.TSP0195---TSP200X.BS_293_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	529080.0	0.0	251.0	48.0	5.880774174037953	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0195---TSP200X.BS_293_R2	NS.2150.TSP0195---TSP200X.BS_293_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	529080.0	0.0	251.0	49.0	6.7464277613971415	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0196---TSP200X.BS_294_R1	NS.2150.TSP0196---TSP200X.BS_294_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3485533.0	0.0	251.0	47.0	4.892188954520677	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0196---TSP200X.BS_294_R2	NS.2150.TSP0196---TSP200X.BS_294_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3485533.0	0.0	251.0	47.0	5.931967785544601	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0197---TSP200X.BS_295_R1	NS.2150.TSP0197---TSP200X.BS_295_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	206611.0	0.0	251.0	49.0	10.427808780752235	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0197---TSP200X.BS_295_R2	NS.2150.TSP0197---TSP200X.BS_295_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	206611.0	0.0	251.0	49.0	11.860936736185392	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0198---TSP200X.BS_296_R1	NS.2150.TSP0198---TSP200X.BS_296_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1375809.0	0.0	251.0	47.0	6.317083257923156	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0198---TSP200X.BS_296_R2	NS.2150.TSP0198---TSP200X.BS_296_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1375809.0	0.0	251.0	47.0	6.688283039288157	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0199---TSP200X.BS_297_R1	NS.2150.TSP0199---TSP200X.BS_297_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1264722.0	0.0	251.0	47.0	6.609832042140486	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0199---TSP200X.BS_297_R2	NS.2150.TSP0199---TSP200X.BS_297_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1264722.0	0.0	251.0	47.0	7.056333328589208	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0200---TSP200X.BS_298_R1	NS.2150.TSP0200---TSP200X.BS_298_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3741898.0	0.0	251.0	47.0	4.66074005197034	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0200---TSP200X.BS_298_R2	NS.2150.TSP0200---TSP200X.BS_298_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3741898.0	0.0	251.0	47.0	5.626443398980458	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0201---TSP200X.BS_299_R1	NS.2150.TSP0201---TSP200X.BS_299_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3232146.0	0.0	251.0	48.0	4.913629552412031	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0201---TSP200X.BS_299_R2	NS.2150.TSP0201---TSP200X.BS_299_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3232146.0	0.0	251.0	48.0	5.180472757130506	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0202---TSP200X.BS_300_R1	NS.2150.TSP0202---TSP200X.BS_300_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1432632.0	0.0	251.0	48.0	6.440732860916132	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0202---TSP200X.BS_300_R2	NS.2150.TSP0202---TSP200X.BS_300_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1432632.0	0.0	251.0	48.0	6.6744286041356045	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0203---TSP200X.BS_301_R1	NS.2150.TSP0203---TSP200X.BS_301_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	619898.0	0.0	251.0	45.0	7.631094147746888	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0203---TSP200X.BS_301_R2	NS.2150.TSP0203---TSP200X.BS_301_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	619898.0	0.0	251.0	46.0	7.876134460830652	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0204---TSP200X.BS_302_R1	NS.2150.TSP0204---TSP200X.BS_302_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	737047.0	0.0	251.0	47.0	5.687832661960499	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0204---TSP200X.BS_302_R2	NS.2150.TSP0204---TSP200X.BS_302_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	737047.0	0.0	251.0	47.0	6.228775098467262	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0205---TSP200X.BS_303_R1	NS.2150.TSP0205---TSP200X.BS_303_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1055479.0	0.0	251.0	47.0	7.267600776519475	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0205---TSP200X.BS_303_R2	NS.2150.TSP0205---TSP200X.BS_303_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1055479.0	0.0	251.0	47.0	7.931091002284271	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0206---TSP200X.BS_304_R1	NS.2150.TSP0206---TSP200X.BS_304_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21968.0	0.0	251.0	49.0	15.72286962855062	251.0	251	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0206---TSP200X.BS_304_R2	NS.2150.TSP0206---TSP200X.BS_304_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21968.0	0.0	251.0	49.0	15.522578295702841	251.0	251	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0207---TSP200X.BS_305_R1	NS.2150.TSP0207---TSP200X.BS_305_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28289.0	0.0	251.0	50.0	15.599703064795504	251.0	251	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0207---TSP200X.BS_305_R2	NS.2150.TSP0207---TSP200X.BS_305_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28289.0	0.0	251.0	50.0	14.79373608116229	251.0	251	pass	pass	warn	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0208---TSP200X.BS_306_R1	NS.2150.TSP0208---TSP200X.BS_306_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1590644.0	0.0	251.0	47.0	6.290166403825746	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0208---TSP200X.BS_306_R2	NS.2150.TSP0208---TSP200X.BS_306_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1590644.0	0.0	251.0	47.0	7.529199069733665	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0209---TSP200X.BS_307_R1	NS.2150.TSP0209---TSP200X.BS_307_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2211948.0	0.0	251.0	47.0	5.445662502463396	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0209---TSP200X.BS_307_R2	NS.2150.TSP0209---TSP200X.BS_307_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2211948.0	0.0	251.0	47.0	5.82277491722153	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0210---TSP200X.BS_308_R1	NS.2150.TSP0210---TSP200X.BS_308_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1685016.0	0.0	251.0	47.0	5.807838026463844	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	warn	fail
NS.2150.TSP0210---TSP200X.BS_308_R2	NS.2150.TSP0210---TSP200X.BS_308_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1685016.0	0.0	251.0	47.0	6.3214009905838795	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0211---TSP200X.BS_309_R1	NS.2150.TSP0211---TSP200X.BS_309_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1884319.0	0.0	251.0	47.0	5.77786698250074	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0211---TSP200X.BS_309_R2	NS.2150.TSP0211---TSP200X.BS_309_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1884319.0	0.0	251.0	47.0	6.651651851339506	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0212---TSP200X.BS_310_R1	NS.2150.TSP0212---TSP200X.BS_310_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1194453.0	0.0	251.0	47.0	6.597245768565192	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0212---TSP200X.BS_310_R2	NS.2150.TSP0212---TSP200X.BS_310_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1194453.0	0.0	251.0	48.0	6.876704231978989	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0213---TSP200X.BS_311_R1	NS.2150.TSP0213---TSP200X.BS_311_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3100734.0	0.0	251.0	47.0	4.959319012570965	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0213---TSP200X.BS_311_R2	NS.2150.TSP0213---TSP200X.BS_311_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3100734.0	0.0	251.0	47.0	5.3745580278857	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0214---TSP200X.BS_312_R1	NS.2150.TSP0214---TSP200X.BS_312_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1454586.0	0.0	251.0	47.0	6.419696050972579	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0214---TSP200X.BS_312_R2	NS.2150.TSP0214---TSP200X.BS_312_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1454586.0	0.0	251.0	47.0	6.364903828305786	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0215---TSP200X.BS_313_R1	NS.2150.TSP0215---TSP200X.BS_313_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2249071.0	0.0	251.0	47.0	5.43511102167541	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0215---TSP200X.BS_313_R2	NS.2150.TSP0215---TSP200X.BS_313_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2249071.0	0.0	251.0	48.0	5.876702039245959	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0216---TSP200X.BS_314_R1	NS.2150.TSP0216---TSP200X.BS_314_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9360.0	0.0	251.0	49.0	19.700854700854702	251.0	251	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0216---TSP200X.BS_314_R2	NS.2150.TSP0216---TSP200X.BS_314_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9360.0	0.0	251.0	49.0	19.9465811965812	251.0	251	pass	pass	fail	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0217---TSP200X.BS_315_R1	NS.2150.TSP0217---TSP200X.BS_315_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1080650.0	0.0	251.0	47.0	7.030028223754221	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0217---TSP200X.BS_315_R2	NS.2150.TSP0217---TSP200X.BS_315_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1080650.0	0.0	251.0	47.0	7.510757414519039	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0218---TSP200X.BS_316_R1	NS.2150.TSP0218---TSP200X.BS_316_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	192648.0	0.0	251.0	48.0	7.080789834309206	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
NS.2150.TSP0218---TSP200X.BS_316_R2	NS.2150.TSP0218---TSP200X.BS_316_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	192648.0	0.0	251.0	49.0	7.479444375233586	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
NS.2150.TSP0219---TSP200X.BS_317_R1	NS.2150.TSP0219---TSP200X.BS_317_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5163955.0	0.0	251.0	48.0	4.411782921458259	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0219---TSP200X.BS_317_R2	NS.2150.TSP0219---TSP200X.BS_317_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5163955.0	0.0	251.0	48.0	5.227151063456362	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0220---TSP200X.BS_318_R1	NS.2150.TSP0220---TSP200X.BS_318_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	397232.0	0.0	251.0	48.0	9.364804446771661	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0220---TSP200X.BS_318_R2	NS.2150.TSP0220---TSP200X.BS_318_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	397232.0	0.0	251.0	48.0	10.204867684375882	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0221---TSP200X.BS_319_R1	NS.2150.TSP0221---TSP200X.BS_319_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496366.0	0.0	251.0	47.0	7.161852342827671	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0221---TSP200X.BS_319_R2	NS.2150.TSP0221---TSP200X.BS_319_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	496366.0	0.0	251.0	47.0	7.560953006450885	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0222---TSP200X.BS_320_R1	NS.2150.TSP0222---TSP200X.BS_320_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	924030.0	0.0	251.0	48.0	6.62792333582243	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0222---TSP200X.BS_320_R2	NS.2150.TSP0222---TSP200X.BS_320_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	924030.0	0.0	251.0	48.0	7.356254667056264	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0223---TSP200X.BS_321_R1	NS.2150.TSP0223---TSP200X.BS_321_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1580377.0	0.0	251.0	47.0	5.8649296971545395	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0223---TSP200X.BS_321_R2	NS.2150.TSP0223---TSP200X.BS_321_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1580377.0	0.0	251.0	47.0	6.956230697027291	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0224---TSP200X.BS_322_R1	NS.2150.TSP0224---TSP200X.BS_322_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1966686.0	0.0	251.0	47.0	5.684815119637411	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0224---TSP200X.BS_322_R2	NS.2150.TSP0224---TSP200X.BS_322_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1966686.0	0.0	251.0	47.0	6.333423235035489	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0225---TSP200X.BS_323_R1	NS.2150.TSP0225---TSP200X.BS_323_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40433.0	0.0	251.0	49.0	14.305146786041107	251.0	251	pass	pass	warn	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0225---TSP200X.BS_323_R2	NS.2150.TSP0225---TSP200X.BS_323_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40433.0	0.0	251.0	49.0	13.137783493680905	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0226---TSP200X.BS_324_R1	NS.2150.TSP0226---TSP200X.BS_324_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2055558.0	0.0	251.0	47.0	5.501027594227667	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0226---TSP200X.BS_324_R2	NS.2150.TSP0226---TSP200X.BS_324_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2055558.0	0.0	251.0	47.0	6.693765582338686	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0227---TSP200X.BS_325_R1	NS.2150.TSP0227---TSP200X.BS_325_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2471062.0	0.0	251.0	47.0	5.3713275700142225	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0227---TSP200X.BS_325_R2	NS.2150.TSP0227---TSP200X.BS_325_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2471062.0	0.0	251.0	47.0	6.086583277971903	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0228---TSP200X.BS_326_R1	NS.2150.TSP0228---TSP200X.BS_326_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1359742.0	0.0	251.0	47.0	5.929948475519621	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0228---TSP200X.BS_326_R2	NS.2150.TSP0228---TSP200X.BS_326_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1359742.0	0.0	251.0	47.0	6.9076339482048805	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0229---TSP200X.BS_327_R1	NS.2150.TSP0229---TSP200X.BS_327_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1210157.0	0.0	251.0	47.0	6.606002361677038	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0229---TSP200X.BS_327_R2	NS.2150.TSP0229---TSP200X.BS_327_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1210157.0	0.0	251.0	47.0	7.204354476320014	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0230---TSP200X.BS_328_R1	NS.2150.TSP0230---TSP200X.BS_328_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3856007.0	0.0	251.0	47.0	4.275121244687746	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0230---TSP200X.BS_328_R2	NS.2150.TSP0230---TSP200X.BS_328_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3856007.0	0.0	251.0	47.0	5.215050843941281	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0231---TSP200X.BS_329_R1	NS.2150.TSP0231---TSP200X.BS_329_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5974312.0	0.0	251.0	48.0	3.4098240727235516	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0231---TSP200X.BS_329_R2	NS.2150.TSP0231---TSP200X.BS_329_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5974312.0	0.0	251.0	48.0	5.899818761255523	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0232---TSP200X.BS_330_R1	NS.2150.TSP0232---TSP200X.BS_330_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1373536.0	0.0	251.0	47.0	6.348941709572956	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0232---TSP200X.BS_330_R2	NS.2150.TSP0232---TSP200X.BS_330_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1373536.0	0.0	251.0	47.0	6.982925820655593	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0233---TSP200X.BS_331_R1	NS.2150.TSP0233---TSP200X.BS_331_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1471383.0	0.0	251.0	48.0	6.447335601947284	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0233---TSP200X.BS_331_R2	NS.2150.TSP0233---TSP200X.BS_331_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1471383.0	0.0	251.0	48.0	6.425519392299625	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0234---TSP200X.BS_332_R1	NS.2150.TSP0234---TSP200X.BS_332_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	784006.0	0.0	251.0	48.0	7.3905046645051184	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0234---TSP200X.BS_332_R2	NS.2150.TSP0234---TSP200X.BS_332_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	784006.0	0.0	251.0	48.0	8.418430471195373	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0235---TSP200X.BS_333_R1	NS.2150.TSP0235---TSP200X.BS_333_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439111.0	0.0	251.0	47.0	6.084798184434696	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0235---TSP200X.BS_333_R2	NS.2150.TSP0235---TSP200X.BS_333_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439111.0	0.0	251.0	47.0	7.3341447106515645	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0236---TSP200X.BS_334_R1	NS.2150.TSP0236---TSP200X.BS_334_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1956151.0	0.0	251.0	47.0	5.503645585795047	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0236---TSP200X.BS_334_R2	NS.2150.TSP0236---TSP200X.BS_334_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1956151.0	0.0	251.0	47.0	6.74102596656153	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0237---TSP200X.BS_335_R1	NS.2150.TSP0237---TSP200X.BS_335_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	301198.0	0.0	251.0	48.0	7.971500474770749	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0237---TSP200X.BS_335_R2	NS.2150.TSP0237---TSP200X.BS_335_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	301198.0	0.0	251.0	48.0	9.309822774387612	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0238---TSP200X.BS_336_R1	NS.2150.TSP0238---TSP200X.BS_336_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	775845.0	0.0	251.0	48.0	7.8466704045266775	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
NS.2150.TSP0238---TSP200X.BS_336_R2	NS.2150.TSP0238---TSP200X.BS_336_R2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	775845.0	0.0	251.0	48.0	7.6753733026571025	251.0	251	pass	pass	pass	pass	pass	fail	pass	pass	fail	fail	fail
NS.2150.TSP0239---TSP200X.BS_337_R1	NS.2150.TSP0239---TSP200X.BS_337_R1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2825168.0	0.0	251.0	48.0	4.801441766967885	251.0	251	pass	pass	pass	pass	warn	fail	pass	pass	fail	fail	fail
