Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
NS.2150.TSP0001---TSP200X.BS_006_R1										1.7912845663910433	0.4175544514348356	4.768977615236561	14.301783503337917	61.87873184284665	5.836722363479491	0.0
NS.2150.TSP0001---TSP200X.BS_006_R2										1.9378691792405978	0.282756111125097	4.668737083732885	13.90013479834031	60.051745169344706	5.241572815134032	1.2636486180309372
NS.2150.TSP0002---TSP200X.BS_008_R1										1.7860340905906706	0.4897583249777964	4.210581460088961	17.3367137216394	61.08151308519724	1.2905497354452231	1.3430586503868727
NS.2150.TSP0002---TSP200X.BS_008_R2										1.8558429264643714	0.4410261533382147	4.58350440356086	16.407269378043477	60.49891997324603	1.4503912584230514	1.581724460991724
NS.2150.TSP0003---TSP200X.BS_014_R1										4.218364956259021	0.3690479692414885	0.9921880419027345	1.6910404261913963	42.10325973642246	35.9378991727269	6.351866546002888
NS.2150.TSP0003---TSP200X.BS_014_R2										4.589246641143096	0.3525118246235108	0.8701967734502455	1.5044489043470721	40.17372154491373	35.805836425797	7.206147572325597
NS.2150.TSP0004---TSP200X.BS_026_R1										1.6524658267772137	0.4766303996045733	9.110554715404577	18.064145036865302	55.73795331375814	1.7299918207869698	1.7033652459942452
NS.2150.TSP0004---TSP200X.BS_026_R2										1.731757118563283	0.38865972708496377	8.321025284948483	18.310256968512974	55.95331964246836	1.7066016252508194	1.801780597023708
NS.2150.TSP0005---TSP200X.BS_027_R1										2.071652197790074	0.47500900984831584	6.569956875311054	13.033389149445803	62.44486830911502	2.5058410785340057	1.593456030714389
NS.2150.TSP0005---TSP200X.BS_027_R2										2.088200898778338	0.3974139896589006	6.22451806505233	12.641368810479372	59.91083314741583	4.690147026014558	1.7209423198091627
NS.2150.TSP0006---TSP200X.BS_028_R1										2.421912477453144	0.3854493702842731	2.8762521013627667	6.620773435918202	70.58596201458626	3.8954918050002565	1.6784018133258953
NS.2150.TSP0006---TSP200X.BS_028_R2										2.534583412496521	0.34566704229331346	2.508187631543189	7.127028983392923	67.18600507788281	5.301937262763028	1.522548995626579
NS.2150.TSP0007---TSP200X.BS_029_R1										35.003408316291754	12.79254714837537	27.83458304930698	3.2094978413996818	0.0	0.0	0.0
NS.2150.TSP0007---TSP200X.BS_029_R2										36.58827539195637	12.377868666212224	26.681436037264255	3.5957736877982276	0.0	0.0	0.0
NS.2150.TSP0008---TSP200X.BS_031_R1										2.9422531344376313	9.936853665232908	67.13370550013728	6.673377871327903	1.14304017571154	0.0	0.0
NS.2150.TSP0008---TSP200X.BS_031_R2										2.9477441200695527	9.74100851102773	66.72462707055917	5.748146792349227	1.3050242518532076	0.0	0.0
NS.2150.TSP0009---TSP200X.BS_033_R1										3.307841233820045	0.35193546291625005	1.6945962698604946	3.7597659510787245	65.66143164942201	11.588189975940654	3.5562055565370327
NS.2150.TSP0009---TSP200X.BS_033_R2										3.48553989557159	0.33999634121202965	1.5297404204443286	3.3628883731250623	63.67607558055186	12.340214003930003	5.087242358918143
NS.2150.TSP0010---TSP200X.BS_034_R1										3.5542290068465774	0.371751475651806	2.13281379925713	1.7017968252707854	61.674600977152714	17.213145750362045	3.8767077318650944
NS.2150.TSP0010---TSP200X.BS_034_R2										4.009748036958692	0.3408110566261878	1.9317937607393376	1.6579552368240151	60.99397278842545	15.538105584792602	4.432668162237535
NS.2150.TSP0011---TSP200X.BS_036_R1										1.9592083228791655	0.7791029448661769	7.0428513913281945	16.396608765163407	56.873347998342894	3.53491886593186	1.8862722673777446
NS.2150.TSP0011---TSP200X.BS_036_R2										1.957749601769137	0.8163003331719015	6.941178529959215	16.310252475449722	55.15891307772649	5.122736794197791	2.207190911583996
NS.2150.TSP0012---TSP200X.BS_038_R1										2.9205655552941416	0.43482750936237985	1.9936064826569824	5.30210029451799	71.12908398149808	5.1326728614057195	1.5806756443017798
NS.2150.TSP0012---TSP200X.BS_038_R2										2.9212643852199025	0.323092369010154	1.8157930904355808	5.136865840960286	69.56541319872316	7.29205733200711	1.698700253985854
NS.2150.TSP0013---TSP200X.BS_040_R1										2.730601004373886	0.4230520006479831	2.099303418111129	6.426534910092338	71.23829580430909	4.538878989146282	1.360359630649603
NS.2150.TSP0013---TSP200X.BS_040_R2										2.900777579782926	0.314514822614612	1.784788595496517	6.30868297424267	69.21440142556293	4.942005507856796	2.4752956423133
NS.2150.TSP0014---TSP200X.BS_042_R1										1.9034151202812561	1.0632457022635207	16.63844570964557	24.853051093004584	41.99278404739275	0.0	0.0
NS.2150.TSP0014---TSP200X.BS_042_R2										1.8076791761633646	0.7979533269970749	16.855754768342084	23.230615201483793	42.636175729669375	1.169131963348128	0.0
NS.2150.TSP0015---TSP200X.BS_043_R1										2.1642961402381706	0.5454730109543356	6.259417941680799	13.47716311520711	60.96779831551699	2.931784578902866	1.9373207933981114
NS.2150.TSP0015---TSP200X.BS_043_R2										2.357496799671228	0.4828835552700321	5.473743132873872	13.440081815046979	60.43259942275989	4.007142283546767	1.9188982366306562
NS.2150.TSP0016---TSP200X.BS_044_R1										3.981473794975545	0.4195283124276192	1.3539145584618102	1.9228218529515406	58.804583689298326	20.53880587262543	2.569757124694595
NS.2150.TSP0016---TSP200X.BS_044_R2										4.081030553228498	0.35097873436134974	1.1478834452830222	1.7538716871393072	58.08201661127581	19.652375827408346	3.7612442377406596
NS.2150.TSP0017---TSP200X.BS_049_R1										2.7463842657111384	3.1183926319078714	7.104424641505733	15.365701786598118	51.3378387933335	8.480695936190644	0.0
