#Mapping quality	mapping quality
0.0	63550.0
1.0	1801.0
2.0	1767.0
3.0	4425.0
4.0	1363.0
5.0	2572.0
6.0	1651.0
7.0	1283.0
8.0	1123.0
9.0	925.0
10.0	485.0
11.0	732.0
12.0	591.0
13.0	731.0
14.0	856.0
15.0	334.0
16.0	726.0
17.0	737.0
18.0	447.0
19.0	275.0
20.0	227.0
21.0	356.0
22.0	367.0
23.0	560.0
24.0	624.0
25.0	349.0
26.0	958.0
27.0	915.0
28.0	316.0
29.0	205.0
30.0	607.0
31.0	222.0
32.0	135.0
33.0	218.0
34.0	152.0
35.0	347.0
36.0	360.0
37.0	436.0
38.0	63.0
39.0	167.0
40.0	572.0
41.0	697.0
42.0	476.0
43.0	882.0
44.0	294.0
45.0	1894.0
46.0	259.0
47.0	440.0
48.0	266.0
49.0	129.0
50.0	426.0
51.0	175.0
52.0	570.0
53.0	574.0
54.0	306.0
55.0	611.0
56.0	1106.0
57.0	1147.0
58.0	1351.0
59.0	78891.0
60.0	198396.0
