#Mapping quality	mapping quality
0.0	97328.0
1.0	3490.0
2.0	2379.0
3.0	5916.0
4.0	1746.0
5.0	3544.0
6.0	1682.0
7.0	1692.0
8.0	1295.0
9.0	998.0
10.0	777.0
11.0	817.0
12.0	861.0
13.0	805.0
14.0	643.0
15.0	758.0
16.0	896.0
17.0	1230.0
18.0	618.0
19.0	520.0
20.0	317.0
21.0	430.0
22.0	465.0
23.0	279.0
24.0	1297.0
25.0	1031.0
26.0	543.0
27.0	545.0
28.0	605.0
29.0	179.0
30.0	830.0
31.0	350.0
32.0	742.0
33.0	236.0
34.0	261.0
35.0	245.0
36.0	467.0
37.0	193.0
38.0	181.0
39.0	35.0
40.0	1069.0
41.0	510.0
42.0	916.0
43.0	908.0
44.0	784.0
45.0	2219.0
46.0	968.0
47.0	438.0
48.0	1112.0
49.0	338.0
50.0	542.0
51.0	491.0
52.0	597.0
53.0	895.0
54.0	776.0
55.0	839.0
56.0	1444.0
57.0	1379.0
58.0	2170.0
59.0	98927.0
60.0	379845.0
