#Mapping quality	mapping quality
0.0	16053.0
1.0	477.0
2.0	300.0
3.0	3120.0
4.0	518.0
5.0	769.0
6.0	624.0
7.0	425.0
8.0	230.0
9.0	328.0
10.0	140.0
11.0	157.0
12.0	239.0
13.0	296.0
14.0	282.0
15.0	41.0
16.0	253.0
17.0	525.0
18.0	133.0
19.0	31.0
20.0	119.0
21.0	88.0
22.0	76.0
23.0	31.0
24.0	2.0
25.0	43.0
26.0	395.0
27.0	374.0
28.0	178.0
29.0	172.0
30.0	83.0
31.0	178.0
33.0	85.0
34.0	34.0
35.0	59.0
37.0	2.0
38.0	92.0
39.0	114.0
40.0	245.0
41.0	267.0
42.0	100.0
43.0	702.0
44.0	24.0
45.0	2023.0
46.0	6.0
47.0	169.0
48.0	190.0
49.0	5.0
50.0	379.0
51.0	194.0
52.0	210.0
53.0	423.0
54.0	124.0
55.0	284.0
56.0	597.0
57.0	757.0
58.0	1593.0
59.0	16342.0
60.0	152105.0
