#Coverage	Number of genomic locations
0.0	3.208949373E9
1.0	183553.0
2.0	80329.0
3.0	10158.0
4.0	22781.0
5.0	4310.0
6.0	9527.0
7.0	2266.0
8.0	7257.0
9.0	708.0
10.0	4628.0
11.0	1075.0
12.0	3069.0
13.0	935.0
14.0	1876.0
15.0	276.0
16.0	2085.0
17.0	367.0
18.0	1689.0
19.0	496.0
20.0	1401.0
21.0	543.0
22.0	1154.0
23.0	439.0
24.0	981.0
25.0	343.0
26.0	596.0
27.0	426.0
28.0	810.0
29.0	58.0
30.0	276.0
31.0	386.0
32.0	714.0
33.0	221.0
34.0	311.0
35.0	220.0
36.0	220.0
37.0	126.0
38.0	398.0
39.0	359.0
40.0	899.0
41.0	329.0
42.0	387.0
43.0	119.0
44.0	115.0
45.0	101.0
46.0	248.0
47.0	140.0
48.0	440.0
49.0	169.0
50.0	252.0
51.0	108.0
52.0	86.0
53.0	13.0
54.0	66.0
55.0	197.0
56.0	345.0
57.0	89.0
58.0	107.0
59.0	12.0
60.0	51.0
61.0	4.0
62.0	8.0
63.0	39.0
64.0	51.0
65.0	117.0
66.0	78.0
67.0	3.0
68.0	34.0
69.0	5.0
70.0	172.0
71.0	4.0
72.0	15.0
73.0	251.0
74.0	316.0
75.0	17.0
76.0	4.0
77.0	17.0
78.0	108.0
79.0	9.0
80.0	22.0
81.0	147.0
82.0	264.0
83.0	17.0
84.0	53.0
85.0	163.0
86.0	157.0
87.0	60.0
88.0	28.0
89.0	9.0
90.0	101.0
91.0	26.0
92.0	67.0
93.0	8.0
94.0	24.0
95.0	38.0
96.0	32.0
97.0	29.0
98.0	72.0
99.0	345.0
100.0	13.0
101.0	24.0
102.0	30.0
103.0	43.0
104.0	183.0
105.0	25.0
106.0	50.0
107.0	1.0
108.0	11.0
109.0	7.0
110.0	13.0
111.0	39.0
112.0	138.0
113.0	2.0
114.0	4.0
115.0	4.0
116.0	5.0
117.0	47.0
118.0	19.0
119.0	9.0
120.0	167.0
121.0	1.0
123.0	2.0
124.0	13.0
125.0	87.0
126.0	36.0
127.0	183.0
128.0	8.0
129.0	109.0
130.0	9.0
131.0	91.0
132.0	54.0
133.0	57.0
134.0	213.0
135.0	58.0
137.0	1.0
138.0	5.0
139.0	1.0
140.0	9.0
141.0	5.0
142.0	60.0
149.0	2.0
150.0	7.0
151.0	32.0
152.0	126.0
153.0	57.0
154.0	90.0
155.0	6.0
157.0	3.0
159.0	4.0
160.0	3.0
161.0	2.0
162.0	55.0
163.0	82.0
164.0	157.0
165.0	76.0
166.0	62.0
167.0	91.0
168.0	11.0
169.0	3.0
170.0	7.0
171.0	16.0
172.0	9.0
173.0	9.0
174.0	8.0
175.0	103.0
176.0	252.0
177.0	98.0
178.0	109.0
179.0	87.0
180.0	23.0
181.0	21.0
182.0	21.0
183.0	67.0
184.0	57.0
185.0	131.0
186.0	121.0
187.0	63.0
188.0	199.0
189.0	220.0
190.0	10.0
192.0	7.0
193.0	91.0
194.0	5.0
195.0	3.0
196.0	4.0
197.0	3.0
198.0	94.0
199.0	68.0
200.0	25.0
201.0	24.0
202.0	118.0
203.0	40.0
204.0	33.0
205.0	7.0
206.0	16.0
207.0	11.0
208.0	1.0
209.0	16.0
210.0	2.0
211.0	3.0
212.0	36.0
213.0	35.0
214.0	51.0
222.0	7.0
230.0	6.0
232.0	1.0
233.0	1.0
234.0	21.0
235.0	2.0
236.0	1.0
237.0	1.0
239.0	3.0
243.0	4.0
244.0	1.0
247.0	4.0
248.0	9.0
249.0	1.0
250.0	41.0
251.0	193.0
252.0	35.0
253.0	4.0
254.0	6.0
255.0	48.0
256.0	1.0
257.0	1.0
259.0	25.0
260.0	17.0
261.0	202.0
262.0	1.0
263.0	23.0
264.0	13.0
265.0	1.0
269.0	8.0
270.0	9.0
271.0	3.0
272.0	49.0
273.0	2.0
274.0	3.0
275.0	1.0
276.0	5.0
277.0	4.0
278.0	21.0
279.0	3.0
280.0	158.0
281.0	4.0
282.0	31.0
286.0	2.0
292.0	2.0
293.0	2.0
294.0	7.0
295.0	2.0
296.0	3.0
298.0	3.0
299.0	8.0
300.0	91.0
301.0	13.0
302.0	14.0
303.0	10.0
304.0	206.0
305.0	135.0
306.0	34.0
307.0	99.0
308.0	63.0
309.0	4.0
310.0	6.0
311.0	22.0
312.0	87.0
313.0	144.0
314.0	2.0
315.0	6.0
316.0	1.0
318.0	10.0
319.0	27.0
320.0	4.0
322.0	3.0
323.0	2.0
324.0	3.0
325.0	14.0
326.0	9.0
327.0	1.0
329.0	19.0
330.0	1.0
332.0	1.0
333.0	23.0
335.0	2.0
336.0	2.0
337.0	6.0
338.0	16.0
339.0	104.0
340.0	25.0
341.0	1.0
342.0	4.0
343.0	24.0
344.0	56.0
345.0	100.0
346.0	84.0
347.0	16.0
348.0	54.0
349.0	29.0
350.0	57.0
351.0	128.0
352.0	134.0
353.0	97.0
354.0	37.0
355.0	105.0
356.0	50.0
357.0	111.0
358.0	122.0
359.0	92.0
360.0	204.0
361.0	43.0
362.0	58.0
363.0	6.0
364.0	33.0
365.0	159.0
366.0	47.0
367.0	41.0
368.0	49.0
369.0	20.0
370.0	36.0
371.0	57.0
372.0	55.0
373.0	2.0
374.0	11.0
379.0	4.0
380.0	7.0
381.0	103.0
382.0	40.0
383.0	29.0
384.0	19.0
385.0	21.0
386.0	7.0
387.0	27.0
388.0	19.0
389.0	27.0
390.0	3.0
391.0	98.0
392.0	17.0
393.0	6.0
394.0	5.0
395.0	2.0
396.0	9.0
397.0	29.0
398.0	169.0
399.0	7.0
400.0	42.0
401.0	131.0
402.0	94.0
403.0	25.0
404.0	13.0
405.0	11.0
406.0	88.0
407.0	90.0
408.0	23.0
409.0	24.0
410.0	41.0
411.0	2.0
412.0	9.0
413.0	2.0
414.0	4.0
415.0	10.0
416.0	7.0
417.0	56.0
419.0	1.0
420.0	1.0
422.0	3.0
423.0	1.0
424.0	6.0
425.0	1.0
426.0	27.0
427.0	11.0
432.0	1.0
437.0	30.0
438.0	46.0
439.0	92.0
440.0	3.0
441.0	1.0
443.0	2.0
445.0	3.0
447.0	5.0
448.0	15.0
449.0	11.0
450.0	4.0
451.0	6.0
452.0	11.0
453.0	1.0
454.0	5.0
455.0	3.0
457.0	2.0
458.0	1.0
459.0	1.0
460.0	3.0
461.0	1.0
462.0	5.0
463.0	24.0
464.0	1.0
465.0	10.0
466.0	1.0
467.0	2.0
468.0	93.0
469.0	2.0
470.0	65.0
471.0	16.0
472.0	39.0
473.0	1.0
474.0	3.0
475.0	14.0
476.0	15.0
477.0	20.0
478.0	181.0
479.0	26.0
480.0	5.0
481.0	1.0
482.0	1.0
483.0	14.0
484.0	29.0
485.0	8.0
486.0	7.0
487.0	3.0
491.0	2.0
492.0	34.0
493.0	70.0
494.0	15.0
495.0	19.0
496.0	34.0
497.0	100.0
498.0	1.0
501.0	10.0
504.0	4.0
505.0	2.0
506.0	16.0
507.0	2.0
