#Mapping quality	mapping quality
0.0	74932.0
1.0	2821.0
2.0	1921.0
3.0	4867.0
4.0	1319.0
5.0	2699.0
6.0	2023.0
7.0	1272.0
8.0	859.0
9.0	572.0
10.0	925.0
11.0	929.0
12.0	518.0
13.0	1001.0
14.0	273.0
15.0	279.0
16.0	731.0
17.0	922.0
18.0	761.0
19.0	428.0
20.0	497.0
21.0	144.0
22.0	243.0
23.0	223.0
24.0	204.0
25.0	101.0
26.0	825.0
27.0	393.0
28.0	115.0
29.0	216.0
30.0	410.0
31.0	291.0
32.0	160.0
33.0	474.0
34.0	87.0
35.0	71.0
36.0	44.0
37.0	126.0
38.0	461.0
39.0	292.0
40.0	319.0
41.0	296.0
42.0	434.0
43.0	244.0
44.0	499.0
45.0	2427.0
46.0	168.0
47.0	28.0
48.0	316.0
49.0	68.0
50.0	131.0
51.0	509.0
52.0	327.0
53.0	425.0
54.0	532.0
55.0	577.0
56.0	391.0
57.0	957.0
58.0	1136.0
59.0	76660.0
60.0	130128.0
