#Mapping quality	mapping quality
0.0	146316.0
1.0	4737.0
2.0	3911.0
3.0	6341.0
4.0	2856.0
5.0	4396.0
6.0	2751.0
7.0	2453.0
8.0	1865.0
9.0	2000.0
10.0	1572.0
11.0	1628.0
12.0	1777.0
13.0	781.0
14.0	1149.0
15.0	617.0
16.0	1160.0
17.0	1300.0
18.0	1775.0
19.0	989.0
20.0	537.0
21.0	717.0
22.0	523.0
23.0	690.0
24.0	974.0
25.0	1030.0
26.0	1146.0
27.0	253.0
28.0	570.0
29.0	340.0
30.0	1489.0
31.0	428.0
32.0	298.0
33.0	154.0
34.0	831.0
35.0	846.0
36.0	840.0
37.0	360.0
38.0	79.0
39.0	445.0
40.0	912.0
41.0	760.0
42.0	897.0
43.0	330.0
44.0	185.0
45.0	2869.0
46.0	916.0
47.0	417.0
48.0	398.0
49.0	484.0
50.0	482.0
51.0	528.0
52.0	443.0
53.0	827.0
54.0	1134.0
55.0	549.0
56.0	1237.0
57.0	1902.0
58.0	1787.0
59.0	106986.0
60.0	322993.0
