#Coverage	Number of genomic locations
0.0	3.209275318E9
1.0	10817.0
2.0	11601.0
3.0	845.0
4.0	4725.0
5.0	572.0
6.0	3141.0
7.0	988.0
8.0	2894.0
9.0	727.0
10.0	730.0
11.0	348.0
12.0	2405.0
13.0	820.0
14.0	2079.0
15.0	836.0
16.0	2165.0
17.0	1532.0
18.0	1451.0
19.0	662.0
20.0	957.0
21.0	274.0
22.0	1224.0
23.0	748.0
24.0	790.0
25.0	697.0
26.0	1825.0
27.0	1027.0
28.0	1377.0
29.0	1051.0
30.0	1164.0
31.0	817.0
32.0	1297.0
33.0	1285.0
34.0	2356.0
35.0	483.0
36.0	1308.0
37.0	1564.0
38.0	2091.0
39.0	912.0
40.0	1661.0
41.0	534.0
42.0	1081.0
43.0	763.0
44.0	1618.0
45.0	596.0
46.0	1562.0
47.0	853.0
48.0	1127.0
49.0	870.0
50.0	1081.0
51.0	806.0
52.0	1682.0
53.0	1168.0
54.0	1620.0
55.0	978.0
56.0	1435.0
57.0	831.0
58.0	1811.0
59.0	634.0
60.0	1381.0
61.0	654.0
62.0	1145.0
63.0	745.0
64.0	1713.0
65.0	709.0
66.0	1436.0
67.0	405.0
68.0	861.0
69.0	293.0
70.0	734.0
71.0	511.0
72.0	713.0
73.0	555.0
74.0	1634.0
75.0	1103.0
76.0	1423.0
77.0	444.0
78.0	1642.0
79.0	593.0
80.0	1317.0
81.0	588.0
82.0	693.0
83.0	463.0
84.0	1323.0
85.0	739.0
86.0	910.0
87.0	273.0
88.0	933.0
89.0	536.0
90.0	1380.0
91.0	390.0
92.0	581.0
93.0	451.0
94.0	779.0
95.0	237.0
96.0	936.0
97.0	643.0
98.0	909.0
99.0	404.0
100.0	454.0
101.0	420.0
102.0	706.0
103.0	528.0
104.0	548.0
105.0	472.0
106.0	808.0
107.0	171.0
108.0	843.0
109.0	388.0
110.0	762.0
111.0	543.0
112.0	1377.0
113.0	296.0
114.0	319.0
115.0	518.0
116.0	480.0
117.0	295.0
118.0	970.0
119.0	313.0
120.0	273.0
121.0	493.0
122.0	936.0
123.0	305.0
124.0	313.0
125.0	558.0
126.0	868.0
127.0	144.0
128.0	272.0
129.0	306.0
130.0	419.0
131.0	399.0
132.0	343.0
133.0	180.0
134.0	267.0
135.0	18.0
136.0	161.0
137.0	58.0
138.0	349.0
139.0	125.0
140.0	249.0
141.0	123.0
142.0	409.0
143.0	182.0
144.0	128.0
145.0	110.0
146.0	450.0
147.0	144.0
148.0	156.0
149.0	200.0
150.0	676.0
151.0	338.0
152.0	180.0
153.0	217.0
154.0	67.0
155.0	71.0
156.0	607.0
157.0	300.0
158.0	328.0
159.0	334.0
160.0	330.0
161.0	274.0
162.0	76.0
163.0	121.0
164.0	318.0
165.0	65.0
166.0	240.0
167.0	48.0
168.0	277.0
169.0	153.0
170.0	189.0
171.0	111.0
172.0	20.0
173.0	30.0
174.0	128.0
175.0	126.0
176.0	170.0
177.0	64.0
178.0	260.0
179.0	75.0
180.0	299.0
181.0	174.0
182.0	160.0
183.0	113.0
184.0	127.0
185.0	96.0
186.0	71.0
187.0	62.0
188.0	12.0
189.0	10.0
190.0	179.0
191.0	188.0
192.0	139.0
193.0	40.0
194.0	91.0
195.0	21.0
196.0	122.0
197.0	219.0
198.0	14.0
199.0	29.0
200.0	127.0
201.0	38.0
202.0	53.0
203.0	42.0
204.0	239.0
205.0	99.0
206.0	196.0
207.0	56.0
208.0	190.0
209.0	55.0
210.0	210.0
211.0	98.0
212.0	112.0
213.0	3.0
214.0	108.0
215.0	103.0
216.0	131.0
217.0	5.0
218.0	109.0
219.0	50.0
220.0	121.0
221.0	28.0
222.0	33.0
223.0	78.0
224.0	199.0
225.0	66.0
226.0	99.0
227.0	64.0
228.0	97.0
229.0	147.0
230.0	56.0
231.0	143.0
232.0	71.0
233.0	115.0
234.0	24.0
235.0	5.0
236.0	10.0
237.0	78.0
238.0	22.0
239.0	14.0
240.0	55.0
241.0	48.0
242.0	227.0
243.0	339.0
244.0	12.0
245.0	80.0
246.0	139.0
247.0	24.0
248.0	53.0
249.0	251.0
250.0	110.0
251.0	14.0
252.0	12.0
253.0	129.0
254.0	271.0
255.0	22.0
256.0	73.0
257.0	6.0
258.0	66.0
259.0	64.0
260.0	37.0
261.0	83.0
262.0	11.0
263.0	101.0
264.0	157.0
265.0	38.0
266.0	73.0
267.0	74.0
268.0	76.0
269.0	36.0
270.0	85.0
271.0	111.0
272.0	45.0
273.0	141.0
274.0	136.0
275.0	205.0
276.0	124.0
277.0	36.0
278.0	46.0
279.0	33.0
280.0	77.0
281.0	50.0
282.0	228.0
283.0	129.0
284.0	113.0
285.0	210.0
286.0	22.0
287.0	14.0
288.0	17.0
289.0	102.0
290.0	107.0
291.0	101.0
292.0	200.0
293.0	37.0
294.0	61.0
295.0	22.0
296.0	235.0
297.0	79.0
298.0	97.0
299.0	44.0
300.0	183.0
301.0	47.0
302.0	37.0
303.0	127.0
304.0	150.0
305.0	75.0
306.0	70.0
307.0	18.0
308.0	24.0
309.0	21.0
310.0	43.0
311.0	164.0
312.0	62.0
313.0	157.0
314.0	65.0
315.0	53.0
316.0	156.0
317.0	103.0
