#Coverage	Number of genomic locations
0.0	3.20923288E9
1.0	30044.0
2.0	23819.0
3.0	3666.0
4.0	4833.0
5.0	664.0
6.0	3200.0
7.0	906.0
8.0	2061.0
9.0	366.0
10.0	1035.0
11.0	289.0
12.0	672.0
13.0	689.0
14.0	1043.0
15.0	393.0
16.0	931.0
17.0	401.0
18.0	869.0
19.0	410.0
20.0	821.0
21.0	531.0
22.0	1058.0
23.0	281.0
24.0	549.0
25.0	168.0
26.0	1114.0
27.0	233.0
28.0	370.0
29.0	159.0
30.0	372.0
31.0	626.0
32.0	382.0
33.0	75.0
34.0	451.0
35.0	283.0
36.0	475.0
37.0	406.0
38.0	462.0
39.0	81.0
40.0	907.0
41.0	182.0
42.0	301.0
43.0	487.0
44.0	292.0
45.0	642.0
46.0	668.0
47.0	737.0
48.0	994.0
49.0	454.0
50.0	399.0
51.0	153.0
52.0	542.0
53.0	229.0
54.0	824.0
55.0	271.0
56.0	346.0
57.0	372.0
58.0	923.0
59.0	547.0
60.0	623.0
61.0	388.0
62.0	1218.0
63.0	405.0
64.0	431.0
65.0	358.0
66.0	632.0
67.0	327.0
68.0	239.0
69.0	171.0
70.0	659.0
71.0	364.0
72.0	283.0
73.0	713.0
74.0	605.0
75.0	138.0
76.0	597.0
77.0	533.0
78.0	740.0
79.0	183.0
80.0	149.0
81.0	402.0
82.0	321.0
83.0	205.0
84.0	256.0
85.0	162.0
86.0	276.0
87.0	15.0
88.0	45.0
89.0	233.0
90.0	397.0
91.0	471.0
92.0	302.0
93.0	549.0
94.0	212.0
95.0	467.0
96.0	262.0
97.0	452.0
98.0	485.0
99.0	174.0
100.0	114.0
101.0	112.0
102.0	283.0
103.0	352.0
104.0	108.0
105.0	460.0
106.0	539.0
107.0	267.0
108.0	973.0
109.0	536.0
110.0	771.0
111.0	222.0
112.0	350.0
113.0	54.0
114.0	716.0
115.0	480.0
116.0	435.0
117.0	402.0
118.0	382.0
119.0	50.0
120.0	155.0
121.0	32.0
122.0	526.0
123.0	316.0
124.0	302.0
125.0	488.0
126.0	245.0
127.0	411.0
128.0	412.0
129.0	77.0
130.0	466.0
131.0	443.0
132.0	357.0
133.0	192.0
134.0	247.0
135.0	384.0
136.0	145.0
137.0	58.0
138.0	444.0
139.0	714.0
140.0	618.0
141.0	262.0
142.0	35.0
143.0	179.0
144.0	95.0
145.0	175.0
146.0	148.0
147.0	236.0
148.0	385.0
149.0	199.0
150.0	382.0
151.0	402.0
152.0	248.0
153.0	470.0
154.0	1507.0
155.0	288.0
156.0	244.0
157.0	104.0
158.0	157.0
159.0	181.0
160.0	313.0
161.0	278.0
162.0	484.0
163.0	408.0
164.0	257.0
165.0	323.0
166.0	214.0
167.0	364.0
168.0	425.0
169.0	147.0
170.0	255.0
171.0	347.0
172.0	359.0
173.0	135.0
174.0	139.0
175.0	34.0
176.0	377.0
177.0	270.0
178.0	377.0
179.0	202.0
180.0	286.0
181.0	226.0
182.0	157.0
183.0	72.0
184.0	337.0
185.0	415.0
186.0	17.0
187.0	103.0
188.0	171.0
189.0	226.0
190.0	406.0
191.0	361.0
192.0	130.0
193.0	210.0
194.0	81.0
195.0	153.0
196.0	241.0
197.0	54.0
198.0	120.0
199.0	320.0
200.0	403.0
201.0	149.0
202.0	293.0
203.0	175.0
204.0	39.0
205.0	97.0
206.0	179.0
207.0	180.0
208.0	319.0
209.0	324.0
210.0	465.0
211.0	274.0
212.0	173.0
213.0	78.0
214.0	125.0
215.0	124.0
216.0	20.0
217.0	357.0
218.0	153.0
219.0	240.0
220.0	219.0
221.0	237.0
222.0	271.0
223.0	203.0
224.0	534.0
225.0	257.0
226.0	289.0
227.0	203.0
228.0	158.0
229.0	215.0
230.0	186.0
231.0	247.0
232.0	301.0
233.0	189.0
234.0	161.0
235.0	489.0
236.0	229.0
237.0	303.0
238.0	357.0
239.0	319.0
240.0	180.0
241.0	262.0
242.0	316.0
243.0	70.0
244.0	264.0
245.0	304.0
246.0	290.0
247.0	214.0
248.0	215.0
249.0	123.0
250.0	162.0
251.0	80.0
252.0	58.0
253.0	45.0
254.0	33.0
255.0	52.0
256.0	34.0
257.0	41.0
258.0	174.0
259.0	68.0
260.0	146.0
261.0	139.0
262.0	209.0
263.0	384.0
264.0	233.0
265.0	151.0
266.0	66.0
267.0	20.0
268.0	48.0
269.0	91.0
270.0	164.0
271.0	134.0
272.0	63.0
273.0	114.0
274.0	99.0
275.0	181.0
276.0	107.0
277.0	104.0
278.0	196.0
279.0	97.0
280.0	127.0
281.0	162.0
282.0	117.0
283.0	24.0
284.0	131.0
285.0	30.0
286.0	39.0
287.0	41.0
288.0	166.0
289.0	126.0
290.0	30.0
291.0	73.0
292.0	145.0
293.0	165.0
294.0	125.0
295.0	71.0
296.0	80.0
297.0	149.0
298.0	193.0
299.0	106.0
300.0	220.0
301.0	200.0
302.0	91.0
303.0	140.0
304.0	100.0
305.0	187.0
306.0	331.0
307.0	20.0
308.0	271.0
309.0	196.0
310.0	115.0
311.0	64.0
312.0	123.0
313.0	62.0
314.0	119.0
315.0	238.0
316.0	123.0
317.0	82.0
318.0	117.0
319.0	171.0
320.0	116.0
321.0	50.0
322.0	185.0
323.0	42.0
324.0	164.0
325.0	26.0
326.0	55.0
327.0	224.0
328.0	234.0
329.0	215.0
330.0	100.0
331.0	116.0
332.0	91.0
333.0	254.0
334.0	34.0
335.0	6.0
336.0	122.0
337.0	69.0
338.0	60.0
339.0	200.0
340.0	45.0
341.0	273.0
342.0	9.0
343.0	20.0
344.0	24.0
345.0	81.0
346.0	60.0
347.0	55.0
348.0	150.0
349.0	202.0
350.0	302.0
351.0	90.0
352.0	245.0
353.0	62.0
354.0	48.0
355.0	176.0
356.0	271.0
357.0	78.0
358.0	94.0
359.0	93.0
360.0	97.0
361.0	59.0
362.0	1.0
363.0	79.0
364.0	100.0
365.0	46.0
366.0	14.0
367.0	24.0
368.0	35.0
369.0	55.0
370.0	114.0
371.0	146.0
372.0	103.0
373.0	70.0
374.0	50.0
375.0	74.0
376.0	137.0
377.0	37.0
378.0	146.0
379.0	142.0
380.0	121.0
381.0	95.0
382.0	186.0
383.0	90.0
384.0	137.0
385.0	130.0
386.0	140.0
387.0	34.0
388.0	132.0
389.0	117.0
390.0	198.0
391.0	77.0
392.0	95.0
393.0	103.0
394.0	39.0
395.0	85.0
396.0	218.0
397.0	184.0
398.0	145.0
399.0	47.0
400.0	142.0
401.0	208.0
402.0	201.0
403.0	183.0
404.0	233.0
405.0	27.0
406.0	30.0
407.0	74.0
408.0	42.0
409.0	41.0
410.0	66.0
411.0	91.0
412.0	102.0
413.0	85.0
414.0	31.0
415.0	25.0
416.0	134.0
417.0	67.0
418.0	163.0
419.0	56.0
420.0	10.0
421.0	92.0
422.0	39.0
423.0	37.0
424.0	108.0
425.0	148.0
426.0	366.0
427.0	235.0
428.0	56.0
429.0	155.0
430.0	49.0
431.0	104.0
432.0	104.0
433.0	257.0
434.0	79.0
435.0	72.0
436.0	244.0
437.0	47.0
438.0	13.0
439.0	13.0
440.0	51.0
441.0	65.0
442.0	89.0
443.0	111.0
444.0	98.0
445.0	78.0
446.0	163.0
447.0	222.0
448.0	274.0
449.0	118.0
450.0	155.0
451.0	97.0
452.0	151.0
453.0	71.0
454.0	185.0
455.0	186.0
456.0	248.0
457.0	188.0
458.0	239.0
459.0	268.0
460.0	85.0
461.0	36.0
462.0	74.0
463.0	52.0
464.0	126.0
465.0	216.0
466.0	98.0
467.0	45.0
468.0	262.0
469.0	292.0
470.0	131.0
471.0	82.0
472.0	131.0
473.0	135.0
474.0	209.0
475.0	105.0
476.0	37.0
477.0	14.0
478.0	19.0
479.0	65.0
480.0	45.0
481.0	106.0
482.0	48.0
483.0	95.0
484.0	91.0
485.0	180.0
486.0	15.0
487.0	66.0
488.0	27.0
489.0	121.0
490.0	49.0
491.0	38.0
492.0	27.0
493.0	102.0
494.0	184.0
495.0	106.0
496.0	23.0
497.0	13.0
498.0	10.0
499.0	12.0
500.0	24.0
501.0	28.0
502.0	5.0
503.0	7.0
504.0	15.0
505.0	13.0
506.0	22.0
507.0	10.0
508.0	50.0
509.0	64.0
510.0	188.0
511.0	202.0
512.0	229.0
513.0	34.0
514.0	75.0
515.0	77.0
516.0	49.0
517.0	38.0
518.0	124.0
519.0	14.0
520.0	127.0
521.0	114.0
522.0	49.0
523.0	45.0
524.0	117.0
525.0	12.0
526.0	57.0
527.0	80.0
528.0	61.0
529.0	2.0
530.0	6.0
531.0	44.0
532.0	30.0
534.0	8.0
535.0	4.0
536.0	73.0
537.0	54.0
538.0	6.0
539.0	2.0
540.0	11.0
541.0	9.0
542.0	8.0
543.0	154.0
544.0	76.0
545.0	57.0
546.0	31.0
547.0	18.0
548.0	6.0
549.0	3.0
550.0	25.0
551.0	24.0
552.0	240.0
553.0	47.0
554.0	38.0
555.0	14.0
556.0	1.0
557.0	4.0
558.0	3.0
559.0	18.0
560.0	37.0
561.0	126.0
562.0	23.0
563.0	37.0
564.0	61.0
565.0	12.0
566.0	23.0
567.0	21.0
568.0	28.0
569.0	22.0
570.0	28.0
571.0	49.0
572.0	109.0
573.0	10.0
