#Mapping quality	mapping quality
0.0	114889.0
1.0	3904.0
2.0	3805.0
3.0	5648.0
4.0	2760.0
5.0	3737.0
6.0	2875.0
7.0	1264.0
8.0	1426.0
9.0	1217.0
10.0	802.0
11.0	900.0
12.0	1982.0
13.0	1022.0
14.0	1255.0
15.0	1038.0
16.0	1081.0
17.0	1313.0
18.0	970.0
19.0	509.0
20.0	759.0
21.0	489.0
22.0	714.0
23.0	455.0
24.0	401.0
25.0	965.0
26.0	499.0
27.0	874.0
28.0	702.0
29.0	301.0
30.0	667.0
31.0	249.0
32.0	114.0
33.0	450.0
34.0	266.0
35.0	117.0
36.0	437.0
37.0	576.0
38.0	158.0
39.0	524.0
40.0	797.0
41.0	443.0
42.0	785.0
43.0	661.0
44.0	681.0
45.0	1964.0
46.0	8.0
47.0	123.0
48.0	461.0
49.0	222.0
50.0	842.0
51.0	627.0
52.0	194.0
53.0	324.0
54.0	622.0
55.0	1163.0
56.0	667.0
57.0	955.0
58.0	1689.0
59.0	105188.0
60.0	218221.0
