#Mapping quality	mapping quality
0.0	94709.0
1.0	2799.0
2.0	2936.0
3.0	5278.0
4.0	2212.0
5.0	2932.0
6.0	1150.0
7.0	1521.0
8.0	1862.0
9.0	1156.0
10.0	1296.0
11.0	777.0
12.0	1002.0
13.0	1249.0
14.0	528.0
15.0	913.0
16.0	770.0
17.0	1111.0
18.0	535.0
19.0	413.0
20.0	603.0
21.0	662.0
22.0	295.0
23.0	205.0
24.0	419.0
25.0	868.0
26.0	937.0
27.0	305.0
28.0	445.0
29.0	146.0
30.0	331.0
31.0	428.0
32.0	420.0
33.0	240.0
34.0	131.0
35.0	352.0
36.0	134.0
37.0	190.0
38.0	196.0
39.0	524.0
40.0	617.0
41.0	587.0
42.0	854.0
43.0	628.0
44.0	762.0
45.0	2090.0
46.0	134.0
47.0	412.0
48.0	278.0
49.0	162.0
50.0	187.0
51.0	639.0
52.0	154.0
53.0	627.0
54.0	306.0
55.0	439.0
56.0	1205.0
57.0	1328.0
58.0	1298.0
59.0	93375.0
60.0	220421.0
