#Mapping quality	mapping quality
0.0	87129.0
1.0	2750.0
2.0	2420.0
3.0	4521.0
4.0	2209.0
5.0	3184.0
6.0	2076.0
7.0	1692.0
8.0	1488.0
9.0	817.0
10.0	848.0
11.0	1028.0
12.0	1090.0
13.0	942.0
14.0	732.0
15.0	501.0
16.0	997.0
17.0	887.0
18.0	605.0
19.0	319.0
20.0	509.0
21.0	151.0
22.0	471.0
23.0	124.0
24.0	551.0
25.0	760.0
26.0	610.0
27.0	499.0
28.0	398.0
29.0	356.0
30.0	421.0
31.0	197.0
32.0	118.0
33.0	395.0
34.0	493.0
35.0	55.0
36.0	285.0
37.0	83.0
38.0	73.0
39.0	153.0
40.0	664.0
41.0	391.0
42.0	690.0
43.0	554.0
44.0	347.0
45.0	1755.0
46.0	89.0
47.0	438.0
48.0	310.0
49.0	138.0
50.0	494.0
51.0	390.0
52.0	88.0
53.0	281.0
54.0	602.0
55.0	822.0
56.0	816.0
57.0	984.0
58.0	1001.0
59.0	91766.0
60.0	132884.0
