#Insert size (bp)	insert size
1.0	407.0
2.0	59.0
3.0	83.0
4.0	28.0
5.0	490.0
6.0	29.0
7.0	42.0
8.0	38.0
9.0	14.0
10.0	24.0
11.0	13.0
12.0	15.0
13.0	19.0
14.0	15.0
15.0	12.0
16.0	14.0
17.0	11.0
18.0	14.0
19.0	8.0
20.0	4.0
21.0	4.0
22.0	5.0
23.0	6.0
24.0	7.0
25.0	6.0
26.0	4.0
27.0	7.0
28.0	4.0
29.0	3.0
30.0	6.0
31.0	3.0
32.0	4.0
33.0	5.0
35.0	4.0
36.0	8.0
37.0	6.0
38.0	8.0
39.0	19.0
40.0	20.0
41.0	5.0
42.0	12.0
43.0	15.0
44.0	18.0
45.0	10.0
46.0	14.0
47.0	151.0
48.0	19.0
49.0	26.0
50.0	14.0
51.0	22.0
52.0	26.0
53.0	18.0
54.0	15.0
55.0	17.0
56.0	19.0
57.0	25.0
58.0	16.0
59.0	15.0
60.0	17.0
61.0	22.0
62.0	22.0
63.0	24.0
64.0	23.0
65.0	25.0
66.0	41.0
67.0	21.0
68.0	24.0
69.0	15.0
70.0	8.0
71.0	18.0
72.0	18.0
73.0	17.0
74.0	23.0
75.0	18.0
76.0	12.0
77.0	17.0
78.0	22.0
79.0	8.0
80.0	12.0
81.0	12.0
82.0	17.0
83.0	14.0
84.0	22.0
85.0	23.0
86.0	17.0
87.0	20.0
88.0	21.0
89.0	14.0
90.0	23.0
91.0	14.0
92.0	17.0
93.0	21.0
94.0	26.0
95.0	69.0
96.0	50.0
97.0	46.0
98.0	46.0
99.0	142.0
100.0	129.0
101.0	56.0
102.0	41.0
103.0	80.0
104.0	144.0
105.0	61.0
106.0	49.0
107.0	47.0
108.0	48.0
109.0	28.0
110.0	43.0
111.0	54.0
112.0	55.0
113.0	63.0
114.0	199.0
115.0	28.0
116.0	136.0
117.0	62.0
118.0	73.0
119.0	42.0
120.0	50.0
121.0	64.0
122.0	73.0
123.0	49.0
124.0	39.0
125.0	36.0
126.0	80.0
127.0	42.0
128.0	71.0
129.0	51.0
130.0	54.0
131.0	83.0
132.0	182.0
133.0	35.0
134.0	31.0
135.0	69.0
136.0	142.0
137.0	96.0
138.0	95.0
139.0	68.0
140.0	70.0
141.0	69.0
142.0	56.0
143.0	47.0
144.0	77.0
145.0	35.0
146.0	36.0
147.0	71.0
148.0	94.0
149.0	58.0
150.0	90.0
151.0	150.0
152.0	47.0
153.0	53.0
154.0	32.0
155.0	442.0
156.0	76.0
157.0	32.0
158.0	70.0
159.0	134.0
160.0	44.0
161.0	35.0
162.0	61.0
163.0	89.0
164.0	56.0
165.0	80.0
166.0	54.0
167.0	45.0
168.0	61.0
169.0	254.0
170.0	41.0
171.0	54.0
172.0	57.0
173.0	110.0
174.0	143.0
175.0	94.0
176.0	92.0
177.0	74.0
178.0	33.0
179.0	103.0
180.0	11670.0
181.0	6396.0
182.0	72.0
183.0	27.0
184.0	41.0
185.0	140.0
186.0	80.0
187.0	8011.0
188.0	77.0
189.0	35.0
190.0	59.0
191.0	6993.0
192.0	36.0
193.0	68.0
194.0	72.0
195.0	97.0
196.0	11075.0
197.0	67.0
198.0	6111.0
199.0	8268.0
200.0	153.0
201.0	64.0
202.0	53.0
203.0	705.0
204.0	72.0
205.0	52.0
206.0	77.0
207.0	164.0
208.0	240.0
209.0	88.0
210.0	88.0
211.0	124.0
212.0	119.0
213.0	138.0
214.0	159.0
215.0	435.0
216.0	48876.0
217.0	38441.0
218.0	39887.0
219.0	42063.0
220.0	23253.0
221.0	30995.0
222.0	51543.0
223.0	48345.0
224.0	11620.0
225.0	24255.0
226.0	34478.0
227.0	43681.0
228.0	16212.0
229.0	45688.0
230.0	37242.0
231.0	32238.0
232.0	12212.0
233.0	27833.0
234.0	80373.0
235.0	68400.0
236.0	48734.0
237.0	33011.0
238.0	47827.0
239.0	50384.0
240.0	126950.0
241.0	524.0
242.0	4231.0
243.0	54.0
244.0	4247.0
245.0	4383.0
246.0	217.0
247.0	41.0
248.0	75.0
249.0	4177.0
250.0	7677.0
251.0	155.0
252.0	331.0
253.0	6837.0
254.0	66.0
255.0	619.0
256.0	5338.0
257.0	312.0
258.0	6170.0
259.0	32.0
260.0	59.0
261.0	129.0
262.0	59.0
263.0	8569.0
264.0	125.0
265.0	114.0
266.0	205.0
267.0	3740.0
268.0	93.0
269.0	265.0
270.0	44225.0
271.0	13008.0
272.0	17715.0
273.0	2893.0
274.0	24766.0
275.0	21274.0
276.0	20693.0
277.0	9600.0
278.0	12287.0
279.0	19670.0
280.0	5716.0
281.0	7162.0
282.0	2490.0
283.0	25241.0
284.0	15774.0
285.0	16921.0
286.0	27244.0
287.0	17302.0
288.0	6137.0
289.0	11679.0
290.0	8069.0
291.0	20235.0
292.0	5312.0
293.0	11277.0
294.0	15417.0
295.0	12888.0
296.0	20543.0
297.0	16625.0
298.0	14847.0
299.0	23333.0
300.0	41555.0
301.0	172.0
302.0	34.0
303.0	43.0
304.0	67.0
305.0	29.0
306.0	123.0
307.0	6815.0
308.0	3283.0
309.0	177.0
310.0	2580.0
311.0	805.0
312.0	125.0
313.0	252.0
314.0	263.0
315.0	23421.0
316.0	11865.0
317.0	7850.0
318.0	7922.0
319.0	1698.0
320.0	8938.0
321.0	8585.0
322.0	10757.0
323.0	3101.0
324.0	5513.0
325.0	9897.0
326.0	26264.0
327.0	24474.0
328.0	20468.0
329.0	14446.0
330.0	6370.0
331.0	16247.0
332.0	3015.0
333.0	595.0
334.0	22941.0
335.0	33406.0
336.0	5310.0
337.0	6474.0
338.0	10088.0
339.0	20515.0
340.0	10987.0
341.0	2328.0
342.0	13786.0
343.0	5752.0
344.0	6252.0
345.0	15252.0
346.0	18310.0
347.0	11977.0
348.0	11102.0
349.0	16524.0
350.0	36647.0
351.0	2617.0
352.0	198.0
353.0	2.0
354.0	43.0
355.0	66.0
356.0	164.0
357.0	56.0
358.0	81.0
359.0	132.0
360.0	21.0
361.0	19.0
362.0	349.0
363.0	50.0
364.0	65.0
365.0	6.0
366.0	64.0
367.0	58.0
368.0	125.0
369.0	50.0
370.0	4.0
371.0	103.0
372.0	20.0
373.0	6.0
374.0	18.0
375.0	7.0
376.0	41.0
377.0	5.0
378.0	22.0
379.0	29.0
380.0	45.0
381.0	51.0
382.0	150.0
383.0	32.0
384.0	142.0
386.0	5.0
387.0	18.0
388.0	2.0
389.0	25.0
390.0	68.0
391.0	24.0
392.0	3.0
393.0	48.0
394.0	79.0
395.0	25.0
396.0	1.0
397.0	7.0
398.0	22.0
399.0	27.0
400.0	3.0
403.0	121.0
404.0	99.0
405.0	3.0
406.0	27.0
407.0	17.0
408.0	102.0
409.0	63.0
410.0	35.0
411.0	81.0
412.0	5.0
413.0	7.0
414.0	84.0
415.0	15.0
416.0	2.0
417.0	1.0
418.0	2.0
419.0	55.0
420.0	7.0
421.0	81.0
422.0	2.0
423.0	20.0
424.0	4.0
425.0	3.0
426.0	80.0
427.0	2.0
428.0	71.0
429.0	2.0
430.0	1.0
431.0	57.0
432.0	86.0
433.0	15.0
434.0	9.0
435.0	75.0
436.0	37.0
437.0	13.0
438.0	2.0
439.0	81.0
440.0	16.0
441.0	1.0
442.0	13.0
443.0	92.0
444.0	36.0
445.0	5.0
446.0	10.0
447.0	38.0
448.0	185.0
449.0	181.0
450.0	3.0
451.0	30.0
452.0	1097.0
454.0	62.0
455.0	56.0
456.0	46.0
457.0	28.0
458.0	64.0
459.0	56.0
460.0	29.0
461.0	86.0
462.0	31.0
463.0	6.0
464.0	2.0
467.0	28.0
468.0	1.0
470.0	8.0
471.0	188.0
472.0	41.0
473.0	1.0
475.0	29.0
476.0	127.0
480.0	1.0
481.0	6.0
482.0	1.0
483.0	8.0
484.0	1.0
486.0	21.0
487.0	25.0
488.0	24.0
489.0	27.0
491.0	35.0
493.0	26.0
494.0	1.0
495.0	28.0
496.0	9.0
497.0	22.0
498.0	1.0
499.0	16.0
500.0	3.0
503.0	1.0
505.0	24.0
506.0	52.0
507.0	1.0
509.0	20.0
511.0	12.0
512.0	1.0
514.0	28.0
516.0	1.0
517.0	4.0
518.0	19.0
522.0	2.0
523.0	9.0
524.0	1.0
525.0	3.0
527.0	1.0
528.0	11.0
529.0	26.0
530.0	4.0
531.0	3.0
532.0	32.0
533.0	1.0
534.0	12.0
535.0	6.0
536.0	27.0
539.0	4.0
543.0	16.0
544.0	8.0
545.0	8.0
546.0	3.0
547.0	33.0
548.0	9.0
549.0	2.0
550.0	44.0
552.0	3.0
553.0	1.0
554.0	3.0
555.0	16.0
556.0	13.0
557.0	10.0
558.0	15.0
559.0	42.0
560.0	9.0
561.0	1.0
562.0	5.0
563.0	8.0
567.0	5.0
568.0	32.0
569.0	1.0
570.0	36.0
571.0	7.0
572.0	1.0
573.0	5.0
574.0	5.0
575.0	1.0
577.0	19.0
578.0	21.0
579.0	9.0
580.0	5.0
581.0	1.0
582.0	3.0
583.0	8.0
584.0	6.0
585.0	13.0
587.0	4.0
588.0	49.0
