#GC Content (%)	Sample	HUMAN (hg19)
1.0	3.3773261333743616E-5	0.0
2.0	2.3766369086708468E-5	3.0E-6
3.0	2.376636908670847E-5	3.0E-6
4.0	2.8769815210226044E-5	1.0E-5
5.0	2.7518953679346648E-5	8.0E-6
6.0	2.751895367934665E-5	1.2000000000000002E-5
7.0	2.3766369086708468E-5	6.999999999999999E-6
8.0	2.376636908670847E-5	9.999999999999999E-6
9.0	1.5010338370552718E-5	1.6E-5
10.0	7.505169185276359E-6	1.5000000000000002E-5
11.0	6.254307654396966E-6	1.9999999999999998E-5
12.0	6.254307654396966E-6	1.6E-5
13.0	6.254307654396966E-6	1.6E-5
14.0	3.7525845926381795E-6	2.4999999999999998E-5
15.0	3.7525845926381795E-6	2.2000000000000003E-5
16.0	8.756030716155753E-6	2.6999999999999996E-5
17.0	2.5017230617587863E-6	3.3E-5
18.0	0.0	3.7000000000000005E-5
19.0	3.7525845926381795E-6	4.7000000000000004E-5
20.0	7.505169185276359E-6	5.4999999999999995E-5
21.0	1.1257753777914538E-5	6.400000000000001E-5
22.0	1.5010338370552718E-5	9.3E-5
23.0	1.8762922963190895E-5	1.66E-4
24.0	3.502412286462301E-5	3.03E-4
25.0	1.8888009116278839E-4	7.059999999999999E-4
26.0	8.693487639611783E-4	0.0016020000000000001
27.0	0.0019263267575542655	0.0033690000000000005
28.0	0.003138411580976398	0.006167999999999999
29.0	0.0013121537458924833	0.010352
30.0	0.005294896860212471	0.015647
31.0	0.012183391310765289	0.022148
32.0	0.010908763410799188	0.028808
33.0	0.01902935646926821	0.035106000000000005
34.0	0.022146503404219656	0.041161
35.0	0.02738010804941904	0.047408
36.0	0.027806651831448908	0.052698999999999996
37.0	0.03694169359146112	0.057517000000000006
38.0	0.03853529118180146	0.061487999999999994
39.0	0.042041456052856405	0.063321
40.0	0.05299900306335988	0.060248
41.0	0.04645574639532978	0.055508
42.0	0.047323844297760084	0.051446000000000006
43.0	0.04788297940206317	0.048194
44.0	0.02441306449817312	0.044423
45.0	0.012503611862670416	0.040655000000000004
46.0	0.011507926084090419	0.03652
47.0	0.013325427888458176	0.032315
48.0	0.012982691828997221	0.028137999999999996
49.0	0.021822530267721896	0.02458
50.0	0.02415663788434284	0.020810000000000002
51.0	0.024774563480597263	0.017532
52.0	0.03978114926655734	0.014506999999999997
53.0	0.029092537485192926	0.012007
54.0	0.01562701310527626	0.010018
55.0	0.023138436598207014	0.008414999999999999
56.0	0.024538150651261057	0.007258
57.0	0.03197202072927729	0.006174999999999999
58.0	0.033963392286437286	0.005363000000000001
59.0	0.025406248553691356	0.0046159999999999994
60.0	0.03360939847319841	0.003946
61.0	0.031821917345571764	0.0034579999999999993
62.0	0.026195542179676252	0.002915
63.0	0.015438133014113472	0.0024610000000000005
64.0	0.017366961494729497	0.0019950000000000002
65.0	0.011290276177717403	0.0016779999999999998
66.0	0.011178949501469138	0.0013500000000000003
67.0	0.010448446367435572	0.001069
68.0	0.00846708170252261	8.119999999999999E-4
69.0	0.007293773586557741	6.4E-4
70.0	0.003907691422467224	5.05E-4
71.0	0.003895182807158431	4.0299999999999993E-4
72.0	9.469021788757007E-4	3.2E-4
73.0	4.703239356106518E-4	2.79E-4
74.0	7.880427644540177E-5	2.0700000000000002E-4
75.0	1.7512061432311506E-5	2.0099999999999998E-4
76.0	1.3759476839673326E-5	1.54E-4
77.0	1.5010338370552718E-5	1.12E-4
78.0	8.756030716155753E-6	7.699999999999999E-5
79.0	2.5017230617587863E-6	6.3E-5
80.0	5.003446123517573E-6	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	2.5017230617587863E-6	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	1.2508615308793932E-6	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	1.2508615308793932E-6	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	1.2508615308793932E-6	0.0
94.0	1.1257753777914538E-5	0.0
95.0	8.756030716155753E-6	0.0
96.0	4.753273817341694E-5	0.0
97.0	1.4885252217464778E-4	0.0
98.0	3.0270849047281314E-4	0.0
99.0	4.403032588695464E-4	0.0
100.0	0.002828197921318308	0.0
