#Insert size (bp)	insert size
1.0	183.0
2.0	51.0
3.0	63.0
4.0	16.0
5.0	44.0
6.0	22.0
7.0	21.0
8.0	14.0
9.0	18.0
10.0	28.0
11.0	15.0
12.0	30.0
13.0	35.0
14.0	15.0
15.0	17.0
16.0	8.0
17.0	16.0
18.0	6.0
19.0	7.0
20.0	5.0
21.0	9.0
22.0	2.0
23.0	10.0
24.0	16.0
25.0	8.0
26.0	4.0
27.0	10.0
28.0	6.0
29.0	17.0
30.0	8.0
31.0	10.0
32.0	9.0
33.0	10.0
34.0	6.0
35.0	5.0
36.0	11.0
37.0	7.0
38.0	8.0
39.0	9.0
40.0	8.0
41.0	3.0
42.0	7.0
43.0	11.0
44.0	12.0
45.0	3.0
46.0	7.0
47.0	6.0
48.0	12.0
49.0	8.0
50.0	9.0
51.0	8.0
52.0	10.0
53.0	10.0
54.0	6.0
55.0	10.0
56.0	11.0
57.0	8.0
58.0	12.0
59.0	17.0
60.0	19.0
61.0	10.0
62.0	11.0
63.0	13.0
64.0	19.0
65.0	11.0
66.0	14.0
67.0	9.0
68.0	15.0
69.0	13.0
70.0	8.0
71.0	4.0
72.0	9.0
73.0	7.0
74.0	11.0
75.0	5.0
76.0	2.0
77.0	8.0
78.0	9.0
79.0	8.0
80.0	5.0
81.0	2.0
82.0	5.0
83.0	8.0
84.0	3.0
85.0	3.0
86.0	11.0
87.0	11.0
88.0	4.0
89.0	9.0
90.0	4.0
91.0	8.0
92.0	9.0
93.0	9.0
94.0	13.0
95.0	7.0
96.0	16.0
97.0	23.0
98.0	19.0
99.0	169.0
100.0	55.0
101.0	28.0
102.0	18.0
103.0	42.0
104.0	36.0
105.0	20.0
106.0	36.0
107.0	23.0
108.0	17.0
109.0	25.0
110.0	27.0
111.0	24.0
112.0	23.0
113.0	27.0
114.0	93.0
115.0	16.0
116.0	42.0
117.0	24.0
118.0	44.0
119.0	22.0
120.0	29.0
121.0	29.0
122.0	48.0
123.0	27.0
124.0	27.0
125.0	19.0
126.0	55.0
127.0	19.0
128.0	33.0
129.0	17.0
130.0	21.0
131.0	31.0
132.0	13.0
133.0	17.0
134.0	13.0
135.0	28.0
136.0	63.0
137.0	37.0
138.0	24.0
139.0	23.0
140.0	23.0
141.0	33.0
142.0	25.0
143.0	14.0
144.0	47.0
145.0	14.0
146.0	19.0
147.0	42.0
148.0	31.0
149.0	30.0
150.0	35.0
151.0	52.0
152.0	22.0
153.0	27.0
154.0	17.0
155.0	247.0
156.0	64.0
157.0	9.0
158.0	27.0
159.0	46.0
160.0	18.0
161.0	21.0
162.0	25.0
163.0	25.0
164.0	20.0
165.0	26.0
166.0	23.0
167.0	26.0
168.0	15.0
169.0	137.0
170.0	16.0
171.0	26.0
172.0	24.0
173.0	39.0
174.0	67.0
175.0	39.0
176.0	62.0
177.0	28.0
178.0	14.0
179.0	39.0
180.0	5343.0
181.0	3063.0
182.0	25.0
183.0	12.0
184.0	16.0
185.0	63.0
186.0	50.0
187.0	3878.0
188.0	23.0
189.0	23.0
190.0	30.0
191.0	3393.0
192.0	14.0
193.0	31.0
194.0	39.0
195.0	27.0
196.0	5628.0
197.0	31.0
198.0	2987.0
199.0	4104.0
200.0	40.0
201.0	29.0
202.0	21.0
203.0	277.0
204.0	20.0
205.0	17.0
206.0	44.0
207.0	73.0
208.0	121.0
209.0	19.0
210.0	46.0
211.0	45.0
212.0	71.0
213.0	80.0
214.0	75.0
215.0	205.0
216.0	22624.0
217.0	18059.0
218.0	19485.0
219.0	18745.0
220.0	11244.0
221.0	13900.0
222.0	20692.0
223.0	20659.0
224.0	4513.0
225.0	9934.0
226.0	14961.0
227.0	18919.0
228.0	7976.0
229.0	23327.0
230.0	15758.0
231.0	12624.0
232.0	5914.0
233.0	11923.0
234.0	36321.0
235.0	29974.0
236.0	21130.0
237.0	16241.0
238.0	24801.0
239.0	23423.0
