#Mapping quality	mapping quality
0.0	51854.0
1.0	1254.0
2.0	1243.0
3.0	4285.0
4.0	1105.0
5.0	2060.0
6.0	1392.0
7.0	751.0
8.0	769.0
9.0	958.0
10.0	339.0
11.0	656.0
12.0	626.0
13.0	642.0
14.0	758.0
15.0	598.0
16.0	226.0
17.0	709.0
18.0	683.0
19.0	218.0
20.0	251.0
21.0	188.0
22.0	72.0
23.0	220.0
24.0	115.0
25.0	422.0
26.0	165.0
27.0	670.0
28.0	361.0
29.0	318.0
30.0	14.0
31.0	560.0
32.0	30.0
33.0	320.0
34.0	111.0
36.0	39.0
37.0	65.0
38.0	266.0
39.0	90.0
40.0	100.0
41.0	531.0
42.0	233.0
43.0	676.0
44.0	604.0
45.0	1668.0
46.0	152.0
47.0	248.0
48.0	216.0
49.0	128.0
50.0	246.0
51.0	171.0
52.0	253.0
53.0	140.0
54.0	284.0
55.0	625.0
56.0	686.0
57.0	1438.0
58.0	1524.0
59.0	44495.0
60.0	177437.0
