#Mapping quality	mapping quality
0.0	67367.0
1.0	2560.0
2.0	1838.0
3.0	4465.0
4.0	1236.0
5.0	1799.0
6.0	1778.0
7.0	1122.0
8.0	1040.0
9.0	729.0
10.0	739.0
11.0	486.0
12.0	279.0
13.0	516.0
14.0	671.0
15.0	552.0
16.0	489.0
17.0	904.0
18.0	462.0
19.0	461.0
20.0	126.0
21.0	613.0
22.0	119.0
23.0	373.0
24.0	559.0
25.0	766.0
26.0	558.0
27.0	772.0
28.0	292.0
29.0	159.0
30.0	138.0
31.0	136.0
32.0	32.0
33.0	152.0
34.0	119.0
35.0	99.0
36.0	14.0
37.0	81.0
38.0	272.0
39.0	305.0
40.0	189.0
41.0	226.0
42.0	1077.0
43.0	251.0
44.0	194.0
45.0	2158.0
46.0	216.0
47.0	257.0
48.0	207.0
49.0	30.0
50.0	272.0
51.0	446.0
52.0	290.0
53.0	573.0
54.0	347.0
55.0	229.0
56.0	1114.0
57.0	691.0
58.0	1473.0
59.0	72951.0
60.0	139080.0
