#GC Content (%)	Sample	HUMAN (hg19)
1.0	3.860544608071251E-5	0.0
2.0	1.356407564998007E-5	3.0E-6
3.0	1.356407564998007E-5	3.0E-6
4.0	1.8781027823049327E-5	1.0E-5
5.0	2.2954589561504736E-5	8.0E-6
6.0	1.1477294780752368E-5	1.2000000000000002E-5
7.0	9.390513911524665E-6	6.999999999999999E-6
8.0	1.4607466084593923E-5	9.999999999999999E-6
9.0	1.2520685215366219E-5	1.6E-5
10.0	8.347123476910813E-6	1.5000000000000002E-5
11.0	8.347123476910813E-6	1.9999999999999998E-5
12.0	6.26034260768311E-6	1.6E-5
13.0	1.0433904346138516E-6	1.6E-5
14.0	4.1735617384554065E-6	2.4999999999999998E-5
15.0	3.130171303841555E-6	2.2000000000000003E-5
16.0	3.130171303841555E-6	2.6999999999999996E-5
17.0	1.0433904346138517E-5	3.3E-5
18.0	2.0867808692277032E-6	3.7000000000000005E-5
19.0	4.1735617384554065E-6	4.7000000000000004E-5
20.0	6.260342607683109E-6	5.4999999999999995E-5
21.0	1.0433904346138517E-5	6.400000000000001E-5
22.0	2.7128151299960145E-5	9.3E-5
23.0	2.1911199126890887E-5	1.66E-4
24.0	4.9039350426851025E-5	3.03E-4
25.0	2.0554791561892878E-4	7.059999999999999E-4
26.0	9.588758094101296E-4	0.0016020000000000001
27.0	0.001940706208381764	0.0033690000000000005
28.0	0.003262681889037514	0.006167999999999999
29.0	0.001441965580636343	0.010352
30.0	0.005685434478210878	0.015647
31.0	0.011859175679821038	0.022148
32.0	0.011307222139910311	0.028808
33.0	0.018664168094372578	0.035106000000000005
34.0	0.02260296698503987	0.041161
35.0	0.02602424422013869	0.047408
36.0	0.028634807087542548	0.052698999999999996
37.0	0.039153226058884785	0.057517000000000006
38.0	0.037842727673009786	0.061487999999999994
39.0	0.04389856575550859	0.063321
40.0	0.056294044118721145	0.060248
41.0	0.05009943510841871	0.055508
42.0	0.04588831131431719	0.051446000000000006
43.0	0.042515030039210616	0.048194
44.0	0.024842082857721198	0.044423
45.0	0.013093506563969223	0.040655000000000004
46.0	0.013890656856014207	0.03652
47.0	0.01567381110876928	0.032315
48.0	0.014911092701066553	0.028137999999999996
49.0	0.021735909533875757	0.02458
50.0	0.02504867416377474	0.020810000000000002
51.0	0.02336464200230798	0.017532
52.0	0.031405008691442325	0.014506999999999997
53.0	0.028136066459797125	0.012007
54.0	0.015783367104403735	0.010018
55.0	0.022398462459855554	0.008414999999999999
56.0	0.02229934036856724	0.007258
57.0	0.03029171109770934	0.006174999999999999
58.0	0.03299513571379383	0.005363000000000001
59.0	0.025013198888997865	0.0046159999999999994
60.0	0.032006001581779894	0.003946
61.0	0.03111181597931583	0.0034579999999999993
62.0	0.026229792135757615	0.002915
63.0	0.016561736368625665	0.0024610000000000005
64.0	0.02127473096177644	0.0019950000000000002
65.0	0.012304703395401151	0.0016779999999999998
66.0	0.012594765936223802	0.0013500000000000003
67.0	0.009992550192296857	0.001069
68.0	0.008865688522913898	8.119999999999999E-4
69.0	0.006621355698059502	6.4E-4
70.0	0.0036737777202753715	5.05E-4
71.0	0.0030352227742916943	4.0299999999999993E-4
72.0	7.564580650950425E-4	3.2E-4
73.0	3.996185364571052E-4	2.79E-4
74.0	7.408072085758346E-5	2.0700000000000002E-4
75.0	1.4607466084593923E-5	2.0099999999999998E-4
76.0	1.878102782304933E-5	1.54E-4
77.0	1.0433904346138517E-5	1.12E-4
78.0	7.3037330422969616E-6	7.699999999999999E-5
79.0	3.130171303841555E-6	6.3E-5
80.0	3.130171303841555E-6	3.7E-5
81.0	2.0867808692277032E-6	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	2.0867808692277032E-6	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	1.0433904346138516E-6	1.0E-6
87.0	1.0433904346138516E-6	0.0
88.0	0.0	0.0
89.0	1.0433904346138516E-6	0.0
90.0	1.0433904346138516E-6	0.0
91.0	0.0	0.0
92.0	0.0	0.0
93.0	3.130171303841555E-6	0.0
94.0	6.260342607683109E-6	0.0
95.0	2.0867808692277035E-5	0.0
96.0	5.947325477298954E-5	0.0
97.0	1.5650856519207774E-4	0.0
98.0	4.1526939297631296E-4	0.0
99.0	5.676043964299353E-4	0.0
100.0	0.003719686899398381	0.0
