Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
NS.2150.TSP0150---TSP200X.BS_202_R1	92.25420186528814	46.0	234.61599975547227	242	27.27272727272727	261729.0
NS.2150.TSP0150---TSP200X.BS_202_R2	91.94783385715166	47.0	234.6608045233253	242	36.36363636363637	259632.0
NS.2150.TSP0151---TSP200X.BS_233_R1	94.31922749479665	48.0	235.07956076158217	247	27.27272727272727	1743108.0
NS.2150.TSP0151---TSP200X.BS_233_R2	94.34499111532294	48.0	236.2534191713833	247	36.36363636363637	1731633.0
NS.2150.TSP0152---TSP200X.BS_238_R1	92.87003561261271	48.0	234.33427551605814	242	27.27272727272727	739064.0
NS.2150.TSP0152---TSP200X.BS_238_R2	91.61574608454002	48.0	234.92757971783524	242	36.36363636363637	731204.0
NS.2150.TSP0153---TSP200X.BS_245_R1	93.52389418480206	47.0	234.73712209679513	242	27.27272727272727	1086687.0
NS.2150.TSP0153---TSP200X.BS_245_R2	93.46074771637143	47.0	235.83709359564835	242	36.36363636363637	1079313.0
NS.2150.TSP0154---TSP200X.BS_248_R1	95.58449397333621	48.0	235.3635335872845	247	27.27272727272727	3668159.0
NS.2150.TSP0154---TSP200X.BS_248_R2	94.79871099408187	48.0	236.11708058584694	247	36.36363636363637	3637264.0
NS.2150.TSP0155---TSP200X.BS_253_R1	92.80208926980684	47.0	234.63267582566547	242	27.27272727272727	903665.0
NS.2150.TSP0155---TSP200X.BS_253_R2	92.75800269773255	48.0	235.7835075201244	247	36.36363636363637	897791.0
NS.2150.TSP0157---TSP200X.BS_255_R1	94.38473344936615	47.0	234.60643336844754	242	27.27272727272727	2115004.0
NS.2150.TSP0157---TSP200X.BS_255_R2	94.72728224120935	47.0	236.21805912804106	247	36.36363636363637	2104044.0
NS.2150.TSP0158---TSP200X.BS_256_R1	95.89484654672086	48.0	235.6740335965554	242	27.27272727272727	3791222.0
NS.2150.TSP0158---TSP200X.BS_256_R2	94.35681581458448	48.0	235.8738534525532	242	36.36363636363637	3750717.0
NS.2150.TSP0159---TSP200X.BS_257_R1	93.90303005129606	47.0	234.622642594657	247	27.27272727272727	1912484.0
NS.2150.TSP0159---TSP200X.BS_257_R2	94.18775256505543	47.0	236.24114815428257	247	36.36363636363637	1901835.0
NS.2150.TSP0160---TSP200X.BS_258_R1	95.91907947773313	47.0	235.90591691708897	247	27.27272727272727	4037846.0
NS.2150.TSP0160---TSP200X.BS_258_R2	94.61866201578495	47.0	236.3175114962867	247	36.36363636363637	3995638.0
NS.2150.TSP0161---TSP200X.BS_259_R1	95.44621915038566	47.0	234.1688122157153	242	27.27272727272727	3104722.0
NS.2150.TSP0161---TSP200X.BS_259_R2	95.46320598426232	47.0	235.59325355365561	242	36.36363636363637	3086751.0
NS.2150.TSP0162---TSP200X.BS_260_R1	95.31217655504005	47.0	234.79873074538668	247	27.27272727272727	3453523.0
NS.2150.TSP0162---TSP200X.BS_260_R2	95.38752582300351	47.0	236.19221777621541	247	36.36363636363637	3433543.0
NS.2150.TSP0163---TSP200X.BS_261_R1	91.25468642917613	47.0	233.5597332150808	242	27.27272727272727	446502.0
NS.2150.TSP0163---TSP200X.BS_261_R2	90.82045189675577	48.0	234.27755693881053	242	36.36363636363637	442756.0
NS.2150.TSP0164---TSP200X.BS_262_R2	91.78172972262882	47.0	234.71513390008633	242	36.36363636363637	852576.0
NS.2150.TSP0165---TSP200X.BS_263_R1	94.4196184976355	47.0	234.73357243543106	247	27.27272727272727	1759360.0
NS.2150.TSP0165---TSP200X.BS_263_R2	94.46808924296046	47.0	236.1275887051628	247	36.36363636363637	1748799.0
NS.2150.TSP0166---TSP200X.BS_264_R1	91.12152503107696	47.0	234.3963124364335	242	27.27272727272727	283168.0
NS.2150.TSP0166---TSP200X.BS_264_R2	90.69527212108044	48.0	235.29041565297305	242	36.36363636363637	280739.0
NS.2150.TSP0167---TSP200X.BS_265_R1	94.41839674883715	46.0	234.16684462896944	242	27.27272727272727	1559319.0
NS.2150.TSP0167---TSP200X.BS_265_R2	94.43031880773316	46.0	235.39582636910762	242	36.36363636363637	1549586.0
NS.2150.TSP0168---TSP200X.BS_266_R1	94.83726092704178	47.0	234.60296113867662	242	27.27272727272727	2070825.0
NS.2150.TSP0168---TSP200X.BS_266_R2	94.64105425216684	47.0	235.81294987818458	247	36.36363636363637	2056390.0
NS.2150.TSP0169---TSP200X.BS_267_R1	91.01187832124114	48.0	235.0910863234786	242	27.27272727272727	243132.0
NS.2150.TSP0169---TSP200X.BS_267_R2	90.88504695719838	48.0	236.18736522311394	247	36.36363636363637	241603.0
NS.2150.TSP0170---TSP200X.BS_268_R1	95.28953074434655	47.0	234.89064222429735	247	27.27272727272727	3512480.0
NS.2150.TSP0170---TSP200X.BS_268_R2	95.42364089918962	47.0	236.28170983413378	247	36.36363636363637	3493719.0
NS.2150.TSP0171---TSP200X.BS_269_R1	94.18294086296963	48.0	235.04260990991497	247	27.27272727272727	1960037.0
NS.2150.TSP0171---TSP200X.BS_269_R2	94.30589850717332	48.0	236.36833154144395	247	36.36363636363637	1948595.0
NS.2150.TSP0173---TSP200X.BS_271_R1	88.11334289813486	48.0	220.14916786226686	237	36.36363636363637	69700.0
NS.2150.TSP0173---TSP200X.BS_271_R2	87.80604202519197	48.0	221.07637131411877	237	36.36363636363637	69149.0
NS.2150.TSP0174---TSP200X.BS_272_R1	93.90723725162918	48.0	234.6636135027791	242	27.27272727272727	1452264.0
NS.2150.TSP0174---TSP200X.BS_272_R2	93.81301230822794	48.0	235.76834010573688	242	36.36363636363637	1441881.0
NS.2150.TSP0175---TSP200X.BS_273_R1	94.53979304289258	47.0	234.70820303022322	242	27.27272727272727	1784621.0
NS.2150.TSP0175---TSP200X.BS_273_R2	94.58582402419708	47.0	235.99003855225757	242	36.36363636363637	1773437.0
NS.2150.TSP0176---TSP200X.BS_274_R1	95.29861582880267	47.0	235.16145749910507	242	27.27272727272727	2790753.0
NS.2150.TSP0176---TSP200X.BS_274_R2	95.0742116273038	47.0	236.19504459775487	247	36.36363636363637	2773458.0
NS.2150.TSP0177---TSP200X.BS_275_R1	94.29787510559491	47.0	232.80327157685986	237	27.27272727272727	1662012.0
NS.2150.TSP0177---TSP200X.BS_275_R2	95.15919210302276	47.0	234.4638169005319	237	36.36363636363637	1655013.0
NS.2150.TSP0178---TSP200X.BS_276_R1	93.51293768671643	46.0	232.21430282689096	237	27.27272727272727	897417.0
NS.2150.TSP0178---TSP200X.BS_276_R2	93.81462242798816	46.0	233.98071691398914	237	36.36363636363637	892492.0
NS.2150.TSP0179---TSP200X.BS_277_R1	94.77808391626243	49.0	234.79030658305433	242	27.27272727272727	2717143.0
NS.2150.TSP0179---TSP200X.BS_277_R2	94.8491828397594	49.0	236.11509516649974	242	36.36363636363637	2701686.0
NS.2150.TSP0180---TSP200X.BS_278_R1	94.95418911384688	47.0	234.60998244414353	242	27.27272727272727	2291543.0
NS.2150.TSP0180---TSP200X.BS_278_R2	94.88975810136472	47.0	235.92937774840777	242	36.36363636363637	2277455.0
NS.2150.TSP0181---TSP200X.BS_279_R1	93.64094009156575	47.0	235.20141751718214	247	27.27272727272727	1290002.0
NS.2150.TSP0181---TSP200X.BS_279_R2	93.44347299141936	47.0	236.22772451966176	247	36.36363636363637	1280556.0
NS.2150.TSP0182---TSP200X.BS_280_R1	93.27024116132054	48.0	234.55514586747833	242	27.27272727272727	1067750.0
NS.2150.TSP0182---TSP200X.BS_280_R2	93.31202893726645	48.0	235.6718984706285	242	36.36363636363637	1060501.0
NS.2150.TSP0183---TSP200X.BS_281_R1	92.5640561820217	47.0	233.98316905881376	242	27.27272727272727	735253.0
NS.2150.TSP0183---TSP200X.BS_281_R2	93.47502215594783	47.0	235.37891655025405	242	36.36363636363637	732309.0
NS.2150.TSP0185---TSP200X.BS_283_R1	93.60047170201825	46.0	233.55833587060206	242	27.27272727272727	1087127.0
NS.2150.TSP0185---TSP200X.BS_283_R2	93.66046468573545	46.0	234.9112265111543	242	36.36363636363637	1080300.0
NS.2150.TSP0186---TSP200X.BS_284_R1	94.29831334893176	47.0	234.89835753926144	247	27.27272727272727	1961021.0
NS.2150.TSP0186---TSP200X.BS_284_R2	94.38169852740508	47.0	236.18248804706576	247	36.36363636363637	1949103.0
NS.2150.TSP0187---TSP200X.BS_285_R1	92.85928744091045	47.0	234.72976272137348	242	27.27272727272727	912598.0
NS.2150.TSP0187---TSP200X.BS_285_R2	93.09139968652383	47.0	235.95764765014118	247	36.36363636363637	907246.0
NS.2150.TSP0188---TSP200X.BS_286_R1	95.25684479051236	48.0	235.3255739958872	247	27.27272727272727	2680899.0
NS.2150.TSP0188---TSP200X.BS_286_R2	94.5640907444501	48.0	236.17185308097154	247	36.36363636363637	2658934.0
NS.2150.TSP0189---TSP200X.BS_287_R1	93.6242924465821	47.0	235.1922896914287	247	27.27272727272727	1358908.0
NS.2150.TSP0189---TSP200X.BS_287_R2	93.6561168634615	48.0	236.3570427955608	247	36.36363636363637	1349883.0
NS.2150.TSP0190---TSP200X.BS_288_R1	95.19726580580323	47.0	235.06475890097528	242	27.27272727272727	3164260.0
NS.2150.TSP0190---TSP200X.BS_288_R2	95.21338475138276	48.0	236.22544288073942	247	36.36363636363637	3144526.0
NS.2150.TSP0191---TSP200X.BS_289_R1	93.63547607938122	48.0	234.93266508450998	242	27.27272727272727	1043723.0
NS.2150.TSP0191---TSP200X.BS_289_R2	92.98750940876708	48.0	235.61606142970746	242	36.36363636363637	1034939.0
NS.2150.TSP0193---TSP200X.BS_291_R1	95.01991357216262	48.0	235.1275042597967	242	27.27272727272727	2416782.0
NS.2150.TSP0193---TSP200X.BS_291_R2	94.3292773919676	48.0	235.76809261683042	242	36.36363636363637	2395245.0
NS.2150.TSP0195---TSP200X.BS_293_R1	94.28689393261934	49.0	237.0535845093335	242	27.27272727272727	525581.0
NS.2150.TSP0195---TSP200X.BS_293_R2	94.05218284697837	49.0	236.73581379479552	242	36.36363636363637	521704.0
NS.2150.TSP0196---TSP200X.BS_294_R1	95.28583643169114	47.0	235.60850607849505	247	27.27272727272727	3460396.0
NS.2150.TSP0196---TSP200X.BS_294_R2	95.17163501659616	47.0	236.74585768463294	247	36.36363636363637	3436846.0
NS.2150.TSP0197---TSP200X.BS_295_R1	89.70065190064605	49.0	236.5654093137016	247	27.27272727272727	205246.0
NS.2150.TSP0197---TSP200X.BS_295_R2	88.90537049225419	49.0	236.55904397968507	247	36.36363636363637	203594.0
NS.2150.TSP0198---TSP200X.BS_296_R1	93.81515668347815	47.0	234.6387569265004	242	27.27272727272727	1366130.0
NS.2150.TSP0198---TSP200X.BS_296_R2	94.11095791942117	47.0	236.09038604305866	242	36.36363636363637	1357776.0
NS.2150.TSP0201---TSP200X.BS_299_R1	95.19647540209124	48.0	234.75164762248917	242	27.27272727272727	3210080.0
NS.2150.TSP0201---TSP200X.BS_299_R2	95.57428349308269	48.0	236.3814215579291	242	36.36363636363637	3193637.0
NS.2150.TSP0202---TSP200X.BS_300_R1	93.70696866805858	48.0	234.63513929603306	242	27.27272727272727	1422510.0
NS.2150.TSP0202---TSP200X.BS_300_R2	94.09906079492079	48.0	236.22692755461026	242	36.36363636363637	1414707.0
NS.2150.TSP0203---TSP200X.BS_301_R1	92.56717873689344	45.0	233.2128992928554	237	27.27272727272727	615150.0
NS.2150.TSP0203---TSP200X.BS_301_R2	92.92272892198363	46.0	234.59729899353758	242	36.36363636363637	611846.0
NS.2150.TSP0204---TSP200X.BS_302_R1	94.46996987968272	47.0	236.1819231631253	242	36.36363636363637	731732.0
NS.2150.TSP0204---TSP200X.BS_302_R2	94.60127965795081	47.0	236.39779175774817	242	36.36363636363637	726913.0
NS.2150.TSP0205---TSP200X.BS_303_R1	92.91063514522433	47.0	235.09686714135958	242	27.27272727272727	1047414.0
NS.2150.TSP0205---TSP200X.BS_303_R2	92.96581967228873	47.0	236.30889757436753	247	36.36363636363637	1040306.0
NS.2150.TSP0209---TSP200X.BS_307_R1	94.66746570225749	47.0	234.87681770692257	242	27.27272727272727	2196655.0
NS.2150.TSP0209---TSP200X.BS_307_R2	94.9731507287836	47.0	236.2921510091272	242	36.36363636363637	2185007.0
NS.2150.TSP0210---TSP200X.BS_308_R1	94.30537133297484	47.0	234.64329927705086	242	18.181818181818183	1673700.0
NS.2150.TSP0210---TSP200X.BS_308_R2	94.46746661184626	47.0	236.2359285266895	242	36.36363636363637	1663614.0
NS.2150.TSP0211---TSP200X.BS_309_R1	94.38588289365579	47.0	235.27218736639588	242	27.27272727272727	1871200.0
NS.2150.TSP0211---TSP200X.BS_309_R2	94.23105984742666	47.0	236.39004934471703	247	36.36363636363637	1857747.0
NS.2150.TSP0212---TSP200X.BS_310_R1	93.57223696172471	48.0	234.550441988298	242	27.27272727272727	1185778.0
NS.2150.TSP0212---TSP200X.BS_310_R2	93.89999550591142	48.0	235.49230366132548	242	36.36363636363637	1179327.0
NS.2150.TSP0213---TSP200X.BS_311_R1	95.17904462144004	47.0	235.24233520703237	247	27.27272727272727	3079470.0
NS.2150.TSP0213---TSP200X.BS_311_R2	95.37815476650057	47.0	236.58938097872834	247	36.36363636363637	3063465.0
NS.2150.TSP0217---TSP200X.BS_315_R1	93.11512289131475	47.0	234.58447694541414	242	27.27272727272727	1073062.0
NS.2150.TSP0217---TSP200X.BS_315_R2	93.34406598705702	47.0	235.629639949489	242	36.36363636363637	1065906.0
NS.2150.TSP0218---TSP200X.BS_316_R1	93.12407202158138	49.0	239.6379368033627	247	36.36363636363637	191276.0
NS.2150.TSP0218---TSP200X.BS_316_R2	93.16876971608832	49.0	238.29009989484751	247	36.36363636363637	190200.0
NS.2150.TSP0219---TSP200X.BS_317_R1	95.79979685759872	48.0	235.3846364872696	242	27.27272727272727	5125130.0
NS.2150.TSP0219---TSP200X.BS_317_R2	95.75334142361326	48.0	236.66327783923145	247	36.36363636363637	5095076.0
NS.2150.TSP0220---TSP200X.BS_318_R1	90.80957637117953	48.0	233.38800289270353	242	27.27272727272727	394095.0
NS.2150.TSP0220---TSP200X.BS_318_R2	90.7661630493136	48.0	234.7615870337705	242	36.36363636363637	391170.0
NS.2150.TSP0221---TSP200X.BS_319_R1	92.99244500196893	47.0	236.06097382747325	242	36.36363636363637	492654.0
NS.2150.TSP0221---TSP200X.BS_319_R2	93.2236709147585	47.0	236.42194309884113	242	36.36363636363637	489867.0
NS.2150.TSP0225---TSP200X.BS_323_R1	85.78223838222843	49.0	237.0699307665488	247	27.27272727272727	40154.0
NS.2150.TSP0225---TSP200X.BS_323_R2	87.40996398559423	49.0	237.72734093637456	247	36.36363636363637	39984.0
NS.2150.TSP0226---TSP200X.BS_324_R1	94.67674077684363	47.0	235.41404750215344	247	27.27272727272727	2040918.0
NS.2150.TSP0226---TSP200X.BS_324_R2	94.28781867202775	47.0	236.16590595624902	247	36.36363636363637	2025738.0
NS.2150.TSP0227---TSP200X.BS_325_R1	94.78073004264452	47.0	235.24846445733291	247	27.27272727272727	2453530.0
NS.2150.TSP0227---TSP200X.BS_325_R2	94.83772623883097	47.0	236.55429638726636	247	36.36363636363637	2438735.0
NS.2150.TSP0228---TSP200X.BS_326_R1	94.23086891293691	47.0	235.15040956839445	247	27.27272727272727	1350446.0
NS.2150.TSP0228---TSP200X.BS_326_R2	93.96110160632891	47.0	236.25891151051923	247	36.36363636363637	1340261.0
NS.2150.TSP0229---TSP200X.BS_327_R1	93.56393405779308	47.0	235.06493084891642	247	27.27272727272727	1201355.0
NS.2150.TSP0229---TSP200X.BS_327_R2	93.64345852968582	47.0	236.23070690244606	247	36.36363636363637	1193432.0
NS.2150.TSP0233---TSP200X.BS_331_R1	93.66633409018434	48.0	235.18759845564074	242	27.27272727272727	1461318.0
NS.2150.TSP0233---TSP200X.BS_331_R2	94.27858181780671	48.0	236.37323595451528	247	36.36363636363637	1454115.0
NS.2150.TSP0234---TSP200X.BS_332_R1	92.70472362118622	48.0	235.06781253369064	242	27.27272727272727	779148.0
NS.2150.TSP0234---TSP200X.BS_332_R2	92.41540588747344	48.0	236.05677289677197	242	36.36363636363637	773133.0
NS.2150.TSP0235---TSP200X.BS_333_R1	94.07983153594029	47.0	235.55353316286374	247	27.27272727272727	1429385.0
NS.2150.TSP0235---TSP200X.BS_333_R2	93.6423453205429	47.0	236.34607555011448	247	36.36363636363637	1417205.0
NS.2150.TSP0236---TSP200X.BS_334_R1	94.69293097119574	47.0	235.48153462476665	242	27.27272727272727	1942338.0
NS.2150.TSP0236---TSP200X.BS_334_R2	94.23225695315058	48.0	236.4551969615209	247	36.36363636363637	1927280.0
NS.2150.TSP0237---TSP200X.BS_335_R1	92.18389114136448	48.0	236.50937739197866	242	27.27272727272727	299177.0
NS.2150.TSP0237---TSP200X.BS_335_R2	91.51614761027493	48.0	236.36958813405766	242	36.36363636363637	296917.0
NS.2150.TSP0241---TSP200X.BS_339_R1	93.91014233194666	47.0	234.12905090624682	242	27.27272727272727	1323315.0
NS.2150.TSP0241---TSP200X.BS_339_R2	94.11092948108724	48.0	235.3139851739213	242	36.36363636363637	1315250.0
NS.2150.TSP0242---TSP200X.BS_340_R1	94.41720310682275	47.0	233.29755597390965	237	27.27272727272727	1195691.0
NS.2150.TSP0242---TSP200X.BS_340_R2	93.90957603756566	47.0	234.08672050851888	237	36.36363636363637	1186190.0
NS.2150.TSP0243---TSP200X.BS_341_R1	92.70346602190565	49.0	233.99424918390963	242	27.27272727272727	772586.0
NS.2150.TSP0243---TSP200X.BS_341_R2	92.60883235075791	49.0	234.97812981476093	242	36.36363636363637	766523.0
NS.2150.TSP0244---TSP200X.BS_342_R1	94.12925362634546	48.0	233.98268906934672	242	27.27272727272727	1310617.0
NS.2150.TSP0244---TSP200X.BS_342_R2	93.9691987935323	48.0	235.04992590246798	242	36.36363636363637	1300988.0
NS.2150.TSP0245---TSP200X.BS_343_R1	94.94284038757057	49.0	234.0697659721008	242	27.27272727272727	2167733.0
NS.2150.TSP0245---TSP200X.BS_343_R2	89.22146044094775	49.0	232.26295275730712	237	36.36363636363637	2106675.0
NS.2150.TSP0246---TSP200X.BS_344_R1	94.14753159425464	48.0	234.5742951574072	242	27.27272727272727	806634.0
NS.2150.TSP0246---TSP200X.BS_344_R2	94.26695023606528	48.0	235.08296650180557	242	36.36363636363637	801685.0
NS.2150.TSP0247---TSP200X.BS_345_R1	93.58836647246319	47.0	233.00186127878513	237	27.27272727272727	1027788.0
NS.2150.TSP0247---TSP200X.BS_345_R2	93.89458140427566	48.0	234.5461857535663	237	36.36363636363637	1021224.0
NS.2150.TSP0248---TSP200X.BS_346_R1	90.93484419263456	47.0	231.89738039914695	237	27.27272727272727	219919.0
NS.2150.TSP0248---TSP200X.BS_346_R2	91.48730892513386	47.0	233.44999245531488	237	36.36363636363637	218697.0
NS.2150.TSP0249---TSP200X.BS_347_R1	95.57487950606803	48.0	234.34271688664344	242	27.27272727272727	2931370.0
NS.2150.TSP0249---TSP200X.BS_347_R2	95.0834377774251	48.0	235.1767517221526	242	36.36363636363637	2907553.0
NS.2150.TSP0250---TSP200X.BS_348_R1	93.9365638673768	49.0	233.98703560415169	242	27.27272727272727	1329873.0
NS.2150.TSP0250---TSP200X.BS_348_R2	93.91741772895726	49.0	235.11540511928905	242	36.36363636363637	1320574.0
NS.2150.TSP0251---TSP200X.BS_349_R1	94.51502780086992	48.0	234.19867874829342	242	36.36363636363637	1513262.0
NS.2150.TSP0251---TSP200X.BS_349_R2	94.815901261085	48.0	235.28153443527634	242	36.36363636363637	1504736.0
NS.2150.TSP0252---TSP200X.BS_350_R1	89.41149505708927	49.0	233.7205370552436	242	27.27272727272727	165793.0
NS.2150.TSP0252---TSP200X.BS_350_R2	90.57887181475132	49.0	235.15334621464956	242	36.36363636363637	165097.0
NS.2150.TSP0253---TSP200X.BS_351_R1	93.86462449761892	48.0	233.7450522583353	242	27.27272727272727	1308021.0
NS.2150.TSP0253---TSP200X.BS_351_R2	94.13840444555541	48.0	235.03172880573769	242	36.36363636363637	1300175.0
NS.2150.TSP0254---TSP200X.BS_352_R1	93.4795561013326	48.0	233.3625816770516	242	27.27272727272727	1319220.0
NS.2150.TSP0254---TSP200X.BS_352_R2	94.1845959463177	48.0	235.14542777649498	242	36.36363636363637	1312239.0
NS.2150.TSP0255---TSP200X.BS_353_R1	94.77456255062944	49.0	234.19965779462126	242	27.27272727272727	2053153.0
NS.2150.TSP0255---TSP200X.BS_353_R2	94.75669868948239	49.0	235.31150315536647	242	36.36363636363637	2038432.0
NS.2150.TSP0256---TSP200X.BS_354_R1	95.41985452620514	48.0	234.01841961839142	242	27.27272727272727	3177916.0
NS.2150.TSP0256---TSP200X.BS_354_R2	95.35823139335119	49.0	235.36059330235088	242	36.36363636363637	3156839.0
NS.2150.TSP0257---TSP200X.BS_355_R1	94.81106301286728	48.0	234.2502214183635	242	27.27272727272727	1928476.0
NS.2150.TSP0257---TSP200X.BS_355_R2	94.61427855418064	48.0	235.32928688220574	242	36.36363636363637	1914270.0
NS.2150.TSP0258---TSP200X.BS_356_R1	93.16794357290527	48.0	234.00041448781872	242	27.27272727272727	986760.0
NS.2150.TSP0258---TSP200X.BS_356_R2	93.53490172903909	48.0	235.46481909788378	242	36.36363636363637	981470.0
NS.2150.TSP0259---TSP200X.BS_357_R1	95.69605574555857	48.0	234.49695622026442	242	27.27272727272727	3373273.0
NS.2150.TSP0259---TSP200X.BS_357_R2	95.40833277852313	48.0	235.4571009468885	242	36.36363636363637	3348652.0
NS.2150.TSP0260---TSP200X.BS_358_R1	95.4780019440538	47.0	234.0855274790797	242	27.27272727272727	2918220.0
NS.2150.TSP0260---TSP200X.BS_358_R2	95.45564333314401	47.0	235.30592249400394	242	36.36363636363637	2900653.0
NS.2150.TSP0261---TSP200X.BS_359_R1	94.78625014885087	49.0	234.77300880063055	242	36.36363636363637	1410808.0
NS.2150.TSP0261---TSP200X.BS_359_R2	94.94663540335166	49.0	235.36735060515045	242	36.36363636363637	1402709.0
NS.2150.TSP0262---TSP200X.BS_360_R1	95.03706754840002	48.0	233.90487635394297	242	27.27272727272727	2547190.0
NS.2150.TSP0262---TSP200X.BS_360_R2	95.4445902547616	48.0	235.46933586791454	242	36.36363636363637	2534541.0
NS.2150.TSP0263---TSP200X.BS_361_R1	95.26066624874048	48.0	234.03237674310142	237	27.27272727272727	2285653.0
NS.2150.TSP0263---TSP200X.BS_361_R2	94.97034203471868	48.0	234.71511196496084	237	36.36363636363637	2269460.0
NS.2150.TSP0264---TSP200X.BS_362_R1	95.38639814217959	48.0	234.2918626966244	242	27.27272727272727	2950867.0
NS.2150.TSP0264---TSP200X.BS_362_R2	95.33460907256136	48.0	235.44762765510646	242	36.36363636363637	2931003.0
NS.2150.TSP0265---TSP200X.BS_363_R1	95.11402163620112	48.0	233.48303954311837	237	27.27272727272727	2386964.0
NS.2150.TSP0265---TSP200X.BS_363_R2	95.32188129962456	48.0	234.8397801559512	242	36.36363636363637	2372409.0
NS.2150.TSP0266---TSP200X.BS_364_R1	90.26326385826319	48.0	232.4181478853885	237	27.27272727272727	156459.0
NS.2150.TSP0266---TSP200X.BS_364_R2	90.62610541209763	48.0	233.392957520018	237	36.36363636363637	155485.0
NS.2150.TSP0267---TSP200X.BS_365_R1	94.7877614384768	48.0	233.34163526480035	237	27.27272727272727	2229963.0
NS.2150.TSP0267---TSP200X.BS_365_R2	94.96738000489792	48.0	234.81713139805683	237	36.36363636363637	2216083.0
NS.2150.TSP0268---TSP200X.BS_366_R1	94.85428161655885	48.0	233.47487017537358	237	27.27272727272727	2050651.0
NS.2150.TSP0268---TSP200X.BS_366_R2	94.93365974195635	48.0	234.67255312809988	237	36.36363636363637	2037387.0
NS.2150.TSP0269---TSP200X.BS_367_R1	94.46284031102674	48.0	232.83127346569586	237	27.27272727272727	1443863.0
NS.2150.TSP0269---TSP200X.BS_367_R2	94.37460251933011	48.0	233.84834787508228	237	36.36363636363637	1434032.0
NS.2150.TSP0270---TSP200X.BS_368_R1	94.93688871739755	48.0	233.2193087047648	237	27.27272727272727	2122711.0
NS.2150.TSP0270---TSP200X.BS_368_R2	94.91178888654692	49.0	234.44058734229083	237	36.36363636363637	2108549.0
NS.2150.TSP0271---TSP200X.BS_369_R1	94.43641252006127	48.0	233.92093449284008	242	27.27272727272727	1877810.0
NS.2150.TSP0271---TSP200X.BS_369_R2	94.78309171705398	49.0	235.19550831551388	242	36.36363636363637	1866872.0
NS.2150.TSP0272---TSP200X.BS_370_R1	95.10370310958781	48.0	233.71864259764928	237	27.27272727272727	2234297.0
NS.2150.TSP0272---TSP200X.BS_370_R2	94.87460969088531	48.0	234.68277208548344	237	36.36363636363637	2218301.0
NS.2150.TSP0273---TSP200X.BS_371_R1	95.10146696199912	49.0	233.57549905297518	242	27.27272727272727	2989362.0
NS.2150.TSP0273---TSP200X.BS_371_R2	94.84086003256179	49.0	234.68718086862063	242	36.36363636363637	2966059.0
NS.2150.TSP0274---TSP200X.BS_372_R1	94.92654762280478	48.0	234.0423735220501	242	27.27272727272727	2222166.0
NS.2150.TSP0274---TSP200X.BS_372_R2	94.70051089590804	48.0	235.22947373384164	242	36.36363636363637	2205747.0
NS.2150.TSP0275---TSP200X.BS_373_R1	94.02069066102717	48.0	234.09940848310472	242	27.27272727272727	1206728.0
NS.2150.TSP0275---TSP200X.BS_373_R2	94.13999199759928	48.0	235.24288036410923	242	36.36363636363637	1199640.0
NS.2150.TSP0276---TSP200X.BS_374_R1	95.0118105458745	48.0	234.19055770555156	242	27.27272727272727	2377007.0
NS.2150.TSP0276---TSP200X.BS_374_R2	95.06556234831305	48.0	235.42764914199236	242	36.36363636363637	2362916.0
NS.2150.TSP0277---TSP200X.BS_375_R1	89.47200194821997	49.0	233.07604146055616	237	27.27272727272727	65701.0
NS.2150.TSP0277---TSP200X.BS_375_R2	89.46819923371648	49.0	234.37469731800766	237	36.36363636363637	65250.0
NS.2150.TSP0278---TSP200X.BS_376_R1	92.85231299914598	47.0	231.64441076923362	237	27.27272727272727	539797.0
NS.2150.TSP0278---TSP200X.BS_376_R2	93.15903619845427	47.0	233.36006357274346	237	36.36363636363637	536708.0
NS.2150.TSP0279---TSP200X.BS_377_R1	95.29168330154982	48.0	233.26249258881742	237	27.27272727272727	2804883.0
NS.2150.TSP0279---TSP200X.BS_377_R2	95.33645563564815	48.0	234.6395540340389	237	36.36363636363637	2786401.0
NS.2150.TSP0280---TSP200X.BS_378_R1	94.78411662610922	47.0	233.28362911498613	237	27.27272727272727	1338431.0
NS.2150.TSP0280---TSP200X.BS_378_R2	93.86621434106567	47.0	234.0615559205885	237	36.36363636363637	1325299.0
NS.2150.TSP0281---TSP200X.BS_379_R1	95.05395914272047	47.0	233.41929578943683	237	27.27272727272727	1714260.0
NS.2150.TSP0281---TSP200X.BS_379_R2	94.50414807913114	47.0	234.1197013759482	237	36.36363636363637	1700064.0
NS.2150.TSP0282---TSP200X.BS_380_R1	93.31474490628135	48.0	234.0726498691931	242	27.27272727272727	1109651.0
NS.2150.TSP0282---TSP200X.BS_380_R2	93.54212156603869	48.0	235.30219856946994	242	36.36363636363637	1102808.0
NS.2150.TSP0283---TSP200X.BS_400_R1	93.86101369811938	48.0	232.70154443033596	237	27.27272727272727	965534.0
NS.2150.TSP0283---TSP200X.BS_400_R2	93.77991378986593	48.0	233.94714308962767	237	36.36363636363637	958588.0
NS.2150.TSP0284---TSP200X.BS_401_R1	94.31277883337822	47.0	233.22176395257256	237	27.27272727272727	1582038.0
