#GC Content (%)	Sample	HUMAN (hg19)
1.0	3.597633784864927E-5	0.0
2.0	1.884474839691152E-5	3.0E-6
3.0	2.741054312278039E-5	3.0E-6
4.0	3.940265573899681E-5	1.0E-5
5.0	3.0836861013127936E-5	8.0E-6
6.0	2.5697384177606612E-5	1.2000000000000002E-5
7.0	2.7410543122780386E-5	6.999999999999999E-6
8.0	2.3984225232432835E-5	9.999999999999999E-6
9.0	1.884474839691152E-5	1.6E-5
10.0	1.884474839691152E-5	1.5000000000000002E-5
11.0	2.2271066287259065E-5	1.9999999999999998E-5
12.0	1.3705271561390193E-5	1.6E-5
13.0	1.7131589451737743E-6	1.6E-5
14.0	0.0	2.4999999999999998E-5
15.0	6.852635780695097E-6	2.2000000000000003E-5
16.0	8.56579472586887E-6	2.6999999999999996E-5
17.0	1.0278953671042646E-5	3.3E-5
18.0	5.139476835521323E-6	3.7000000000000005E-5
19.0	3.4263178903475486E-6	4.7000000000000004E-5
20.0	3.4263178903475486E-6	5.4999999999999995E-5
21.0	3.4263178903475486E-6	6.400000000000001E-5
22.0	1.713158945173774E-5	9.3E-5
23.0	1.884474839691152E-5	1.66E-4
24.0	4.7968450464865684E-5	3.03E-4
25.0	1.9701327869498403E-4	7.059999999999999E-4
26.0	7.863399558347623E-4	0.0016020000000000001
27.0	0.0017594142366934662	0.0033690000000000005
28.0	0.0030905387370934886	0.006167999999999999
29.0	0.0013842324277004096	0.010352
30.0	0.0051480426302471915	0.015647
31.0	0.011392506985405598	0.022148
32.0	0.011190354229875094	0.028808
33.0	0.019917185896590302	0.035106000000000005
34.0	0.02195584504134709	0.041161
35.0	0.027754888070760313	0.047408
36.0	0.0299117551827341	0.052698999999999996
37.0	0.03894524230063541	0.057517000000000006
38.0	0.0372800518059265	0.061487999999999994
39.0	0.04326068968352815	0.063321
40.0	0.05461893349003027	0.060248
41.0	0.04917622752121319	0.055508
42.0	0.04779542141140313	0.051446000000000006
43.0	0.04474942480688416	0.048194
44.0	0.024686620399954087	0.044423
45.0	0.013443158242778606	0.040655000000000004
46.0	0.012218249596979355	0.03652
47.0	0.014590974736045034	0.032315
48.0	0.013775511078142318	0.028137999999999996
49.0	0.019900054307138565	0.02458
50.0	0.023043700971532438	0.020810000000000002
51.0	0.02538730240853016	0.017532
52.0	0.037050488507273216	0.014506999999999997
53.0	0.02829967261532558	0.012007
54.0	0.015385880486605667	0.010018
55.0	0.021967837153963308	0.008414999999999999
56.0	0.022863819282289193	0.007258
57.0	0.030809450470005162	0.006174999999999999
58.0	0.032788149051680864	0.005363000000000001
59.0	0.023691275052808124	0.0046159999999999994
60.0	0.031421048213432196	0.003946
61.0	0.03288065963472025	0.0034579999999999993
62.0	0.0254044339979819	0.002915
63.0	0.01576448861348907	0.0024610000000000005
64.0	0.020689820580863674	0.0019950000000000002
65.0	0.010659274956871223	0.0016779999999999998
66.0	0.011546691290471239	0.0013500000000000003
67.0	0.010578756486448057	0.001069
68.0	0.009735882285422558	8.119999999999999E-4
69.0	0.007130167529813249	6.4E-4
70.0	0.0040687524947877135	5.05E-4
71.0	0.0035856416722487095	4.0299999999999993E-4
72.0	8.582926315320609E-4	3.2E-4
73.0	4.2143710051274844E-4	2.79E-4
74.0	6.68131988617772E-5	2.0700000000000002E-4
75.0	2.7410543122780386E-5	2.0099999999999998E-4
76.0	6.852635780695097E-6	1.54E-4
77.0	1.199211261621642E-5	1.12E-4
78.0	5.139476835521323E-6	7.699999999999999E-5
79.0	3.4263178903475486E-6	6.3E-5
80.0	0.0	3.7E-5
81.0	1.7131589451737743E-6	2.8000000000000003E-5
82.0	0.0	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	0.0	0.0
88.0	0.0	0.0
89.0	1.7131589451737743E-6	0.0
90.0	0.0	0.0
91.0	1.7131589451737743E-6	0.0
92.0	5.139476835521323E-6	0.0
93.0	1.7131589451737743E-6	0.0
94.0	1.7131589451737743E-6	0.0
95.0	1.884474839691152E-5	0.0
96.0	5.3107927300387E-5	0.0
97.0	1.815948481884201E-4	0.0
98.0	3.255001995830171E-4	0.0
99.0	5.327924319490438E-4	0.0
100.0	0.003361217850430945	0.0
