#Mapping quality	mapping quality
0.0	52748.0
1.0	1530.0
2.0	1284.0
3.0	4137.0
4.0	1154.0
5.0	2216.0
6.0	1342.0
7.0	862.0
8.0	967.0
9.0	711.0
10.0	852.0
11.0	644.0
12.0	462.0
13.0	1407.0
14.0	307.0
15.0	217.0
16.0	975.0
17.0	875.0
18.0	406.0
19.0	329.0
20.0	167.0
21.0	56.0
22.0	472.0
23.0	201.0
24.0	56.0
25.0	754.0
26.0	464.0
27.0	377.0
28.0	502.0
29.0	293.0
30.0	213.0
31.0	45.0
32.0	11.0
33.0	166.0
34.0	178.0
35.0	237.0
36.0	37.0
37.0	185.0
38.0	179.0
39.0	111.0
40.0	404.0
41.0	331.0
42.0	873.0
43.0	30.0
44.0	323.0
45.0	1990.0
46.0	508.0
47.0	254.0
48.0	368.0
49.0	5.0
50.0	109.0
51.0	328.0
52.0	450.0
53.0	509.0
54.0	171.0
55.0	617.0
56.0	1195.0
57.0	1523.0
58.0	1447.0
59.0	69280.0
60.0	187500.0
