#Mapping quality	mapping quality
0.0	149454.0
1.0	4841.0
2.0	4117.0
3.0	6585.0
4.0	2949.0
5.0	4281.0
6.0	3128.0
7.0	1906.0
8.0	1655.0
9.0	1468.0
10.0	1554.0
11.0	1672.0
12.0	1217.0
13.0	1048.0
14.0	1079.0
15.0	1010.0
16.0	1362.0
17.0	904.0
18.0	1099.0
19.0	936.0
20.0	661.0
21.0	547.0
22.0	543.0
23.0	393.0
24.0	881.0
25.0	733.0
26.0	722.0
27.0	471.0
28.0	846.0
29.0	400.0
30.0	557.0
31.0	429.0
32.0	215.0
33.0	548.0
34.0	610.0
35.0	381.0
36.0	277.0
37.0	919.0
38.0	406.0
39.0	386.0
40.0	1388.0
41.0	1165.0
42.0	487.0
43.0	840.0
44.0	538.0
45.0	2023.0
46.0	645.0
47.0	65.0
48.0	676.0
49.0	35.0
50.0	402.0
51.0	108.0
52.0	219.0
53.0	569.0
54.0	783.0
55.0	457.0
56.0	1247.0
57.0	1324.0
58.0	1135.0
59.0	108949.0
60.0	234552.0
