#GC Content (%)	Sample	HUMAN (hg19)
1.0	4.502808852161979E-5	0.0
2.0	1.8011235408647915E-5	3.0E-6
3.0	1.4408988326918332E-5	3.0E-6
4.0	4.5028088521619786E-5	1.0E-5
5.0	4.142584143989021E-5	8.0E-6
6.0	3.782359435816062E-5	1.2000000000000002E-5
7.0	3.061910019470145E-5	6.999999999999999E-6
8.0	3.061910019470145E-5	9.999999999999999E-6
9.0	2.7016853112971874E-5	1.6E-5
10.0	1.2607864786053541E-5	1.5000000000000002E-5
11.0	1.0806741245188748E-5	1.9999999999999998E-5
12.0	1.0806741245188748E-5	1.6E-5
13.0	5.403370622594374E-6	1.6E-5
14.0	7.204494163459166E-6	2.4999999999999998E-5
15.0	3.602247081729583E-6	2.2000000000000003E-5
16.0	5.403370622594374E-6	2.6999999999999996E-5
17.0	7.204494163459166E-6	3.3E-5
18.0	3.602247081729583E-6	3.7000000000000005E-5
19.0	1.8011235408647915E-6	4.7000000000000004E-5
20.0	3.602247081729583E-6	5.4999999999999995E-5
21.0	1.6210111867783123E-5	6.400000000000001E-5
22.0	1.260786478605354E-5	9.3E-5
23.0	1.6210111867783123E-5	1.66E-4
24.0	4.682921206248458E-5	3.03E-4
25.0	1.8371460116820872E-4	7.059999999999999E-4
26.0	8.501303112881816E-4	0.0016020000000000001
27.0	0.001882174100203707	0.0033690000000000005
28.0	0.0034509527042969404	0.006167999999999999
29.0	0.0013436381614851344	0.010352
30.0	0.005084571755861306	0.015647
31.0	0.010839161468924314	0.022148
32.0	0.009657624426117012	0.028808
33.0	0.01784373091934749	0.035106000000000005
34.0	0.021125378010803136	0.041161
35.0	0.023643348720932114	0.047408
36.0	0.02742210590966645	0.052698999999999996
37.0	0.035359657354257584	0.057517000000000006
38.0	0.03417812031145028	0.061487999999999994
39.0	0.041337586386387834	0.063321
40.0	0.05190117595355983	0.060248
41.0	0.04439049078815365	0.055508
42.0	0.04099717403716439	0.051446000000000006
43.0	0.03952745722781871	0.048194
44.0	0.024522297008874136	0.044423
45.0	0.013333717573022052	0.040655000000000004
46.0	0.013013117582748118	0.03652
47.0	0.013110378253954818	0.032315
48.0	0.012267452436830095	0.028137999999999996
49.0	0.02091284543298109	0.02458
50.0	0.022694156614896373	0.020810000000000002
51.0	0.02528417226665994	0.017532
52.0	0.03452753827837805	0.014506999999999997
53.0	0.027477940739433257	0.012007
54.0	0.016584745564283	0.010018
55.0	0.023056182446610195	0.008414999999999999
56.0	0.022339335277346006	0.007258
57.0	0.031640337242371794	0.006174999999999999
58.0	0.036984270788117626	0.005363000000000001
59.0	0.02720597108476267	0.0046159999999999994
60.0	0.03591260228130308	0.003946
61.0	0.0333946315711741	0.0034579999999999993
62.0	0.02719516434351749	0.002915
63.0	0.01669101185319402	0.0024610000000000005
64.0	0.021514420695629935	0.0019950000000000002
65.0	0.01245296816153917	0.0016779999999999998
66.0	0.015322157962136783	0.0013500000000000003
67.0	0.01368673778703155	0.001069
68.0	0.014304523161548175	8.119999999999999E-4
69.0	0.011053495170287225	6.4E-4
70.0	0.007433236853148994	5.05E-4
71.0	0.006979353720851068	4.0299999999999993E-4
72.0	0.0017632999465066307	3.2E-4
73.0	0.0010374471595381198	2.79E-4
74.0	1.6750448930042563E-4	2.0700000000000002E-4
75.0	4.682921206248458E-5	2.0099999999999998E-4
76.0	1.260786478605354E-5	1.54E-4
77.0	1.440898832691833E-5	1.12E-4
78.0	7.204494163459166E-6	7.699999999999999E-5
79.0	1.8011235408647915E-6	6.3E-5
80.0	3.602247081729583E-6	3.7E-5
81.0	0.0	2.8000000000000003E-5
82.0	3.602247081729583E-6	1.6E-5
83.0	0.0	9.0E-6
84.0	0.0	4.0E-6
85.0	0.0	0.0
86.0	0.0	1.0E-6
87.0	1.8011235408647915E-6	0.0
88.0	0.0	0.0
89.0	0.0	0.0
90.0	1.8011235408647915E-6	0.0
91.0	1.8011235408647915E-6	0.0
92.0	0.0	0.0
93.0	1.8011235408647915E-6	0.0
94.0	1.0806741245188748E-5	0.0
95.0	2.5215729572107082E-5	0.0
96.0	7.564718871632125E-5	0.0
97.0	1.5489662451437206E-4	0.0
98.0	3.512190904686344E-4	0.0
99.0	5.475415564228966E-4	0.0
100.0	0.003402322368693591	0.0
