#Position (bp)	insert size
4011823.0	20288.163803717533
1.2035468E7	20910.909895317072
2.0059113E7	6333.16978186198
2.8082758E7	192270.7415730337
3.6106403E7	223.25
4.4130048E7	6666537.933333334
5.2153693E7	223.95454545454547
6.0177338E7	209.0
6.8200983E7	137.26666666666668
7.6224628E7	50.666666666666664
8.4248273E7	20215.31643625192
9.2271918E7	270.5
1.00295563E8	2870700.285714286
1.08319208E8	277.5
1.16342853E8	293.875
1.24366498E8	0.0
1.32390143E8	0.0
1.40413788E8	234.9251580048197
1.48437433E8	234.5559532122905
1.56461078E8	254.0
1.64484723E8	291.8236675442966
1.72508368E8	207.0
1.80532013E8	230.0
1.88555658E8	108.25
1.96579303E8	0.0
2.04602948E8	248.53658536585365
2.12626593E8	0.0
2.20650238E8	207.27272727272728
2.28673883E8	212.2
2.36697528E8	243.25
2.44721173E8	312.0
2.48844709E8	0.0
2.528565315E8	244.08333333333334
2.60768463E8	320.7
2.68792108E8	252.83333333333334
2.76815753E8	341.1818181818182
2.84839398E8	7.100621682532752E7
2.92863043E8	7433894.333333333
3.00886688E8	293.9166666666667
3.08910333E8	440.5
3.16933978E8	205.25
3.24957623E8	268.3636363636364
3.32981268E8	149.0
3.41004913E8	233.70249210568164
3.49028558E8	331.3414634146341
3.57052203E8	4.89643025E7
3.65075848E8	304.2
3.73099493E8	3913.8702797886913
3.81123138E8	175.0
3.89146783E8	0.0
3.97170428E8	166.4
4.05194073E8	291.2
4.13217718E8	0.0
4.21241363E8	541.3947368421053
4.29265008E8	0.0
4.37288653E8	258.0
4.45312298E8	230.0
4.53335943E8	0.0
4.61359588E8	333.0
4.69383233E8	219.63636363636363
4.77406878E8	218.7948717948718
4.85430523E8	242.86666666666667
4.902961485E8	347.8157894736842
4.94307971E8	232.0
5.01477813E8	320.07142857142856
5.09501458E8	251.0
5.17525103E8	0.0
5.25548748E8	236.57142857142858
5.33572393E8	193.76
5.41596038E8	329.2694466720128
5.49619683E8	254.36363636363637
5.57643328E8	157.33333333333334
5.65666973E8	283.0
5.73690618E8	0.0
5.81714263E8	288.0
5.89737908E8	0.0
5.97761553E8	372.0
6.05785198E8	0.0
6.13808843E8	372.6666666666667
6.21832488E8	408.3649389091825
6.29856133E8	189.16666666666666
6.37879778E8	221.83333333333334
6.45903423E8	1452.6208993605783
6.53927068E8	393.0
6.61950713E8	0.0
6.69974358E8	445.6666666666667
6.77998003E8	347.0
6.85727668E8	327.25
6.897394905E8	377.0
6.94045293E8	10371.808651427322
7.02068938E8	224.66666666666666
7.10092583E8	344.0
7.18116228E8	280.95
7.26139873E8	162.85714285714286
7.34163518E8	155.0
7.42187163E8	219.2
7.50210808E8	314.8333333333333
7.58234453E8	325.0
7.66258098E8	206.8181818181818
7.74281743E8	490.0
7.82305388E8	196.0
7.90329033E8	302.6666666666667
7.98352678E8	364.8
8.06376323E8	277.0
8.14399968E8	85.0
8.22423613E8	96.0
8.30447258E8	113.0
8.38470903E8	153.0
8.46494548E8	148.5
8.54518193E8	0.0
8.62541838E8	239.27272727272728
8.70565483E8	200.0
8.771186855E8	207.42857142857142
8.81130508E8	261.8333333333333
8.86612773E8	15427.509785111282
8.94636418E8	270.0
9.02660063E8	0.0
9.10683708E8	136.0
9.18707353E8	234.0
