#Mapping quality	mapping quality
0.0	46620.0
1.0	1842.0
2.0	1291.0
3.0	3704.0
4.0	1229.0
5.0	2343.0
6.0	1216.0
7.0	463.0
8.0	679.0
9.0	539.0
10.0	238.0
11.0	515.0
12.0	432.0
13.0	311.0
14.0	486.0
15.0	447.0
16.0	489.0
17.0	894.0
18.0	427.0
19.0	171.0
20.0	172.0
21.0	249.0
22.0	243.0
23.0	584.0
24.0	208.0
25.0	497.0
26.0	289.0
27.0	968.0
28.0	308.0
29.0	117.0
30.0	110.0
31.0	3.0
32.0	47.0
33.0	363.0
34.0	486.0
35.0	69.0
37.0	10.0
38.0	44.0
39.0	164.0
40.0	333.0
41.0	227.0
42.0	966.0
43.0	505.0
44.0	357.0
45.0	2076.0
46.0	4.0
47.0	271.0
48.0	5.0
49.0	82.0
50.0	92.0
51.0	256.0
52.0	92.0
53.0	260.0
54.0	402.0
55.0	614.0
56.0	458.0
57.0	1216.0
58.0	1167.0
59.0	56141.0
60.0	150673.0
