#Coverage (X)	Coverage
1.0	0.01256760515478561
2.0	0.009382612477111252
3.0	0.007267675888982694
4.0	0.007004079973725652
5.0	0.006274268257058679
6.0	0.006167739364116187
7.0	0.0059086301878465974
8.0	0.00585964995394761
9.0	0.005691677663264727
10.0	0.005665941229935356
11.0	0.005506973575137408
12.0	0.005481143668077948
13.0	0.00539985268191856
14.0	0.005373056879662386
15.0	0.005317595800562458
16.0	0.005300957476833901
17.0	0.0052616985107363234
18.0	0.005258458088135853
19.0	0.005237831551980321
20.0	0.005227580599722614
21.0	0.005187418054248383
22.0	0.005167663939559475
23.0	0.005136381398315848
24.0	0.005132580133349052
25.0	0.005117624336733684
26.0	0.005109305174869405
27.0	0.005082945583339438
28.0	0.00507294389436197
29.0	0.0050534390429533005
30.0	0.005042907669505325
31.0	0.0050216268172391665
32.0	0.00501938344774544
33.0	0.005004552282770192
34.0	0.004999348911866264
35.0	0.004989658801974883
36.0	0.0049888486963283185
37.0	0.004971306793223107
38.0	0.004965355632492674
39.0	0.004959404471762241
40.0	0.00495314173193151
41.0	0.0049460688864542135
42.0	0.004936472250292923
43.0	0.0049251619291084126
44.0	0.004921267190411527
45.0	0.004901980444373066
46.0	0.004900547180525905
47.0	0.00489328738758843
48.0	0.0048814473819334125
49.0	0.004865432216391241
50.0	0.004859948424297045
51.0	0.004847609892095761
