#Mapping quality	mapping quality
0.0	168602.0
1.0	5646.0
2.0	4395.0
3.0	7574.0
4.0	3463.0
5.0	4970.0
6.0	3068.0
7.0	2613.0
8.0	2966.0
9.0	2593.0
10.0	1077.0
11.0	1695.0
12.0	1729.0
13.0	1309.0
14.0	1102.0
15.0	871.0
16.0	1344.0
17.0	1700.0
18.0	1001.0
19.0	607.0
20.0	1120.0
21.0	695.0
22.0	686.0
23.0	656.0
24.0	1195.0
25.0	1265.0
26.0	1044.0
27.0	849.0
28.0	516.0
29.0	364.0
30.0	592.0
31.0	403.0
32.0	573.0
33.0	566.0
34.0	721.0
35.0	586.0
36.0	351.0
37.0	742.0
38.0	22.0
39.0	200.0
40.0	2054.0
41.0	1470.0
42.0	1652.0
43.0	530.0
44.0	1053.0
45.0	2372.0
46.0	701.0
47.0	508.0
48.0	479.0
49.0	587.0
50.0	461.0
51.0	735.0
52.0	254.0
53.0	393.0
54.0	882.0
55.0	862.0
56.0	845.0
57.0	1169.0
58.0	2712.0
59.0	120863.0
60.0	344841.0
