#Mapping quality	mapping quality
0.0	245358.0
1.0	8596.0
2.0	9068.0
3.0	10364.0
4.0	5265.0
5.0	6330.0
6.0	5450.0
7.0	3856.0
8.0	3429.0
9.0	2560.0
10.0	2511.0
11.0	1985.0
12.0	2762.0
13.0	1972.0
14.0	1994.0
15.0	1271.0
16.0	1601.0
17.0	1521.0
18.0	1944.0
19.0	927.0
20.0	1037.0
21.0	754.0
22.0	946.0
23.0	670.0
24.0	2896.0
25.0	1033.0
26.0	869.0
27.0	433.0
28.0	682.0
29.0	1023.0
30.0	776.0
31.0	727.0
32.0	339.0
33.0	471.0
34.0	552.0
35.0	116.0
36.0	467.0
37.0	669.0
38.0	465.0
39.0	370.0
40.0	1549.0
41.0	596.0
42.0	965.0
43.0	695.0
44.0	664.0
45.0	2470.0
46.0	656.0
47.0	466.0
48.0	749.0
49.0	511.0
50.0	618.0
51.0	435.0
52.0	455.0
53.0	689.0
54.0	931.0
55.0	648.0
56.0	1251.0
57.0	1542.0
58.0	1885.0
59.0	126137.0
60.0	327330.0
