#Mapping quality	mapping quality
0.0	72958.0
1.0	1959.0
2.0	1853.0
3.0	4945.0
4.0	1244.0
5.0	2667.0
6.0	1114.0
7.0	1210.0
8.0	1480.0
9.0	1013.0
10.0	455.0
11.0	668.0
12.0	889.0
13.0	1197.0
14.0	799.0
15.0	774.0
16.0	914.0
17.0	769.0
18.0	261.0
19.0	481.0
20.0	265.0
21.0	385.0
22.0	296.0
23.0	464.0
24.0	699.0
25.0	1027.0
26.0	860.0
27.0	867.0
28.0	382.0
29.0	202.0
30.0	451.0
31.0	210.0
32.0	181.0
33.0	272.0
34.0	213.0
35.0	145.0
36.0	420.0
37.0	386.0
38.0	182.0
39.0	175.0
40.0	1180.0
41.0	603.0
42.0	553.0
43.0	636.0
44.0	818.0
45.0	1834.0
46.0	485.0
47.0	252.0
48.0	583.0
49.0	11.0
50.0	648.0
51.0	212.0
52.0	31.0
53.0	368.0
54.0	361.0
55.0	786.0
56.0	1162.0
57.0	860.0
58.0	1307.0
59.0	94207.0
60.0	213169.0
