#Mapping quality	mapping quality
0.0	62493.0
1.0	1904.0
2.0	1802.0
3.0	4032.0
4.0	1414.0
5.0	2656.0
6.0	1093.0
7.0	1093.0
8.0	824.0
9.0	755.0
10.0	345.0
11.0	950.0
12.0	534.0
13.0	732.0
14.0	584.0
15.0	514.0
16.0	779.0
17.0	769.0
18.0	453.0
19.0	201.0
20.0	337.0
21.0	199.0
22.0	273.0
23.0	209.0
24.0	250.0
25.0	138.0
26.0	379.0
27.0	349.0
28.0	460.0
29.0	34.0
30.0	260.0
31.0	383.0
32.0	5.0
33.0	35.0
34.0	49.0
35.0	211.0
36.0	199.0
38.0	17.0
39.0	298.0
40.0	399.0
41.0	230.0
42.0	634.0
43.0	190.0
44.0	187.0
45.0	2264.0
46.0	8.0
47.0	252.0
48.0	257.0
49.0	309.0
50.0	364.0
51.0	253.0
52.0	96.0
53.0	248.0
54.0	335.0
55.0	164.0
56.0	1291.0
57.0	894.0
58.0	1034.0
59.0	70987.0
60.0	158770.0
