#Mapping quality	mapping quality
0.0	124417.0
1.0	3172.0
2.0	3069.0
3.0	5807.0
4.0	3209.0
5.0	3634.0
6.0	2658.0
7.0	1615.0
8.0	1846.0
9.0	1252.0
10.0	1279.0
11.0	628.0
12.0	1467.0
13.0	1050.0
14.0	1061.0
15.0	583.0
16.0	1246.0
17.0	1410.0
18.0	624.0
19.0	469.0
20.0	471.0
21.0	510.0
22.0	894.0
23.0	690.0
24.0	1155.0
25.0	728.0
26.0	649.0
27.0	595.0
28.0	711.0
29.0	473.0
30.0	336.0
31.0	305.0
32.0	489.0
33.0	257.0
34.0	348.0
35.0	218.0
36.0	223.0
37.0	580.0
38.0	183.0
39.0	345.0
40.0	1222.0
41.0	708.0
42.0	956.0
43.0	568.0
44.0	586.0
45.0	2532.0
46.0	662.0
47.0	296.0
48.0	386.0
49.0	134.0
50.0	417.0
51.0	156.0
52.0	652.0
53.0	795.0
54.0	348.0
55.0	687.0
56.0	666.0
57.0	2457.0
58.0	1879.0
59.0	99038.0
60.0	373229.0
