#Mapping quality	mapping quality
0.0	13983.0
1.0	449.0
2.0	45.0
3.0	3027.0
4.0	256.0
5.0	677.0
6.0	377.0
7.0	357.0
8.0	103.0
9.0	88.0
10.0	69.0
11.0	211.0
12.0	335.0
13.0	255.0
14.0	189.0
15.0	101.0
16.0	189.0
17.0	839.0
18.0	237.0
19.0	36.0
21.0	204.0
22.0	1.0
23.0	3.0
26.0	47.0
27.0	674.0
29.0	63.0
30.0	248.0
31.0	221.0
32.0	92.0
34.0	163.0
36.0	157.0
37.0	60.0
38.0	32.0
40.0	71.0
42.0	586.0
43.0	600.0
44.0	244.0
45.0	1712.0
46.0	1.0
47.0	189.0
48.0	166.0
50.0	41.0
51.0	115.0
52.0	64.0
53.0	42.0
54.0	96.0
55.0	336.0
56.0	385.0
57.0	1529.0
58.0	562.0
59.0	10360.0
60.0	141723.0
