#Mapping quality	mapping quality
0.0	66931.0
1.0	2486.0
2.0	1835.0
3.0	4882.0
4.0	1522.0
5.0	2202.0
6.0	1641.0
7.0	919.0
8.0	1463.0
9.0	584.0
10.0	792.0
11.0	739.0
12.0	899.0
13.0	551.0
14.0	598.0
15.0	602.0
16.0	765.0
17.0	1324.0
18.0	415.0
19.0	216.0
20.0	325.0
21.0	66.0
22.0	376.0
23.0	289.0
24.0	451.0
25.0	335.0
26.0	284.0
27.0	780.0
28.0	113.0
29.0	279.0
30.0	47.0
31.0	113.0
32.0	102.0
33.0	43.0
34.0	44.0
35.0	69.0
36.0	200.0
37.0	34.0
38.0	391.0
39.0	329.0
40.0	413.0
41.0	524.0
42.0	508.0
43.0	268.0
44.0	40.0
45.0	2140.0
46.0	26.0
47.0	113.0
48.0	39.0
49.0	348.0
50.0	334.0
51.0	179.0
52.0	238.0
53.0	250.0
54.0	418.0
55.0	630.0
56.0	1027.0
57.0	518.0
58.0	1305.0
59.0	70466.0
60.0	122393.0
