#Coverage	Number of genomic locations
0.0	3.209278114E9
1.0	12618.0
2.0	11604.0
3.0	1286.0
4.0	2954.0
5.0	1444.0
6.0	2117.0
7.0	1316.0
8.0	2169.0
9.0	1336.0
10.0	2260.0
11.0	1029.0
12.0	1519.0
13.0	1128.0
14.0	2617.0
15.0	948.0
16.0	1018.0
17.0	1065.0
18.0	1989.0
19.0	920.0
20.0	2141.0
21.0	1186.0
22.0	1582.0
23.0	1118.0
24.0	1514.0
25.0	843.0
26.0	2004.0
27.0	705.0
28.0	2587.0
29.0	1236.0
30.0	1725.0
31.0	1279.0
32.0	1472.0
33.0	1135.0
34.0	1796.0
35.0	1070.0
36.0	1584.0
37.0	969.0
38.0	1332.0
39.0	1260.0
40.0	1576.0
41.0	1037.0
42.0	1743.0
43.0	1002.0
44.0	2057.0
45.0	870.0
46.0	2001.0
47.0	421.0
48.0	1384.0
49.0	347.0
50.0	1290.0
51.0	741.0
52.0	980.0
53.0	199.0
54.0	1139.0
55.0	756.0
56.0	1683.0
57.0	700.0
58.0	2367.0
59.0	505.0
60.0	1391.0
61.0	963.0
62.0	1760.0
63.0	874.0
64.0	1648.0
65.0	718.0
66.0	1221.0
67.0	848.0
68.0	659.0
69.0	940.0
70.0	2074.0
71.0	632.0
72.0	1586.0
73.0	849.0
74.0	1052.0
75.0	669.0
76.0	987.0
77.0	836.0
78.0	1540.0
79.0	928.0
80.0	1583.0
81.0	581.0
82.0	1262.0
83.0	489.0
84.0	897.0
85.0	381.0
86.0	791.0
87.0	434.0
88.0	1043.0
89.0	450.0
90.0	692.0
91.0	685.0
92.0	606.0
93.0	303.0
94.0	651.0
95.0	486.0
96.0	1010.0
97.0	634.0
98.0	723.0
99.0	316.0
100.0	349.0
101.0	644.0
102.0	1040.0
103.0	414.0
104.0	264.0
105.0	228.0
106.0	540.0
107.0	107.0
108.0	469.0
109.0	464.0
110.0	266.0
111.0	284.0
112.0	395.0
113.0	103.0
114.0	567.0
115.0	542.0
116.0	183.0
117.0	204.0
118.0	446.0
119.0	527.0
120.0	317.0
121.0	401.0
122.0	332.0
123.0	432.0
124.0	157.0
125.0	65.0
126.0	117.0
127.0	162.0
128.0	423.0
129.0	461.0
130.0	283.0
131.0	24.0
132.0	189.0
133.0	198.0
134.0	280.0
135.0	271.0
136.0	182.0
137.0	79.0
138.0	200.0
139.0	353.0
140.0	127.0
141.0	293.0
142.0	80.0
143.0	93.0
144.0	420.0
145.0	310.0
146.0	886.0
147.0	279.0
148.0	292.0
149.0	246.0
150.0	159.0
151.0	155.0
152.0	344.0
153.0	253.0
154.0	718.0
155.0	179.0
156.0	67.0
157.0	136.0
158.0	367.0
159.0	157.0
160.0	114.0
161.0	228.0
162.0	86.0
163.0	91.0
164.0	525.0
165.0	165.0
166.0	294.0
167.0	113.0
168.0	164.0
169.0	256.0
170.0	234.0
171.0	29.0
172.0	161.0
173.0	229.0
174.0	173.0
175.0	229.0
176.0	94.0
177.0	22.0
178.0	274.0
179.0	155.0
180.0	125.0
181.0	231.0
182.0	174.0
183.0	130.0
184.0	164.0
185.0	70.0
186.0	61.0
187.0	467.0
188.0	29.0
189.0	81.0
190.0	173.0
191.0	70.0
192.0	375.0
193.0	150.0
194.0	123.0
195.0	74.0
196.0	116.0
197.0	75.0
198.0	120.0
199.0	214.0
200.0	133.0
201.0	229.0
202.0	128.0
203.0	48.0
204.0	39.0
205.0	281.0
206.0	282.0
207.0	144.0
208.0	331.0
209.0	318.0
210.0	290.0
211.0	129.0
212.0	135.0
213.0	95.0
214.0	392.0
215.0	171.0
216.0	106.0
217.0	124.0
218.0	16.0
219.0	3.0
220.0	94.0
221.0	137.0
222.0	59.0
223.0	34.0
224.0	10.0
225.0	99.0
226.0	58.0
227.0	47.0
228.0	86.0
229.0	13.0
230.0	6.0
231.0	8.0
232.0	24.0
233.0	10.0
234.0	167.0
235.0	119.0
236.0	90.0
237.0	239.0
238.0	33.0
239.0	3.0
240.0	61.0
241.0	108.0
242.0	74.0
243.0	2.0
244.0	252.0
245.0	34.0
246.0	47.0
247.0	33.0
248.0	65.0
249.0	61.0
250.0	33.0
251.0	35.0
252.0	49.0
253.0	111.0
254.0	113.0
255.0	52.0
256.0	64.0
257.0	167.0
258.0	2.0
259.0	115.0
260.0	16.0
261.0	76.0
262.0	19.0
263.0	113.0
264.0	46.0
265.0	19.0
266.0	49.0
267.0	25.0
268.0	151.0
269.0	85.0
270.0	127.0
271.0	73.0
272.0	21.0
273.0	6.0
274.0	9.0
275.0	14.0
276.0	5.0
277.0	49.0
278.0	25.0
279.0	58.0
280.0	191.0
281.0	49.0
282.0	32.0
283.0	138.0
284.0	48.0
285.0	24.0
286.0	29.0
287.0	134.0
288.0	101.0
289.0	78.0
290.0	19.0
291.0	143.0
292.0	312.0
293.0	14.0
294.0	16.0
295.0	38.0
297.0	28.0
298.0	107.0
299.0	1.0
300.0	9.0
301.0	7.0
302.0	41.0
303.0	49.0
304.0	78.0
305.0	25.0
306.0	24.0
307.0	24.0
308.0	16.0
309.0	28.0
310.0	24.0
313.0	16.0
314.0	3.0
315.0	80.0
316.0	7.0
317.0	127.0
318.0	54.0
319.0	7.0
320.0	1.0
322.0	29.0
323.0	178.0
324.0	56.0
325.0	34.0
326.0	10.0
327.0	22.0
328.0	46.0
329.0	150.0
330.0	195.0
331.0	148.0
332.0	139.0
333.0	1.0
334.0	20.0
335.0	36.0
336.0	43.0
339.0	3.0
340.0	8.0
341.0	31.0
342.0	62.0
343.0	73.0
344.0	15.0
345.0	51.0
346.0	3.0
347.0	72.0
348.0	46.0
349.0	61.0
350.0	4.0
351.0	6.0
352.0	5.0
353.0	3.0
354.0	24.0
355.0	38.0
356.0	69.0
357.0	34.0
358.0	3.0
359.0	89.0
361.0	2.0
362.0	23.0
363.0	15.0
364.0	62.0
365.0	49.0
366.0	26.0
367.0	12.0
369.0	1.0
