#Mapping quality	mapping quality
0.0	12757.0
1.0	383.0
2.0	164.0
3.0	2261.0
4.0	952.0
5.0	770.0
6.0	638.0
7.0	121.0
8.0	207.0
9.0	57.0
10.0	36.0
11.0	249.0
12.0	194.0
13.0	73.0
14.0	207.0
15.0	150.0
16.0	297.0
17.0	684.0
18.0	785.0
19.0	4.0
21.0	36.0
24.0	34.0
25.0	133.0
26.0	1.0
27.0	670.0
28.0	110.0
29.0	113.0
30.0	148.0
33.0	39.0
34.0	184.0
35.0	147.0
39.0	5.0
40.0	87.0
41.0	7.0
42.0	578.0
43.0	222.0
44.0	177.0
45.0	1685.0
46.0	196.0
47.0	4.0
48.0	107.0
49.0	68.0
50.0	174.0
51.0	236.0
52.0	223.0
53.0	210.0
54.0	244.0
55.0	172.0
56.0	844.0
57.0	736.0
58.0	1134.0
59.0	6900.0
60.0	143201.0
