#Mapping quality	mapping quality
0.0	10822.0
1.0	165.0
2.0	364.0
3.0	2271.0
4.0	484.0
5.0	648.0
6.0	510.0
7.0	373.0
8.0	6.0
9.0	249.0
10.0	102.0
11.0	127.0
12.0	242.0
13.0	72.0
14.0	44.0
15.0	239.0
16.0	7.0
17.0	917.0
18.0	222.0
19.0	143.0
20.0	4.0
22.0	135.0
24.0	34.0
27.0	334.0
31.0	34.0
32.0	134.0
33.0	47.0
34.0	71.0
35.0	91.0
36.0	241.0
38.0	4.0
39.0	48.0
40.0	42.0
41.0	197.0
42.0	485.0
43.0	465.0
44.0	153.0
45.0	1780.0
46.0	128.0
47.0	111.0
48.0	13.0
50.0	67.0
51.0	29.0
52.0	124.0
53.0	131.0
54.0	211.0
55.0	295.0
56.0	241.0
57.0	623.0
58.0	932.0
59.0	5368.0
60.0	131651.0
