#Mapping quality	mapping quality
0.0	97730.0
1.0	2997.0
2.0	2948.0
3.0	4818.0
4.0	2263.0
5.0	1984.0
6.0	1721.0
7.0	1673.0
8.0	1431.0
9.0	1161.0
10.0	944.0
11.0	658.0
12.0	955.0
13.0	556.0
14.0	489.0
15.0	501.0
16.0	1114.0
17.0	1089.0
18.0	1087.0
19.0	154.0
20.0	343.0
21.0	484.0
22.0	402.0
23.0	347.0
24.0	853.0
25.0	1066.0
26.0	639.0
27.0	734.0
28.0	300.0
29.0	228.0
30.0	177.0
31.0	222.0
32.0	120.0
33.0	193.0
34.0	371.0
35.0	354.0
36.0	536.0
37.0	247.0
38.0	195.0
39.0	314.0
40.0	748.0
41.0	418.0
42.0	652.0
43.0	595.0
44.0	586.0
45.0	2488.0
46.0	885.0
47.0	299.0
48.0	487.0
49.0	126.0
50.0	335.0
51.0	1057.0
52.0	621.0
53.0	206.0
54.0	906.0
55.0	1258.0
56.0	996.0
57.0	1159.0
58.0	1592.0
59.0	89371.0
60.0	241750.0
