#Insert size (bp)	insert size
1.0	55.0
2.0	4.0
3.0	6.0
4.0	3.0
5.0	9.0
6.0	2.0
7.0	2.0
8.0	1.0
9.0	1.0
10.0	1.0
11.0	2.0
13.0	4.0
14.0	2.0
15.0	3.0
16.0	1.0
22.0	2.0
23.0	1.0
24.0	1.0
26.0	1.0
28.0	1.0
30.0	1.0
34.0	1.0
35.0	1.0
36.0	2.0
37.0	1.0
38.0	1.0
39.0	4.0
41.0	1.0
43.0	2.0
46.0	2.0
50.0	1.0
51.0	3.0
52.0	1.0
53.0	2.0
54.0	2.0
55.0	3.0
56.0	1.0
57.0	2.0
58.0	3.0
59.0	3.0
60.0	2.0
61.0	6.0
62.0	4.0
63.0	1.0
64.0	2.0
65.0	3.0
66.0	1.0
67.0	1.0
68.0	3.0
69.0	1.0
70.0	2.0
71.0	2.0
72.0	1.0
73.0	1.0
74.0	1.0
76.0	1.0
77.0	2.0
78.0	2.0
79.0	2.0
81.0	3.0
82.0	1.0
83.0	2.0
84.0	1.0
85.0	2.0
87.0	3.0
88.0	3.0
90.0	2.0
91.0	2.0
92.0	1.0
93.0	3.0
94.0	2.0
95.0	1.0
97.0	3.0
98.0	3.0
99.0	11.0
100.0	12.0
101.0	3.0
102.0	2.0
103.0	3.0
104.0	4.0
105.0	7.0
106.0	1.0
107.0	4.0
108.0	3.0
109.0	3.0
110.0	2.0
111.0	3.0
112.0	2.0
113.0	1.0
114.0	4.0
115.0	3.0
116.0	11.0
118.0	7.0
119.0	1.0
120.0	2.0
121.0	3.0
122.0	2.0
123.0	4.0
124.0	3.0
125.0	2.0
126.0	3.0
128.0	6.0
130.0	8.0
131.0	1.0
132.0	4.0
133.0	4.0
134.0	2.0
135.0	4.0
136.0	9.0
137.0	2.0
138.0	7.0
139.0	3.0
141.0	9.0
142.0	2.0
143.0	1.0
144.0	4.0
145.0	2.0
146.0	1.0
147.0	4.0
148.0	3.0
149.0	6.0
150.0	3.0
151.0	1.0
152.0	2.0
153.0	4.0
155.0	32.0
156.0	21.0
157.0	3.0
158.0	1.0
159.0	4.0
160.0	5.0
161.0	1.0
163.0	1.0
165.0	1.0
166.0	13.0
167.0	2.0
169.0	4.0
170.0	4.0
171.0	2.0
172.0	4.0
173.0	29.0
174.0	5.0
175.0	3.0
176.0	4.0
177.0	13.0
178.0	1.0
179.0	1.0
180.0	97.0
181.0	67.0
182.0	9.0
183.0	2.0
184.0	4.0
185.0	6.0
186.0	2.0
187.0	61.0
188.0	4.0
190.0	3.0
191.0	76.0
192.0	2.0
193.0	5.0
194.0	2.0
195.0	5.0
196.0	77.0
197.0	14.0
198.0	68.0
199.0	73.0
201.0	5.0
202.0	1.0
203.0	12.0
204.0	4.0
205.0	2.0
206.0	1.0
207.0	9.0
208.0	7.0
209.0	4.0
210.0	4.0
211.0	3.0
212.0	7.0
213.0	6.0
214.0	3.0
215.0	7.0
216.0	623.0
217.0	453.0
218.0	535.0
219.0	476.0
220.0	335.0
221.0	487.0
222.0	584.0
223.0	672.0
224.0	147.0
225.0	324.0
226.0	12930.0
227.0	482.0
228.0	3170.0
229.0	7510.0
230.0	7778.0
231.0	3382.0
232.0	185.0
233.0	606.0
234.0	2623.0
235.0	9337.0
236.0	10438.0
237.0	400.0
238.0	2131.0
239.0	3497.0
240.0	6024.0
241.0	15.0
242.0	46.0
243.0	6.0
244.0	73.0
245.0	5341.0
246.0	51.0
247.0	4.0
248.0	7.0
249.0	1942.0
250.0	68.0
251.0	5.0
252.0	6.0
253.0	89.0
254.0	5.0
255.0	63.0
256.0	77.0
257.0	106.0
258.0	71.0
259.0	5.0
260.0	2.0
261.0	4.0
262.0	13.0
263.0	111.0
264.0	5.0
265.0	7.0
266.0	7.0
267.0	85.0
268.0	5.0
269.0	3.0
270.0	508.0
271.0	201.0
272.0	369.0
273.0	102.0
274.0	2024.0
275.0	6881.0
276.0	347.0
277.0	152.0
278.0	6814.0
279.0	306.0
280.0	120.0
281.0	4680.0
282.0	22.0
283.0	297.0
284.0	1805.0
285.0	333.0
286.0	419.0
287.0	1826.0
288.0	105.0
289.0	5493.0
290.0	1421.0
291.0	855.0
292.0	40.0
293.0	190.0
294.0	282.0
295.0	271.0
296.0	5167.0
297.0	2115.0
298.0	302.0
299.0	414.0
300.0	13889.0
301.0	7.0
302.0	4.0
304.0	1.0
305.0	6.0
307.0	75.0
308.0	104.0
309.0	4.0
310.0	65.0
311.0	13.0
312.0	28.0
313.0	12.0
314.0	9.0
315.0	366.0
316.0	206.0
317.0	1704.0
318.0	8360.0
319.0	73.0
320.0	201.0
321.0	125.0
322.0	167.0
323.0	103.0
324.0	1245.0
325.0	2973.0
326.0	478.0
327.0	8839.0
328.0	2149.0
329.0	2814.0
330.0	322.0
331.0	3233.0
332.0	95.0
333.0	14.0
334.0	363.0
335.0	513.0
336.0	141.0
337.0	86.0
338.0	175.0
339.0	407.0
340.0	276.0
341.0	62.0
342.0	1664.0
343.0	3408.0
344.0	135.0
345.0	220.0
346.0	2883.0
347.0	3193.0
348.0	328.0
349.0	972.0
350.0	1456.0
351.0	39.0
354.0	5.0
355.0	6.0
356.0	10.0
357.0	1.0
360.0	1.0
362.0	5.0
363.0	1.0
364.0	1.0
366.0	2.0
368.0	11.0
369.0	1.0
370.0	2.0
372.0	1.0
374.0	1.0
378.0	7.0
381.0	6.0
384.0	1.0
386.0	3.0
387.0	6.0
389.0	1.0
390.0	3.0
393.0	1.0
397.0	3.0
398.0	13.0
399.0	1.0
403.0	1.0
406.0	2.0
408.0	3.0
409.0	1.0
410.0	1.0
413.0	1.0
414.0	1.0
416.0	1.0
418.0	2.0
421.0	34.0
425.0	3.0
426.0	57.0
428.0	1.0
432.0	1.0
439.0	2.0
443.0	14.0
444.0	1.0
448.0	1.0
449.0	3.0
452.0	34.0
454.0	11.0
456.0	1.0
457.0	1.0
458.0	14.0
461.0	2.0
465.0	1.0
468.0	1.0
471.0	3.0
472.0	1.0
476.0	1.0
486.0	2.0
487.0	1.0
493.0	2.0
497.0	7.0
505.0	1.0
506.0	2.0
511.0	6.0
514.0	2.0
536.0	3.0
550.0	10.0
559.0	3.0
560.0	1.0
568.0	4.0
579.0	2.0
580.0	1.0
583.0	1.0
584.0	1.0
585.0	1.0
588.0	1.0
590.0	1.0
591.0	11.0
617.0	2.0
629.0	1.0
