#Mapping quality	mapping quality
0.0	60466.0
1.0	2339.0
2.0	1280.0
3.0	4767.0
4.0	992.0
5.0	1907.0
6.0	1239.0
7.0	849.0
8.0	569.0
9.0	904.0
10.0	572.0
11.0	634.0
12.0	465.0
13.0	532.0
14.0	344.0
15.0	606.0
16.0	839.0
17.0	870.0
18.0	623.0
19.0	354.0
20.0	459.0
21.0	205.0
22.0	416.0
23.0	250.0
24.0	199.0
25.0	46.0
26.0	457.0
27.0	659.0
28.0	190.0
29.0	367.0
30.0	331.0
31.0	88.0
32.0	285.0
33.0	185.0
34.0	124.0
35.0	22.0
36.0	139.0
37.0	301.0
38.0	100.0
39.0	114.0
40.0	296.0
41.0	296.0
42.0	561.0
43.0	431.0
44.0	861.0
45.0	1272.0
46.0	199.0
47.0	88.0
48.0	70.0
49.0	160.0
50.0	223.0
51.0	40.0
52.0	212.0
53.0	185.0
54.0	70.0
55.0	671.0
56.0	1002.0
57.0	1197.0
58.0	1525.0
59.0	56373.0
60.0	159286.0
