#Mapping quality	mapping quality
0.0	115222.0
1.0	2999.0
2.0	2829.0
3.0	5374.0
4.0	2633.0
5.0	3556.0
6.0	1871.0
7.0	1864.0
8.0	1605.0
9.0	1045.0
10.0	1403.0
11.0	1258.0
12.0	1190.0
13.0	1164.0
14.0	1019.0
15.0	994.0
16.0	1046.0
17.0	2139.0
18.0	914.0
19.0	665.0
20.0	714.0
21.0	442.0
22.0	457.0
23.0	1154.0
24.0	1657.0
25.0	406.0
26.0	759.0
27.0	438.0
28.0	402.0
29.0	450.0
30.0	905.0
31.0	432.0
32.0	228.0
33.0	451.0
34.0	546.0
35.0	119.0
36.0	179.0
37.0	308.0
38.0	251.0
39.0	23.0
40.0	1404.0
41.0	680.0
42.0	759.0
43.0	573.0
44.0	170.0
45.0	2282.0
46.0	266.0
47.0	496.0
48.0	846.0
49.0	131.0
50.0	882.0
51.0	317.0
52.0	134.0
53.0	733.0
54.0	519.0
55.0	1054.0
56.0	1165.0
57.0	1805.0
58.0	2197.0
59.0	80130.0
60.0	368674.0
