#Mapping quality	mapping quality
0.0	84735.0
1.0	2334.0
2.0	2352.0
3.0	5075.0
4.0	1829.0
5.0	2647.0
6.0	1557.0
7.0	1863.0
8.0	1329.0
9.0	1141.0
10.0	968.0
11.0	657.0
12.0	1006.0
13.0	929.0
14.0	601.0
15.0	507.0
16.0	1212.0
17.0	412.0
18.0	348.0
19.0	435.0
20.0	245.0
21.0	129.0
22.0	189.0
23.0	137.0
24.0	291.0
25.0	583.0
26.0	812.0
27.0	307.0
28.0	398.0
29.0	74.0
30.0	172.0
31.0	202.0
32.0	103.0
33.0	197.0
34.0	91.0
35.0	194.0
36.0	417.0
37.0	113.0
38.0	116.0
39.0	137.0
40.0	538.0
41.0	662.0
42.0	826.0
43.0	413.0
44.0	422.0
45.0	2259.0
46.0	196.0
47.0	201.0
48.0	185.0
49.0	264.0
50.0	31.0
51.0	349.0
52.0	595.0
53.0	416.0
54.0	758.0
55.0	330.0
56.0	1437.0
57.0	611.0
58.0	687.0
59.0	83470.0
60.0	137445.0
