#Mapping quality	mapping quality
0.0	111708.0
1.0	3786.0
2.0	3422.0
3.0	5143.0
4.0	2273.0
5.0	3647.0
6.0	2288.0
7.0	1385.0
8.0	1601.0
9.0	1053.0
10.0	978.0
11.0	606.0
12.0	994.0
13.0	1082.0
14.0	1145.0
15.0	623.0
16.0	1344.0
17.0	1309.0
18.0	570.0
19.0	330.0
20.0	385.0
21.0	394.0
22.0	867.0
23.0	686.0
24.0	293.0
25.0	326.0
26.0	671.0
27.0	751.0
28.0	557.0
29.0	107.0
30.0	431.0
31.0	309.0
32.0	105.0
33.0	107.0
34.0	310.0
35.0	532.0
36.0	223.0
37.0	373.0
38.0	358.0
39.0	408.0
40.0	724.0
41.0	687.0
42.0	697.0
43.0	490.0
44.0	399.0
45.0	2195.0
46.0	100.0
47.0	94.0
48.0	603.0
49.0	315.0
50.0	667.0
51.0	528.0
52.0	622.0
53.0	286.0
54.0	553.0
55.0	691.0
56.0	1142.0
57.0	1678.0
58.0	1058.0
59.0	97998.0
60.0	284892.0
