#Coverage (X)	Coverage
1.0	0.016070564299980106
2.0	0.011185222179364018
3.0	0.008457440667214655
4.0	0.007938412209028911
5.0	0.007005450921738543
6.0	0.006850035268627153
7.0	0.006418622852237377
8.0	0.00633546239150462
9.0	0.006103616386141653
10.0	0.006055010047163023
11.0	0.005925611248571272
12.0	0.005902087026825598
13.0	0.005739411580776732
14.0	0.005713799779087481
15.0	0.0056375252163718415
16.0	0.005627835106480461
17.0	0.0055330215875528665
18.0	0.0055077213649497025
19.0	0.005457245551383494
20.0	0.005444096913535645
21.0	0.005417020690089203
22.0	0.0053984505759672174
23.0	0.005366918771443352
24.0	0.005350405079354914
25.0	0.005331990754783078
26.0	0.0053199949595921225
27.0	0.005292762946595531
28.0	0.005268117040102993
29.0	0.005237457657045752
30.0	0.005225773440940884
31.0	0.005209446696312625
32.0	0.0051963292163748065
33.0	0.005170031940664899
34.0	0.005153331301116282
35.0	0.005130430237556993
36.0	0.005122173391512774
37.0	0.005119961179929078
38.0	0.005112670229081573
39.0	0.005084628110438416
40.0	0.0050705758931997025
41.0	0.005064001574268673
42.0	0.0050625371525114815
43.0	0.005047238618899996
44.0	0.0050362398768157846
45.0	0.005015987235566399
46.0	0.005008353547708566
47.0	0.004990095012686879
48.0	0.004981308482172153
49.0	0.004957753102516449
50.0	0.004949278151102021
51.0	0.004937313513806885
