#Coverage	Number of genomic locations
0.0	3.209254856E9
1.0	21688.0
2.0	17221.0
3.0	1148.0
4.0	4527.0
5.0	407.0
6.0	2713.0
7.0	351.0
8.0	1807.0
9.0	186.0
10.0	490.0
11.0	120.0
12.0	502.0
13.0	416.0
14.0	1054.0
15.0	176.0
16.0	569.0
17.0	80.0
18.0	407.0
19.0	81.0
20.0	993.0
21.0	165.0
22.0	518.0
23.0	359.0
24.0	664.0
25.0	221.0
26.0	1004.0
27.0	199.0
28.0	239.0
29.0	355.0
30.0	429.0
31.0	129.0
32.0	403.0
33.0	6.0
34.0	45.0
35.0	241.0
36.0	609.0
37.0	380.0
38.0	784.0
39.0	253.0
40.0	148.0
41.0	255.0
42.0	172.0
43.0	192.0
44.0	329.0
45.0	392.0
46.0	472.0
47.0	109.0
48.0	258.0
49.0	9.0
50.0	697.0
51.0	347.0
52.0	82.0
53.0	175.0
54.0	64.0
55.0	294.0
56.0	538.0
57.0	258.0
58.0	509.0
59.0	303.0
60.0	236.0
61.0	439.0
62.0	336.0
63.0	316.0
64.0	398.0
65.0	109.0
66.0	535.0
67.0	224.0
68.0	389.0
69.0	87.0
70.0	24.0
71.0	253.0
72.0	336.0
73.0	334.0
74.0	459.0
75.0	365.0
76.0	521.0
77.0	223.0
78.0	262.0
79.0	315.0
80.0	181.0
81.0	336.0
82.0	386.0
83.0	541.0
84.0	663.0
85.0	122.0
86.0	179.0
87.0	231.0
88.0	385.0
89.0	301.0
90.0	628.0
91.0	166.0
92.0	287.0
93.0	426.0
94.0	490.0
95.0	546.0
96.0	488.0
97.0	469.0
98.0	148.0
99.0	179.0
100.0	788.0
101.0	285.0
102.0	274.0
103.0	403.0
104.0	475.0
105.0	214.0
106.0	293.0
107.0	323.0
108.0	63.0
109.0	338.0
110.0	486.0
111.0	182.0
112.0	244.0
113.0	579.0
114.0	222.0
115.0	397.0
116.0	361.0
117.0	54.0
118.0	114.0
119.0	226.0
120.0	31.0
121.0	253.0
122.0	182.0
123.0	263.0
124.0	343.0
125.0	402.0
126.0	430.0
127.0	285.0
128.0	331.0
129.0	139.0
130.0	377.0
131.0	123.0
132.0	407.0
133.0	252.0
134.0	253.0
135.0	75.0
136.0	165.0
137.0	317.0
138.0	420.0
139.0	309.0
140.0	424.0
141.0	479.0
142.0	305.0
143.0	79.0
144.0	202.0
145.0	181.0
146.0	63.0
147.0	73.0
148.0	520.0
149.0	203.0
150.0	218.0
151.0	516.0
152.0	469.0
153.0	244.0
154.0	191.0
155.0	130.0
156.0	165.0
157.0	213.0
158.0	248.0
159.0	120.0
160.0	127.0
161.0	547.0
162.0	326.0
163.0	210.0
164.0	427.0
165.0	523.0
166.0	412.0
167.0	342.0
168.0	352.0
169.0	314.0
170.0	113.0
171.0	103.0
172.0	216.0
173.0	225.0
174.0	205.0
175.0	354.0
176.0	367.0
177.0	160.0
178.0	64.0
179.0	193.0
180.0	135.0
181.0	197.0
182.0	190.0
183.0	63.0
184.0	219.0
185.0	484.0
186.0	1070.0
187.0	624.0
188.0	814.0
189.0	382.0
190.0	399.0
191.0	328.0
192.0	380.0
193.0	415.0
194.0	43.0
195.0	164.0
196.0	387.0
197.0	660.0
198.0	237.0
199.0	296.0
200.0	541.0
201.0	330.0
202.0	388.0
203.0	253.0
204.0	116.0
205.0	311.0
206.0	468.0
207.0	326.0
208.0	458.0
209.0	125.0
210.0	185.0
211.0	187.0
212.0	240.0
213.0	261.0
214.0	132.0
215.0	158.0
216.0	97.0
217.0	248.0
218.0	386.0
219.0	177.0
220.0	586.0
221.0	213.0
222.0	162.0
223.0	271.0
224.0	252.0
225.0	153.0
226.0	662.0
227.0	403.0
228.0	341.0
229.0	472.0
230.0	51.0
231.0	323.0
232.0	138.0
233.0	160.0
234.0	229.0
235.0	751.0
236.0	118.0
237.0	223.0
238.0	150.0
239.0	273.0
240.0	206.0
241.0	188.0
242.0	176.0
243.0	130.0
244.0	371.0
245.0	112.0
246.0	459.0
247.0	308.0
248.0	198.0
249.0	363.0
250.0	185.0
251.0	348.0
252.0	432.0
253.0	144.0
254.0	144.0
255.0	149.0
256.0	160.0
257.0	200.0
258.0	124.0
259.0	231.0
260.0	116.0
261.0	201.0
262.0	178.0
263.0	230.0
264.0	86.0
265.0	417.0
266.0	351.0
267.0	240.0
268.0	295.0
269.0	228.0
270.0	94.0
271.0	173.0
272.0	409.0
273.0	291.0
274.0	350.0
275.0	118.0
276.0	191.0
277.0	119.0
278.0	481.0
279.0	205.0
280.0	165.0
281.0	232.0
282.0	113.0
283.0	203.0
284.0	148.0
285.0	199.0
286.0	109.0
287.0	564.0
288.0	130.0
289.0	116.0
290.0	215.0
291.0	38.0
292.0	65.0
293.0	100.0
294.0	156.0
295.0	109.0
296.0	180.0
297.0	160.0
298.0	153.0
299.0	274.0
300.0	156.0
301.0	115.0
302.0	619.0
303.0	289.0
304.0	227.0
305.0	278.0
306.0	271.0
307.0	64.0
308.0	130.0
309.0	202.0
310.0	46.0
311.0	74.0
312.0	142.0
313.0	114.0
314.0	308.0
315.0	180.0
316.0	194.0
317.0	132.0
318.0	85.0
319.0	96.0
320.0	322.0
321.0	524.0
322.0	191.0
323.0	137.0
324.0	214.0
325.0	71.0
326.0	162.0
327.0	174.0
328.0	295.0
329.0	13.0
330.0	45.0
331.0	41.0
332.0	160.0
333.0	192.0
334.0	236.0
335.0	111.0
336.0	108.0
337.0	335.0
338.0	265.0
339.0	33.0
340.0	272.0
341.0	100.0
342.0	139.0
343.0	239.0
344.0	248.0
345.0	89.0
346.0	285.0
347.0	140.0
348.0	118.0
349.0	106.0
350.0	361.0
351.0	209.0
352.0	326.0
353.0	109.0
354.0	187.0
355.0	205.0
356.0	172.0
357.0	246.0
358.0	77.0
359.0	96.0
360.0	178.0
361.0	209.0
362.0	154.0
363.0	200.0
364.0	346.0
365.0	97.0
366.0	231.0
367.0	200.0
368.0	160.0
369.0	278.0
370.0	267.0
371.0	253.0
372.0	428.0
373.0	282.0
374.0	38.0
375.0	110.0
376.0	266.0
377.0	467.0
378.0	184.0
379.0	105.0
380.0	226.0
381.0	317.0
382.0	202.0
383.0	315.0
384.0	138.0
385.0	237.0
386.0	102.0
387.0	222.0
388.0	156.0
389.0	52.0
390.0	304.0
391.0	256.0
392.0	642.0
393.0	216.0
394.0	285.0
395.0	257.0
396.0	262.0
397.0	82.0
398.0	161.0
399.0	336.0
400.0	175.0
401.0	273.0
402.0	135.0
403.0	122.0
404.0	47.0
