#Mapping quality	mapping quality
0.0	18188.0
1.0	194.0
2.0	472.0
3.0	3336.0
4.0	381.0
5.0	1704.0
6.0	291.0
7.0	481.0
8.0	317.0
9.0	86.0
10.0	146.0
11.0	387.0
12.0	100.0
13.0	153.0
14.0	291.0
15.0	62.0
16.0	425.0
17.0	794.0
18.0	174.0
19.0	16.0
20.0	165.0
21.0	33.0
22.0	42.0
23.0	103.0
24.0	1.0
25.0	332.0
26.0	370.0
27.0	349.0
28.0	258.0
29.0	87.0
30.0	215.0
31.0	47.0
32.0	5.0
34.0	70.0
35.0	99.0
37.0	35.0
38.0	8.0
39.0	202.0
40.0	199.0
41.0	463.0
42.0	429.0
43.0	739.0
44.0	344.0
45.0	1648.0
46.0	182.0
47.0	47.0
48.0	75.0
49.0	285.0
50.0	37.0
51.0	37.0
52.0	111.0
53.0	831.0
54.0	297.0
55.0	458.0
56.0	294.0
57.0	250.0
58.0	764.0
59.0	23440.0
60.0	141723.0
