#Mapping quality	mapping quality
0.0	159251.0
1.0	5213.0
2.0	4840.0
3.0	7454.0
4.0	4039.0
5.0	4837.0
6.0	2982.0
7.0	2549.0
8.0	2192.0
9.0	2297.0
10.0	1766.0
11.0	1963.0
12.0	1742.0
13.0	1325.0
14.0	1239.0
15.0	981.0
16.0	1208.0
17.0	1396.0
18.0	1568.0
19.0	676.0
20.0	1162.0
21.0	384.0
22.0	1012.0
23.0	774.0
24.0	908.0
25.0	771.0
26.0	1398.0
27.0	1046.0
28.0	613.0
29.0	712.0
30.0	595.0
31.0	600.0
32.0	901.0
33.0	915.0
34.0	698.0
35.0	453.0
36.0	355.0
37.0	980.0
38.0	96.0
39.0	226.0
40.0	1573.0
41.0	1124.0
42.0	1061.0
43.0	756.0
44.0	754.0
45.0	2634.0
46.0	1397.0
47.0	722.0
48.0	896.0
49.0	576.0
50.0	580.0
51.0	421.0
52.0	1304.0
53.0	1235.0
54.0	1108.0
55.0	717.0
56.0	1797.0
57.0	1720.0
58.0	2575.0
59.0	111504.0
60.0	427436.0
